condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
Hepatitis A/B/IN/SU (D7),SIGNALING,SIGNALING...1216,SIGNALING,1,0.9893899204244032,1.3047850865046868,0.020683831295895915,0.07239340953563571,0.04354490799135982,5,"tags=100%, list=1%, signal=99%",CXCL5,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),LEUKOCYTES,LEUKOCYTES...1217,LEUKOCYTES,20,0.4721800373129127,1.592221164327315,0.03342245989304813,0.1002673796791444,0.06031120582204173,65,"tags=40%, list=17%, signal=35%",CXCL5/IFI27/DEFA4/CD38/CEACAM6/SNCA/SLC7A5/CA2,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),B CELL,B CELL...1218,B CELL,14,0.5156230035395506,1.5917173620277016,0.03872752420470263,0.1016597510373444,0.06114872242847783,98,"tags=57%, list=26%, signal=44%",MPL/GYPA/CD38/IL5RA/HRH4/ITM2C/POU2AF1/TRAM2,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1219,IMMUNOGLOBULIN MEDIATED RESPONSE,6,0.6634768016760454,1.5383431888966208,0.0448,0.10453333333333334,0.06287719298245613,21,"tags=33%, list=6%, signal=32%",MPL/CD38,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1220,ADAPTIVE IMMUNE SYSTEM,26,0.4148224262917673,1.4914421437374363,0.05822784810126582,0.12227848101265823,0.07355096602265156,98,"tags=46%, list=26%, signal=37%",MPL/GYPA/DEFA4/CD38/IL5RA/RAP1GAP/CCNB2/HRH4/ITM2C/POU2AF1/ANKH/TRAM2,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),DENDRITIC CELL,DENDRITIC CELL...1221,DENDRITIC CELL,6,0.6009513199817106,1.3933710532409649,0.0912,0.17410909090909094,0.10472727272727272,65,"tags=50%, list=17%, signal=42%",IFI27/CD38/CA2,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),ARPP,ARPP...1222,ARPP,4,0.6275498301131832,1.281626065583402,0.17179902755267423,0.3006482982171799,0.18084108163439394,3,"tags=25%, list=1%, signal=25%",MPL,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),MYELOID CELL,MYELOID CELL...1223,MYELOID CELL,2,0.7021276595744681,1.130289247964203,0.33153153153153153,0.5355509355509356,0.3221359010832695,114,"tags=100%, list=30%, signal=70%",SNCA/GSN,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1224,CELLULAR ADAPTIVE IMMUNE SYSTEM,14,0.3357082487629695,1.0363242998543722,0.42461964038727523,0.6369294605809128,0.3831154650110754,44,"tags=21%, list=12%, signal=20%",DEFA4/SNCA/CCNB2,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),MONOCYTE,MONOCYTE...1225,MONOCYTE,3,0.5540804142889059,1.0117408579386276,0.4602076124567474,0.6442906574394464,0.3875432525951557,3,"tags=33%, list=1%, signal=33%",MPL,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),IMMUNE SYSTEM,IMMUNE SYSTEM...1226,IMMUNE SYSTEM,3,-0.488,-0.9588753447977605,0.5306603773584906,0.6555216426193119,0.3942987324025936,196,"tags=100%, list=52%, signal=49%",PTPRC/AIF1,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),ANTIVIRAL & IFN,ANTIVIRAL & IFN...1227,ANTIVIRAL & IFN,7,0.3863883336034254,0.9528655534920641,0.5203125,0.6555216426193119,0.3942987324025936,7,"tags=14%, list=2%, signal=14%",IFI27,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),INFLAMMATION,INFLAMMATION...1228,INFLAMMATION,4,0.43132841100770314,0.8808889873724312,0.6288492706645057,0.7336574824419233,0.4412977337996531,150,"tags=75%, list=40%, signal=46%",IL5RA/CD80/PNMA1,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),LYMPHOCYTE,LYMPHOCYTE...1229,LYMPHOCYTE,1,0.6604774535809019,0.8710227521170699,0.6923076923076923,0.7552631578947369,0.45429362880886426,129,"tags=100%, list=34%, signal=66%",CD9,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),T CELL,T CELL...1230,T CELL,11,0.28405206407316275,0.7993745264878914,0.7192982456140351,0.7552631578947369,0.45429362880886426,44,"tags=18%, list=12%, signal=17%",DEFA4/CCNB2,ImmuneGO_BTM_general
Hepatitis A/B/IN/SU (D7),NK CELL,NK CELL...1231,NK CELL,3,0.3995163821586831,0.7295097188456169,0.8391003460207612,0.8391003460207612,0.5047220126440669,58,"tags=33%, list=15%, signal=28%",SLC7A5,ImmuneGO_BTM_general
Influenza/IN (D7),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1232,INNATE IMMUNE SYSTEM,156,-0.5165228649082795,-3.5271650218167996,1e-10,6e-10,1.5789473684210526e-10,287,"tags=65%, list=28%, signal=55%",EMILIN2/PTPRE/CST3/CIITA/SRPK2/FCER1G/VAMP2/SLC6A6/SORT1/NACC2/MARCKS/JAK1/CYFIP1/PTGER2/CDA/RNF19B/PLXND1/AGPAT3/MTMR11/CD1D/CD86/NAIP/KCTD12/MCTP1/CPVL/TRIM22/GBP2/NOTCH2/RORA/PRKCE/CEBPB/SAMSN1/DDX60/GRN/SLC15A3/CSF1R/SERPINA1/PTGDS/S1PR5/PLEK/IRF1/PFKFB4/BCL10/FBP1/ADAM9/NFKBIA/LYN/ICAM1/BCL2A1/KYNU/DOCK5/C5AR1/STAT1/DMXL2/FCGR2A/SMPDL3A/CFH/DYSF/ADAP2/NLRP3/PILRA/ABCA1/FOS/PTPRC/SLC31A2/BCL6/SECTM1/IFITM3/LILRB2/CXCR4/TREM1/HMOX1/MAP3K8/TRIM23/ATP1B1/RIPK2/PLAUR/TGFBR3/PLSCR1/SLC8A1/HERC5/TNF/OAS3/CCR1/MYOF/LILRA1/IFIT2/CLEC7A/MERTK/SIGLEC1/SGK1/FFAR2/CCL2/MAFB/CD83/ATF3/G0S2/CXCL8/PTGS2/CXCL2/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),MONOCYTE,MONOCYTE...1233,MONOCYTE,72,-0.5935685154012932,-3.391428656903345,1e-10,6e-10,1.5789473684210526e-10,408,"tags=93%, list=40%, signal=60%",FGL2/RARA/FCN1/SCPEP1/DPYSL2/TYROBP/CSTA/ALDH2/TBXAS1/FGR/RTN1/CD33/TNFRSF1B/S100A11/ALOX5/EMILIN2/PTPRE/CST3/FCER1G/SORT1/NACC2/MARCKS/CYFIP1/CDA/PLXND1/MTMR11/CD1D/CD86/NAIP/KCTD12/MCTP1/CPVL/CEBPB/GRN/SLC15A3/CSF1R/SERPINA1/FBP1/LYN/KYNU/DOCK5/C5AR1/DMXL2/FCGR2A/SMPDL3A/DYSF/ADAP2/NLRP3/PILRA/ABCA1/FOS/SLC31A2/BCL6/SECTM1/LILRB2/TREM1/PLAUR/CCR1/MYOF/LILRA1/CLEC7A/SGK1/CCL2/MAFB/G0S2/PTGS2/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),SIGNALING,SIGNALING...1234,SIGNALING,24,-0.7673024129607261,-3.3497572213646243,1e-10,6e-10,1.5789473684210526e-10,181,"tags=79%, list=18%, signal=67%",DDX60/CXCL13/NFKBIA/ICAM1/BCL2A1/STAT1/BCL6/CXCR4/MAP3K8/PLSCR1/HERC5/TNF/OAS3/CCR1/CCL2/CD83/G0S2/CXCL2/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),LEUKOCYTES,LEUKOCYTES...1235,LEUKOCYTES,163,-0.417409903730081,-2.899040618300544,1e-10,6e-10,1.5789473684210526e-10,218,"tags=50%, list=21%, signal=47%",MTMR11/CD1D/CD86/NAIP/KCTD12/MCTP1/CPVL/TRIM22/GBP2/NOTCH2/RORA/PRKCE/ADCY9/CEBPB/SAMSN1/DDX60/GRN/SLC15A3/CSF1R/CXCL13/SERPINA1/S1PR5/IRF1/PFKFB4/BCL10/FBP1/ADAM9/NFKBIA/LYN/ICAM1/BCL2A1/KYNU/DOCK5/C5AR1/DMXL2/FCGR2A/SMPDL3A/CFH/DYSF/ADAP2/NLRP3/PILRA/STX11/ABCA1/FOS/SLC31A2/BCL6/SECTM1/IFITM3/LILRB2/CXCR4/TREM1/MAP3K8/TRIM23/ATP1B1/RIPK2/PLAUR/TGFBR3/C3AR1/PLSCR1/SLC8A1/HERC5/RGS1/TNF/OAS3/CCR1/MYOF/LILRA1/IFIT2/CLEC7A/SIGLEC1/SGK1/FFAR2/CCL2/MAFB/CD83/ATF3/G0S2/CXCL8/PTGS2/CXCL2/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),ARPP,ARPP...1236,ARPP,52,-0.49481549014475723,-2.6097383512318344,4.999658864193698e-8,2.399836254812975e-7,6.315358565297301e-8,217,"tags=54%, list=21%, signal=45%",CD1D/CD86/NOTCH2/PRKCE/PLEK/BCL10/NFKBIA/LYN/ICAM1/KYNU/C5AR1/DYSF/PILRA/FOS/PTPRC/BCL6/LILRB2/CXCR4/HMOX1/RIPK2/PLAUR/TNF/CCR1/IFIT2/CLEC7A/CCL2/PTGS2/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),B CELL,B CELL...1237,B CELL,64,0.5785742369574495,2.4143690731501373,2.620960349215028e-7,1.0483841396860113e-6,2.758905630752661e-7,85,"tags=33%, list=8%, signal=32%",TNFRSF17/CD38/CAV1/ITM2C/DENND5B/POU2AF1/TMEM156/TNFRSF13B/FAM30A/OSBPL10/TPD52/SLC44A1/CD27/SDC1/CD180/TRAM2/BLNK/E2F5/LAX1/PNOC/SSPN,ImmuneGO_BTM_general
Influenza/IN (D7),DENDRITIC CELL,DENDRITIC CELL...1238,DENDRITIC CELL,33,-0.5318680599005271,-2.542031471874221,4.815736928335372e-6,1.651109804000699e-5,4.34502580000184e-6,233,"tags=76%, list=23%, signal=60%",PLXND1/AGPAT3/CD86/NOTCH2/SAMSN1/DDX60/CSF1R/ADAM9/NFKBIA/ICAM1/BCL2A1/SLC31A2/CXCR4/MAP3K8/ATP1B1/PLSCR1/HERC5/TNF/CCR1/IFIT2/SIGLEC1/CD83/ATF3/CXCL2/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1239,HUMORAL ADAPTIVE IMMUNE SYSTEM,71,0.5119572377013875,2.1841985526037315,7.237703080625918e-6,2.1713109241877754e-5,5.71397611628362e-6,123,"tags=35%, list=12%, signal=33%",TNFRSF17/CD38/CAV1/ITM2C/DENND5B/POU2AF1/TMEM156/TNFRSF13B/FAM30A/OSBPL10/TPD52/SLC44A1/CD27/SDC1/CD180/TRAM2/BLNK/E2F5/LAX1/PNOC/SSPN/EPB42/CD79A/CD79B/CCR2,ImmuneGO_BTM_general
Influenza/IN (D7),ANTIVIRAL & IFN,ANTIVIRAL & IFN...1240,ANTIVIRAL & IFN,18,-0.6359130513385503,-2.4703586981659917,3.851061069247274e-5,9.958303587895799e-5,2.6206062073409997e-5,204,"tags=61%, list=20%, signal=50%",GBP2/DDX60/IRF1/STAT1/IFITM3/PLSCR1/HERC5/OAS3/IFIT2/CCL2/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),ANTIMICROBIAL,ANTIMICROBIAL...1241,ANTIMICROBIAL,2,-0.9960513326752222,-1.6699411943230604,4.14929316162325e-5,9.958303587895799e-5,2.6206062073409997e-5,7,"tags=100%, list=1%, signal=100%",CXCL2,ImmuneGO_BTM_general
Influenza/IN (D7),NEUTROPHIL,NEUTROPHIL...1242,NEUTROPHIL,18,-0.5869856090581917,-2.2802881651554188,3.4840508478247074e-4,7.601565486162997e-4,2.000411970042894e-4,156,"tags=56%, list=15%, signal=48%",PFKFB4/C5AR1/FCGR2A/TREM1/MERTK/FFAR2/CCL2/G0S2/CXCL8/CXCL2,ImmuneGO_BTM_general
Influenza/IN (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1243,ADAPTIVE IMMUNE SYSTEM,112,0.40981033234356834,1.8572665405708955,6.012697064068492e-4,0.0012025394128136985,3.1645774021413117e-4,88,"tags=21%, list=9%, signal=22%",TNFRSF17/CD38/CAV1/ITM2C/DENND5B/POU2AF1/TMEM156/TNFRSF13B/FAM30A/OSBPL10/CCNB2/TPD52/CXCR3/SLC44A1/CD27/SDC1/CD180/TRAM2/BLNK/E2F5/LAX1/PNOC/SSPN/EPB42,ImmuneGO_BTM_general
Influenza/IN (D7),MYELOID CELL,MYELOID CELL...1244,MYELOID CELL,18,-0.5503675211214739,-2.138036308782497,0.0011908943189296985,0.0021985741272548282,5.785721387512705e-4,268,"tags=83%, list=26%, signal=62%",FCER1G/MARCKS/MTMR11/CD1D/CD86/KCTD12/SLC15A3/CSF1R/NLRP3/BCL6/SECTM1/SLC8A1/CCR1/MYOF/LILRA1,ImmuneGO_BTM_general
Influenza/IN (D7),INFLAMMATION,INFLAMMATION...1245,INFLAMMATION,10,-0.651973773793637,-2.0101831231813287,0.00209243675607816,0.0035870344389911314,9.439564313134557e-4,317,"tags=90%, list=31%, signal=63%",GCH1/ARRB2/FCER1G/NOTCH2/NFKBIA/NLRP3/RIPK2/TNF/IL1B,ImmuneGO_BTM_general
Influenza/IN (D7),IMMUNE SYSTEM,IMMUNE SYSTEM...1246,IMMUNE SYSTEM,27,-0.4444157042260404,-1.9976440108435431,0.0029632328640740242,0.004741172582518439,0.0012476769953995892,217,"tags=48%, list=21%, signal=39%",CD1D/CD86/PLEK/NFKBIA/LYN/ICAM1/FOS/PTPRC/LILRB2/HMOX1/PLAUR/CLEC7A/PTGS2,ImmuneGO_BTM_general
Influenza/IN (D7),COMPLEMENT,COMPLEMENT...1247,COMPLEMENT,3,-0.8794466403162056,-1.7209921875161858,0.008645864685228353,0.01296879702784253,0.003412841323116455,126,"tags=100%, list=12%, signal=88%",CFH/C3AR1,ImmuneGO_BTM_general
Influenza/IN (D7),NK CELL,NK CELL...1248,NK CELL,9,-0.5715435693591076,-1.7353991711630392,0.030412618416922353,0.042935461294478616,0.011298805603810162,250,"tags=78%, list=25%, signal=59%",PTGER2/RNF19B/RORA/S1PR5/PTPRC/TGFBR3/MERTK,ImmuneGO_BTM_general
Influenza/IN (D7),T CELL,T CELL...1249,T CELL,53,-0.26013507500161953,-1.3879878631095488,0.048769229673166346,0.06502563956422179,0.01711201041163731,96,"tags=21%, list=9%, signal=20%",FOS/PTPRC/BCL6/LILRB2/MAP3K8/TNF/CCL2/CD83/ATF3/FOSB/EGR1,ImmuneGO_BTM_general
Influenza/IN (D7),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1250,CELLULAR ADAPTIVE IMMUNE SYSTEM,56,-0.2403611668967656,-1.3049800848504898,0.07704379118780125,0.09731847307932788,0.02561012449455997,96,"tags=20%, list=9%, signal=19%",FOS/PTPRC/BCL6/LILRB2/MAP3K8/TNF/CCL2/CD83/ATF3/FOSB/EGR1,ImmuneGO_BTM_general
Influenza/IN (D7),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1251,IMMUNOGLOBULIN MEDIATED RESPONSE,27,0.38875773392358676,1.3409727997226144,0.1634349030470914,0.19612188365650968,0.051611022014870965,121,"tags=22%, list=12%, signal=20%",CD38/TPD52/CD27/LAX1/CD79A/CD79B,ImmuneGO_BTM_general
Influenza/IN (D7),EOSINOPHIL,EOSINOPHIL...1252,EOSINOPHIL,3,-0.6003818751956267,-1.1748893785829742,0.28761061946902655,0.32869785082174463,0.0864994344267749,17,"tags=67%, list=2%, signal=66%",VAMP2/CCL2,ImmuneGO_BTM_general
Influenza/IN (D7),LYMPHOCYTE,LYMPHOCYTE...1253,LYMPHOCYTE,7,0.4832723918099739,1.1597142792670567,0.3105175292153589,0.3387463955076642,0.0891437882914906,395,"tags=86%, list=39%, signal=53%",CD79A/CHI3L2/BLK/CD19/FKBP14/BANK1,ImmuneGO_BTM_general
Influenza/IN (D7),MACROPHAGE,MACROPHAGE...1254,MACROPHAGE,5,-0.3501700356050111,-0.8399041145205117,0.6464891041162227,0.6745973260343193,0.17752561211429457,17,"tags=40%, list=2%, signal=40%",PRKCE/CCL2,ImmuneGO_BTM_general
Influenza/IN (D7),MAST CELL,MAST CELL...1255,MAST CELL,2,-0.4277769904496004,-0.7171943803505345,0.8370535714285714,0.8370535714285714,0.22027725563909775,166,"tags=100%, list=16%, signal=84%",PTGDS,ImmuneGO_BTM_general
Influenza/LA (D7),NEUTROPHIL,NEUTROPHIL...1256,NEUTROPHIL,15,-0.7258957746215993,-2.3314518995153737,2.1940793681647226e-5,5.265790483595334e-4,3.233380121505907e-4,118,"tags=73%, list=14%, signal=64%",C5AR1/DENND3/BASP1/TREM1/MXD1/CSF1/PDE4B/CXCL2/CXCL8/VNN3/G0S2,ImmuneGO_BTM_general
Influenza/LA (D7),INFLAMMATION,INFLAMMATION...1257,INFLAMMATION,5,-0.8414817070286724,-1.8578232542753033,9.810546892925417e-4,0.007848437514340334,0.004819216017577398,83,"tags=80%, list=10%, signal=73%",FOSL2/RIPK2/NLRP3/PDE4B,ImmuneGO_BTM_general
Influenza/LA (D7),ANTIMICROBIAL,ANTIMICROBIAL...1258,ANTIMICROBIAL,2,-0.9821002386634845,-1.6127823669710102,7.853914353553309e-4,0.007848437514340334,0.004819216017577398,18,"tags=100%, list=2%, signal=98%",CXCL8,ImmuneGO_BTM_general
Influenza/LA (D7),SIGNALING,SIGNALING...1259,SIGNALING,9,-0.7031903581358556,-1.9139496699012641,0.003818433511993884,0.01832848085757064,0.011254330351139867,110,"tags=78%, list=13%, signal=68%",BCL6/CD83/BCL2A1/TRIB1/PDE4B/CXCL2/G0S2,ImmuneGO_BTM_general
Influenza/LA (D7),LEUKOCYTES,LEUKOCYTES...1260,LEUKOCYTES,100,-0.3251362360212474,-1.661194294786271,0.0034011992956761087,0.01832848085757064,0.011254330351139867,118,"tags=29%, list=14%, signal=28%",C5AR1/DENND3/BCL6/DBF4/GPR18/SAMSN1/GPR183/RIPK2/CD83/NLRP3/BASP1/TREM1/BCL2A1/MXD1/TRIB1/ACSL1/CSF1/PLAUR/PDE4B/SLC7A5/CXCR5/RGS1/CXCL2/ABCA1/CXCL8/VNN3/G0S2/DOCK4/PTGS2,ImmuneGO_BTM_general
Influenza/LA (D7),DENDRITIC CELL,DENDRITIC CELL...1261,DENDRITIC CELL,14,-0.589139901051762,-1.8563909588359895,0.005862827175778053,0.020101121745524753,0.012342794054269586,88,"tags=50%, list=10%, signal=46%",SAMSN1/GPR183/CD83/BCL2A1/PDE4B/CXCL2/DOCK4,ImmuneGO_BTM_general
Influenza/LA (D7),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...1262,INNATE IMMUNE SYSTEM,100,-0.3143756311801172,-1.6062159398994693,0.005316912704385326,0.020101121745524753,0.012342794054269586,118,"tags=28%, list=14%, signal=27%",C5AR1/DENND3/BCL6/JMJD6/GPR18/SAMSN1/FOSL2/GPR183/RIPK2/CD83/NLRP3/BASP1/TREM1/BCL2A1/MXD1/TRIB1/ACSL1/CSF1/PLAUR/PDE4B/SLC7A5/CXCL2/ABCA1/CXCL8/VNN3/G0S2/DOCK4/PTGS2,ImmuneGO_BTM_general
Influenza/LA (D7),MYELOID CELL,MYELOID CELL...1263,MYELOID CELL,10,0.5717879011329019,1.7205787966594042,0.013060476996307009,0.039181430988921025,0.02405877341424975,121,"tags=60%, list=14%, signal=52%",TLR5/MYOF/CCR2/RNASE6/KCTD12/CSF1R,ImmuneGO_BTM_general
Influenza/LA (D7),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1264,HUMORAL ADAPTIVE IMMUNE SYSTEM,29,-0.4150621574037423,-1.6027718496878138,0.03452582286858424,0.0920688609828913,0.05653351112984554,110,"tags=31%, list=13%, signal=28%",BCL6/GPR18/FOSL2/GPR183/CD83/CXCR5/CXCL2/CXCL8/NR4A3,ImmuneGO_BTM_general
Influenza/LA (D7),ANTIVIRAL & IFN,ANTIVIRAL & IFN...1265,ANTIVIRAL & IFN,6,0.6370920025146666,1.58903506119842,0.0430030927914194,0.10320742269940657,0.06337297885051281,167,"tags=67%, list=20%, signal=54%",OAS1/OAS2/MAVS/CASP1,ImmuneGO_BTM_general
Influenza/LA (D7),B CELL,B CELL...1266,B CELL,22,-0.379282850829744,-1.3645557673918753,0.1212624584717608,0.2425249169435216,0.1489188086495308,110,"tags=41%, list=13%, signal=37%",RALGPS2/PAX5/PIK3R1/BCL6/GPR18/FOSL2/GPR183/CXCR5/NR4A3,ImmuneGO_BTM_general
Influenza/LA (D7),MONOCYTE,MONOCYTE...1267,MONOCYTE,42,-0.31458289158127084,-1.3286687417430287,0.11764705882352941,0.2425249169435216,0.1489188086495308,63,"tags=24%, list=8%, signal=23%",NLRP3/BASP1/TREM1/ACSL1/CSF1/PLAUR/ABCA1/VNN3/G0S2/PTGS2,ImmuneGO_BTM_general
Influenza/LA (D7),COMPLEMENT,COMPLEMENT...1268,COMPLEMENT,2,-0.779236276849642,-1.2796438464545197,0.14396887159533073,0.26578868602214906,0.16320357913640732,188,"tags=100%, list=22%, signal=78%",C5AR1,ImmuneGO_BTM_general
Influenza/LA (D7),NK CELL,NK CELL...1269,NK CELL,13,0.39155900057034326,1.297597686640592,0.17603911980440098,0.30178134823611596,0.18530433663621157,157,"tags=46%, list=19%, signal=38%",PTGDR/CX3CR1/GIMAP6/KLRD1/GZMA/PRDX1,ImmuneGO_BTM_general
Influenza/LA (D7),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...1270,IMMUNOGLOBULIN MEDIATED RESPONSE,15,-0.3805545194338907,-1.2222754122874107,0.2293103448275862,0.3439655172413793,0.21120689655172414,196,"tags=40%, list=23%, signal=31%",PAX5/PIK3R1/BCL6/FOSL2/GPR183/CXCR5,ImmuneGO_BTM_general
Influenza/LA (D7),IMMUNE SYSTEM,IMMUNE SYSTEM...1271,IMMUNE SYSTEM,20,0.31006240377132227,1.2094745663049278,0.22802850356294538,0.3439655172413793,0.21120689655172414,287,"tags=70%, list=34%, signal=47%",TLR5/GIMAP6/METTL7A/IRAK3/CD36/LILRB1/LCK/MEF2C/FGR/BTK/FGL2/PTPN6/CD1C/MEF2A,ImmuneGO_BTM_general
Influenza/LA (D7),EOSINOPHIL,EOSINOPHIL...1272,EOSINOPHIL,1,0.7580452920143027,1.01461573448648,0.4861995753715499,0.6482661004953998,0.3980581318831402,204,"tags=100%, list=24%, signal=76%",BTK,ImmuneGO_BTM_general
Influenza/LA (D7),MAST CELL,MAST CELL...1273,MAST CELL,1,0.7580452920143027,1.01461573448648,0.4861995753715499,0.6482661004953998,0.3980581318831402,204,"tags=100%, list=24%, signal=76%",BTK,ImmuneGO_BTM_general
Influenza/LA (D7),ARPP,ARPP...1274,ARPP,36,-0.2352716785335452,-0.9559091688106981,0.5401929260450161,0.6776785714285715,0.4161184210526317,118,"tags=22%, list=14%, signal=20%",C5AR1/BCL6/JMJD6/GPR183/RIPK2/CSF1/PLAUR/PTGS2,ImmuneGO_BTM_general
Influenza/LA (D7),LYMPHOCYTE,LYMPHOCYTE...1275,LYMPHOCYTE,3,0.47913396846398604,0.9193513318197186,0.5647321428571429,0.6776785714285715,0.4161184210526317,168,"tags=67%, list=20%, signal=54%",CD2/MEF2C,ImmuneGO_BTM_general
Influenza/LA (D7),MACROPHAGE,MACROPHAGE...1276,MACROPHAGE,3,-0.4712066270359589,-0.8920163693567662,0.6137184115523465,0.7013924703455389,0.43067958705427833,101,"tags=67%, list=12%, signal=59%",JMJD6/CSF1,ImmuneGO_BTM_general
Influenza/LA (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1277,ADAPTIVE IMMUNE SYSTEM,62,-0.1884220781175997,-0.87166076913247,0.6816143497757847,0.7435792906644924,0.45658377496942515,113,"tags=18%, list=13%, signal=17%",ICOS/BCL6/JMJD6/GPR18/FOSL2/GPR183/CD83/PDE4D/PDE4B/CXCR5/NR4A3,ImmuneGO_BTM_general
Influenza/LA (D7),T CELL,T CELL...1278,T CELL,46,-0.1608791411428304,-0.694074579748295,0.8944954128440367,0.8944954128440367,0.5492515692901979,113,"tags=28%, list=13%, signal=26%",PIK3CA/CD28/PIK3R1/PTGER4/RHOH/ICOS/BCL6/JMJD6/FOSL2/GPR183/CD83/PDE4D/PDE4B,ImmuneGO_BTM_general
Influenza/LA (D7),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...1279,CELLULAR ADAPTIVE IMMUNE SYSTEM,49,-0.15743606675671176,-0.6904073594884732,0.8936170212765957,0.8944954128440367,0.5492515692901979,136,"tags=20%, list=16%, signal=18%",RHOH/C5AR1/ICOS/BCL6/JMJD6/FOSL2/GPR183/CD83/PDE4D/PDE4B,ImmuneGO_BTM_general
Pneumococcus/PS (D7),MONOCYTE,MONOCYTE...1280,MONOCYTE,5,-0.8603351955307262,-2.177950860455035,2.6413959038166384e-4,0.004754512626869949,0.004448666785375391,31,"tags=100%, list=17%, signal=85%",TYROBP/ITGAM/F13A1/VNN1,ImmuneGO_BTM_general
Pneumococcus/PS (D7),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...1281,ADAPTIVE IMMUNE SYSTEM,18,0.5973818784940673,1.4357784194601042,0.027806385169927908,0.25025746652935116,0.2341590330099192,35,"tags=44%, list=19%, signal=40%",TNFRSF17/CD38/CCNB2/TNFRSF13B/ITM2C/DENND5B/FAM30A/POU2AF1,ImmuneGO_BTM_general
Pneumococcus/PS (D7),B CELL,B CELL...1282,B CELL,14,0.5947437339391612,1.3788551920614176,0.07150368033648791,0.3217665615141956,0.3010681277325806,35,"tags=50%, list=19%, signal=44%",TNFRSF17/CD38/TNFRSF13B/ITM2C/DENND5B/FAM30A/POU2AF1,ImmuneGO_BTM_general
Pneumococcus/PS (D7),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...1283,HUMORAL ADAPTIVE IMMUNE SYSTEM,14,0.5947437339391612,1.3788551920614176,0.07150368033648791,0.3217665615141956,0.3010681277325806,35,"tags=50%, list=19%, signal=44%",TNFRSF17/CD38/TNFRSF13B/ITM2C/DENND5B/FAM30A/POU2AF1,ImmuneGO_BTM_general
Pneumococcus/PS (D7),NK CELL,NK CELL...1284,NK CELL,1,-0.9508196721311475,-1.269476302335222,0.0945179584120983,0.3402646502835539,0.31837628096706794,11,"tags=100%, list=6%, signal=95%",,ImmuneGO_BTM_general
Pneumococcus/PS (D7),DENDRITIC CELL,DENDRITIC CELL...1285,DENDRITIC CELL,3,0.7717934306587573,1.2849977079034982,0.11499272197962154,0.34497816593886466,0.3227865880129728,5,"tags=33%, list=3%, signal=33%",CD38,ImmuneGO_BTM_general
Pneumococcus/PS (D7),IMMUNE SYSTEM,IMMUNE SYSTEM...1286,IMMUNE SYSTEM,1,-0.8633879781420765,-1.1527428492469258,0.27599243856332706,0.5671077504725898,0.5306271349451132,27,"tags=100%, list=15%, signal=86%",,ImmuneGO_BTM_general
