"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue","log_q"
"148","BNT (V2, D1)","BNT-MO (V3, D1)",22,169,229,194,325,"SNORA23, SNORD3B-2, IL36A, ITGB4, RBFOX3, ORM1, LINC01331, NCKAP5, GALNT14, SNORA74A, SNORA74B, RN7SKP230, SNORD15B, RNA5-8SN5, SNORD3A, HTR3A, RNA5SP202, RNA5S9, RNU1-4, RNU5B-1, NEBL, SCARNA1",11.34,6.77,1.13134850952937e-93,1.30160301809075e-93,92.8855214530501
"149","BNT (V2, D1)","ChAd (V1, D3)",14,177,316,194,387,"SNORA49, CLDN10, ADAM33, COLEC12, HBG2, SPP1, IL36A, NCKAP5, OXGR1, SLC7A10, HTR3A, GABRB2, PHF24, GAS2L2",7.22,3.62,5.94284223560512e-121,8.02417795544571e-121,120.095599448356
"150","BNT (V2, D1)","ChAd (V1, D6)",0,191,9,194,11,"",0,0,8.50741451790294e-16,3.35520853024612e-16,15.4742804827317
"151","BNT (V2, D1)","ChAd (V1, D7)",1,190,59,194,77,"HBG2",0.52,1.3,4.75895562372366e-57,3.55882923600088e-57,56.4486928503333
"152","BNT (V2, D1)","ChAd (V2, D1)",74,117,182,194,275,"SNORA23, SNORA38B, SNORA49, SNORA54, SNORD67, SNORD89, SNORD9, HBG2, RNA5SP99, EEF1A1P19, ITGB4, MIR3609, MIR3648-1, RPS15AP17, TMEM132E, SNORA11, RNU2-6P, RNU4-2, RNU6-33P, RNU6-3P, RPL13AP7, RNA5-8SN2, RNA5SP141, RNA5SP145, RNA5SP149, RNA5SP199, RNA5SP215, RNA5SP225, RNA5SP298, RPL7AP31, EEF1A1P12, EEF1A1P16, EEF1A1P35, RNU2-64P, RPS3AP49, RNY1, FTH1P12, ENSG00000269028, SNORA74A, SNORA74B, SNORA79B, SDC2, RNVU1-28, RNA5SP444, RNU4ATAC, RN7SKP230, SNORA63D, SNORA73B, SNORD15B, RNA5-8SN5, SNORD3A, RNU5A-1, RNU6-1, RNU6-6P, RN7SKP71, SNORA5A, SNORD13, RNA5SP202, RNA5SP242, SNORA22C, RPS27P9, RNA5S9, RNU4-1, RNU5B-1, UBBP4, RNA5-8SN4, RPL7AP11, SNORD3C, SCARNA1, NPM1P39, RPS15AP38, KLHDC9, RPSAP4, RNU2-59P",38.14,26.91,5.76561787505726e-46,3.724330403705e-46,45.4289517975777
"153","BNT (V2, D1)","ChAd (V2, D3)",0,191,19,194,22,"",0,0,2.12537323641696e-27,1.08178433204513e-27,26.965859312925
"154","BNT (V2, D1)","ChAd (V2, D7)",0,191,5,194,14,"",0,0,4.36747367237955e-10,1.54677375223555e-10,9.81057320623692
"155","BNT (V2, D1)","ChAd-BNT (V2, D3)",7,184,269,194,333,"COLEC12, NCKAP5, GALNT14, SDC2, SLC7A10, PHF24, RAET1K",3.61,2.1,1.53500391538191e-121,2.11669954990698e-121,120.674340782546
"156","BNT (V2, D1)","ChAd-BNT (V2, D7)",5,186,486,194,671,"HBG2, SPP1, HSPB3, SDC2, PHF24",2.58,0.75,8.11458258082243e-163,1.77273990217697e-162,161.75135497976
"157","BNT (V2, D1)","ChAd-BNT (V3, D1)",30,161,143,194,239,"SNORA23, SNORA49, SNORD67, SNORD89, SNORD9, HBG2, MIR3609, SNORA11, RNU4-2, RNU6-33P, RNU6-3P, RNA5-8SN2, RNU2-64P, RNY1, SNORA74A, SNORA74B, SNORA79B, RN7SKP230, SNORD15B, RNU5A-1, RNU6-1, SNORA5A, RNA5SP202, SNORA22C, RNA5S9, RNU4-1, RNU5B-1, UBBP4, SCARNA1, RNU2-59P",15.46,12.55,7.65103709104417e-65,6.2243104945299e-65,64.2059087510605
