genes,infection_vaccination,n_conditions,comparison
PROM2,Infection,1,Infection only
PROSER2,Infection,1,Infection only
PRPF19,Infection,1,Infection only
PRPF39,Infection,1,Infection only
PRPF6,Infection,1,Infection only
PRPH2,Infection,1,Infection only
PRR19,Infection,1,Infection only
PRR3,Infection,1,Infection only
PRRC1,Infection,1,Infection only
PRRG2,Infection,1,Infection only
PRRT2,Infection,1,Infection only
PRSS21,Infection,1,Infection only
PRSS27,Infection,1,Infection only
PRSS41,Infection,1,Infection only
PSD,Infection,1,Infection only
PSD3,Infection,1,Infection only
PSENEN,Infection,1,Infection only
PSMA4,Infection,1,Infection only
PSMB5,Infection,1,Infection only
PSMC4,Infection,1,Infection only
PSMD10,Infection,1,Infection only
PSMD4,Infection,1,Infection only
PSME2,Infection,1,Infection only
PSMG2,Infection,1,Infection only
PSMG3-AS1,Infection,1,Infection only
PSPH,Infection,1,Infection only
PSTPIP1,Infection,1,Infection only
PTBP3,Infection,1,Infection only
PTCRA,Infection,1,Infection only
PTDSS2,Infection,1,Infection only
PTENP1,Infection,1,Infection only
PTGES,Infection,1,Infection only
PTGES2,Infection,1,Infection only
PTGIS,Infection,1,Infection only
PTK2B,Infection,1,Infection only
PTOV1,Infection,1,Infection only
PTPN12,Infection,1,Infection only
PTPRG-AS1,Infection,1,Infection only
PTPRN,Infection,1,Infection only
PUF60,Infection,1,Infection only
PUS1,Infection,1,Infection only
PUS7,Infection,1,Infection only
PVRIG,Infection,1,Infection only
PVRL2,Infection,1,Infection only
PVRL4,Infection,1,Infection only
PXDC1,Infection,1,Infection only
PXN,Infection,1,Infection only
PXN-AS1,Infection,1,Infection only
PYCR2,Infection,1,Infection only
QPRT,Infection,1,Infection only
QTRT1,Infection,1,Infection only
R3HCC1,Infection,1,Infection only
RAB11B,Infection,1,Infection only
RAB23,Infection,1,Infection only
RAB27B,Infection,1,Infection only
RAB33A,Infection,1,Infection only
RAB34,Infection,1,Infection only
RAB36,Infection,1,Infection only
RAB3C,Infection,1,Infection only
RAB3IP,Infection,1,Infection only
RAB40B,Infection,1,Infection only
RAB6B,Infection,1,Infection only
RAB6C,Infection,1,Infection only
RABEP2,Infection,1,Infection only
RABGGTA,Infection,1,Infection only
RABL2B,Infection,1,Infection only
RAD21-AS1,Infection,1,Infection only
RAD54B,Infection,1,Infection only
RAE1,Infection,1,Infection only
RANBP6,Infection,1,Infection only
RANGRF,Infection,1,Infection only
RARRES3,Infection,1,Infection only
RASA4,Infection,1,Infection only
RASA4CP,Infection,1,Infection only
RASGEF1B,Infection,1,Infection only
RASGRF1,Infection,1,Infection only
RASGRF2-AS1,Infection,1,Infection only
RASSF2,Infection,1,Infection only
RASSF5,Infection,1,Infection only
RBFA,Infection,1,Infection only
RBL1,Infection,1,Infection only
RBM15B,Infection,1,Infection only
RBM23,Infection,1,Infection only
RBM41,Infection,1,Infection only
RBMXL1,Infection,1,Infection only
RBP5,Infection,1,Infection only
RCAN2,Infection,1,Infection only
RCAN3AS,Infection,1,Infection only
RCCD1,Infection,1,Infection only
RCN2,Infection,1,Infection only
RDH16,Infection,1,Infection only
RECQL4,Infection,1,Infection only
RERE,Infection,1,Infection only
RFESD,Infection,1,Infection only
RFX3-AS1,Infection,1,Infection only
RFX8,Infection,1,Infection only
RFXAP,Infection,1,Infection only
RGL4,Infection,1,Infection only
RGPD3,Infection,1,Infection only
RGS14,Infection,1,Infection only
RHBDF1,Infection,1,Infection only
RHBDL3,Infection,1,Infection only
RHOB,Infection,1,Infection only
RHOC,Infection,1,Infection only
RHOF,Infection,1,Infection only
RHOH,Infection,1,Infection only
RHOV,Infection,1,Infection only
RHPN2,Infection,1,Infection only
RIMBP2,Infection,1,Infection only
RIMKLB,Infection,1,Infection only
RIOK2,Infection,1,Infection only
RLIM,Infection,1,Infection only
RLN2,Infection,1,Infection only
RMDN2,Infection,1,Infection only
RMDN3,Infection,1,Infection only
RMRP,Infection,1,Infection only
RNASEH1-AS1,Infection,1,Infection only
RNASEH2B-AS1,Infection,1,Infection only
RNASEL,Infection,1,Infection only
RNASET2,Infection,1,Infection only
RND2,Infection,1,Infection only
RNF103-CHMP3,Infection,1,Infection only
RNF139,Infection,1,Infection only
RNF152,Infection,1,Infection only
RNF166,Infection,1,Infection only
RNF169,Infection,1,Infection only
RNF187,Infection,1,Infection only
RNF216-IT1,Infection,1,Infection only
RNF217-AS1,Infection,1,Infection only
RNF222,Infection,1,Infection only
RNFT1,Infection,1,Infection only
RNMTL1,Infection,1,Infection only
RNPEPL1,Infection,1,Infection only
RNU86,Infection,1,Infection only
RNVU1-19,Infection,1,Infection only
RPA2,Infection,1,Infection only
RPA4,Infection,1,Infection only
RPAIN,Infection,1,Infection only
RPGRIP1,Infection,1,Infection only
RPL13AP6,Infection,1,Infection only
RPL13P5,Infection,1,Infection only
RPL18A,Infection,1,Infection only
RPL19P12,Infection,1,Infection only
RPL23,Infection,1,Infection only
RPL23AP64,Infection,1,Infection only
RPL23P8,Infection,1,Infection only
RPL24,Infection,1,Infection only
RPL26,Infection,1,Infection only
RPL27A,Infection,1,Infection only
RPL28,Infection,1,Infection only
RPL29,Infection,1,Infection only
RPL32,Infection,1,Infection only
RPL35A,Infection,1,Infection only
RPL6,Infection,1,Infection only
RPL7A,Infection,1,Infection only
RPLP1,Infection,1,Infection only
RPP25L,Infection,1,Infection only
RPP30,Infection,1,Infection only
RPS18P9,Infection,1,Infection only
RPS27L,Infection,1,Infection only
RPS29,Infection,1,Infection only
RPS4X,Infection,1,Infection only
RPS6KA1,Infection,1,Infection only
RPS6KA5,Infection,1,Infection only
RPSA,Infection,1,Infection only
RPSAP58,Infection,1,Infection only
RPSAP9,Infection,1,Infection only
RPUSD2,Infection,1,Infection only
RRAS2,Infection,1,Infection only
RRBP1,Infection,1,Infection only
RRN3P2,Infection,1,Infection only
RS1,Infection,1,Infection only
RSAD1,Infection,1,Infection only
RSL24D1,Infection,1,Infection only
RSPH14,Infection,1,Infection only
RTCB,Infection,1,Infection only
RTN2,Infection,1,Infection only
RTP5,Infection,1,Infection only
RUNDC3A,Infection,1,Infection only
RUNX1-IT1,Infection,1,Infection only
RWDD2B,Infection,1,Infection only
RXRA,Infection,1,Infection only
RYR2,Infection,1,Infection only
S100A5,Infection,1,Infection only
S1PR3,Infection,1,Infection only
SAAL1,Infection,1,Infection only
SALL4,Infection,1,Infection only
SART3,Infection,1,Infection only
SASH1,Infection,1,Infection only
SAT2,Infection,1,Infection only
SAV1,Infection,1,Infection only
SC5D,Infection,1,Infection only
SCAF1,Infection,1,Infection only
SCAI,Infection,1,Infection only
SCAMP2,Infection,1,Infection only
SCARB1,Infection,1,Infection only
SCARNA20,Infection,1,Infection only
SCARNA5,Infection,1,Infection only
SCGB3A2,Infection,1,Infection only
SCML2,Infection,1,Infection only
SCML4,Infection,1,Infection only
SCN8A,Infection,1,Infection only
SCOC,Infection,1,Infection only
SCRT2,Infection,1,Infection only
SCUBE1,Infection,1,Infection only
SCUBE3,Infection,1,Infection only
SCYL1,Infection,1,Infection only
SDCBP,Infection,1,Infection only
SDF4,Infection,1,Infection only
SDHA,Infection,1,Infection only
SDHB,Infection,1,Infection only
SDHC,Infection,1,Infection only
SDS,Infection,1,Infection only
SEC16B,Infection,1,Infection only
SEC24A,Infection,1,Infection only
SEC31B,Infection,1,Infection only
SEC61A2,Infection,1,Infection only
SEC61B,Infection,1,Infection only
SEH1L,Infection,1,Infection only
SEMA3D,Infection,1,Infection only
SEMA3F,Infection,1,Infection only
SEMA6B,Infection,1,Infection only
SEMG1,Infection,1,Infection only
SEPT5-GP1BB,Infection,1,Infection only
SEPT6,Infection,1,Infection only
SERGEF,Infection,1,Infection only
SERINC3,Infection,1,Infection only
SERINC4,Infection,1,Infection only
SERP1,Infection,1,Infection only
SERPINA12,Infection,1,Infection only
SERPINB2,Infection,1,Infection only
SERPINB9P1,Infection,1,Infection only
SERPINE2,Infection,1,Infection only
SETD6,Infection,1,Infection only
SETD8,Infection,1,Infection only
SETD9,Infection,1,Infection only
SETSIP,Infection,1,Infection only
SF3B5,Infection,1,Infection only
SFMBT2,Infection,1,Infection only
SFN,Infection,1,Infection only
SFR1,Infection,1,Infection only
SFRP4,Infection,1,Infection only
SFSWAP,Infection,1,Infection only
SGCA,Infection,1,Infection only
SGK2,Infection,1,Infection only
SGK3,Infection,1,Infection only
SGSH,Infection,1,Infection only
SGTB,Infection,1,Infection only
SH2B1,Infection,1,Infection only
SH2B2,Infection,1,Infection only
SH3BGRL2,Infection,1,Infection only
SH3BP5-AS1,Infection,1,Infection only
SH3GL1P1,Infection,1,Infection only
SH3RF1,Infection,1,Infection only
SH3RF3-AS1,Infection,1,Infection only
SHANK1,Infection,1,Infection only
SHANK3,Infection,1,Infection only
SHC4,Infection,1,Infection only
SHOX2,Infection,1,Infection only
SHROOM1,Infection,1,Infection only
SHROOM2,Infection,1,Infection only
SIGLEC10,Infection,1,Infection only
SIK2,Infection,1,Infection only
SIRT6,Infection,1,Infection only
SKAP2,Infection,1,Infection only
SKP1,Infection,1,Infection only
SKP1P2,Infection,1,Infection only
SLA2,Infection,1,Infection only
SLAIN1,Infection,1,Infection only
SLC12A4,Infection,1,Infection only
SLC13A5,Infection,1,Infection only
SLC16A14,Infection,1,Infection only
SLC16A2,Infection,1,Infection only
SLC16A4,Infection,1,Infection only
SLC16A5,Infection,1,Infection only
SLC16A6,Infection,1,Infection only
SLC16A8,Infection,1,Infection only
SLC17A9,Infection,1,Infection only
SLC1A1,Infection,1,Infection only
SLC22A14,Infection,1,Infection only
SLC22A18AS,Infection,1,Infection only
SLC22A5,Infection,1,Infection only
SLC24A2,Infection,1,Infection only
SLC24A4,Infection,1,Infection only
SLC25A1,Infection,1,Infection only
SLC25A10,Infection,1,Infection only
SLC25A13,Infection,1,Infection only
SLC25A15,Infection,1,Infection only
SLC25A20,Infection,1,Infection only
SLC25A25,Infection,1,Infection only
SLC25A33,Infection,1,Infection only
SLC25A35,Infection,1,Infection only
SLC25A38,Infection,1,Infection only
SLC25A4,Infection,1,Infection only
SLC26A6,Infection,1,Infection only
SLC26A7,Infection,1,Infection only
SLC31A2,Infection,1,Infection only
SLC35B2,Infection,1,Infection only
SLC35B4,Infection,1,Infection only
SLC35D1,Infection,1,Infection only
SLC35E2B,Infection,1,Infection only
SLC35E4,Infection,1,Infection only
SLC35F2,Infection,1,Infection only
SLC36A3,Infection,1,Infection only
SLC37A4,Infection,1,Infection only
SLC38A2,Infection,1,Infection only
SLC38A5,Infection,1,Infection only
SLC38A7,Infection,1,Infection only
SLC39A1,Infection,1,Infection only
SLC39A10,Infection,1,Infection only
SLC3A1,Infection,1,Infection only
SLC47A1,Infection,1,Infection only
SLC4A2,Infection,1,Infection only
SLC52A1,Infection,1,Infection only
SLC5A2,Infection,1,Infection only
SLC6A13,Infection,1,Infection only
SLC6A16,Infection,1,Infection only
SLC6A8,Infection,1,Infection only
SLC7A5,Infection,1,Infection only
SLC7A5P2,Infection,1,Infection only
SLC7A6,Infection,1,Infection only
SLC7A7,Infection,1,Infection only
SLC9A7,Infection,1,Infection only
SLC9C2,Infection,1,Infection only
SLCO4C1,Infection,1,Infection only
SLIT1,Infection,1,Infection only
SLIT3,Infection,1,Infection only
SMA4,Infection,1,Infection only
SMAD1-AS2,Infection,1,Infection only
SMAD6,Infection,1,Infection only
SMARCA1,Infection,1,Infection only
SMARCA4,Infection,1,Infection only
SMG1P3,Infection,1,Infection only
SMG9,Infection,1,Infection only
SMIM10L2B,Infection,1,Infection only
SMIM11,Infection,1,Infection only
SMIM22,Infection,1,Infection only
SMIM24,Infection,1,Infection only
SMOC1,Infection,1,Infection only
SMPDL3B,Infection,1,Infection only
SMYD4,Infection,1,Infection only
SNAPC2,Infection,1,Infection only
SNAPC4,Infection,1,Infection only
SND1,Infection,1,Infection only
SNHG10,Infection,1,Infection only
SNHG7,Infection,1,Infection only
SNN,Infection,1,Infection only
SNORA1,Infection,1,Infection only
SNORA16B,Infection,1,Infection only
SNORA2B,Infection,1,Infection only
SNORA33,Infection,1,Infection only
SNORA37,Infection,1,Infection only
SNORA38,Infection,1,Infection only
SNORA4,Infection,1,Infection only
SNORA57,Infection,1,Infection only
SNORA5A,Infection,1,Infection only
SNORA62,Infection,1,Infection only
SNORA67,Infection,1,Infection only
SNORA70,Infection,1,Infection only
SNORA71A,Infection,1,Infection only
SNORA72,Infection,1,Infection only
SNORA73B,Infection,1,Infection only
SNORA76A,Infection,1,Infection only
SNORD100,Infection,1,Infection only
SNORD124,Infection,1,Infection only
SNORD17,Infection,1,Infection only
SNORD19,Infection,1,Infection only
SNORD19B,Infection,1,Infection only
SNORD22,Infection,1,Infection only
SNORD27,Infection,1,Infection only
SNORD35B,Infection,1,Infection only
SNORD36B,Infection,1,Infection only
SNORD38A,Infection,1,Infection only
SNORD43,Infection,1,Infection only
SNORD47,Infection,1,Infection only
SNORD4A,Infection,1,Infection only
SNORD4B,Infection,1,Infection only
SNORD52,Infection,1,Infection only
SNORD56,Infection,1,Infection only
SNORD56B,Infection,1,Infection only
SNORD59A,Infection,1,Infection only
SNORD7,Infection,1,Infection only
SNORD76,Infection,1,Infection only
SNORD88B,Infection,1,Infection only
SNORD97,Infection,1,Infection only
SNRK,Infection,1,Infection only
SNRPD2,Infection,1,Infection only
SNRPE,Infection,1,Infection only
SNTB1,Infection,1,Infection only
SNURF,Infection,1,Infection only
SNX11,Infection,1,Infection only
SNX24,Infection,1,Infection only
SNX6,Infection,1,Infection only
SOCS1,Infection,1,Infection only
SORL1,Infection,1,Infection only
SOX15,Infection,1,Infection only
SPA17,Infection,1,Infection only
SPAG16,Infection,1,Infection only
SPAG7,Infection,1,Infection only
SPARC,Infection,1,Infection only
SPATA21,Infection,1,Infection only
SPATA22,Infection,1,Infection only
SPATS2,Infection,1,Infection only
SPCS3,Infection,1,Infection only
SPDYC,Infection,1,Infection only
SPECC1,Infection,1,Infection only
SPG20-AS1,Infection,1,Infection only
SPIN2B,Infection,1,Infection only
SPIN4,Infection,1,Infection only
SPOCD1,Infection,1,Infection only
SPOCK3,Infection,1,Infection only
SPON1,Infection,1,Infection only
SPRY4,Infection,1,Infection only
SPRYD3,Infection,1,Infection only
SPTB,Infection,1,Infection only
SPTBN1,Infection,1,Infection only
SPTY2D1,Infection,1,Infection only
SPX,Infection,1,Infection only
SRCIN1,Infection,1,Infection only
SRD5A1,Infection,1,Infection only
SRD5A3,Infection,1,Infection only
SRI,Infection,1,Infection only
SRRM5,Infection,1,Infection only
SRSF9,Infection,1,Infection only
SRXN1,Infection,1,Infection only
SS18L2,Infection,1,Infection only
SSC4D,Infection,1,Infection only
SSNA1,Infection,1,Infection only
SSPO,Infection,1,Infection only
SSU72,Infection,1,Infection only
SSX2IP,Infection,1,Infection only
ST14,Infection,1,Infection only
ST3GAL2,Infection,1,Infection only
ST3GAL5-AS1,Infection,1,Infection only
ST6GALNAC4,Infection,1,Infection only
ST7-AS1,Infection,1,Infection only
ST8SIA6,Infection,1,Infection only
STAC,Infection,1,Infection only
STAG3,Infection,1,Infection only
STAG3L1,Infection,1,Infection only
STAM2,Infection,1,Infection only
STARD4,Infection,1,Infection only
STARD5,Infection,1,Infection only
STK11IP,Infection,1,Infection only
STK17A,Infection,1,Infection only
STK26,Infection,1,Infection only
STK38L,Infection,1,Infection only
STKLD1,Infection,1,Infection only
STOML1,Infection,1,Infection only
STON2,Infection,1,Infection only
STRA13,Infection,1,Infection only
STRAP,Infection,1,Infection only
STRIP1,Infection,1,Infection only
STRIP2,Infection,1,Infection only
STX16-NPEPL1,Infection,1,Infection only
STX18-AS1,Infection,1,Infection only
STX19,Infection,1,Infection only
STX1A,Infection,1,Infection only
STXBP6,Infection,1,Infection only
SUFU,Infection,1,Infection only
SUGT1P1,Infection,1,Infection only
SULT1A2,Infection,1,Infection only
SUN2,Infection,1,Infection only
SURF2,Infection,1,Infection only
SUV420H2,Infection,1,Infection only
SV2A,Infection,1,Infection only
SV2C,Infection,1,Infection only
SVEP1,Infection,1,Infection only
SVIL,Infection,1,Infection only
SYN3,Infection,1,Infection only
SYNE4,Infection,1,Infection only
SYNGR1,Infection,1,Infection only
SYNGR2,Infection,1,Infection only
SYNPO2,Infection,1,Infection only
SYT2,Infection,1,Infection only
SYTL3,Infection,1,Infection only
SYTL4,Infection,1,Infection only
SZRD1,Infection,1,Infection only
TAC3,Infection,1,Infection only
TACR2,Infection,1,Infection only
TADA2A,Infection,1,Infection only
TADA2B,Infection,1,Infection only
TAF4B,Infection,1,Infection only
TAF6,Infection,1,Infection only
TAF6L,Infection,1,Infection only
TAF9,Infection,1,Infection only
TAL1,Infection,1,Infection only
TANC1,Infection,1,Infection only
TANC2,Infection,1,Infection only
TANGO6,Infection,1,Infection only
TAPBP,Infection,1,Infection only
TAPBPL,Infection,1,Infection only
TARBP2,Infection,1,Infection only
TARS,Infection,1,Infection only
TARS2,Infection,1,Infection only
TARSL2,Infection,1,Infection only
TAS1R1,Infection,1,Infection only
TBC1D1,Infection,1,Infection only
TBC1D10A,Infection,1,Infection only
TBC1D12,Infection,1,Infection only
TBC1D14,Infection,1,Infection only
TBC1D15,Infection,1,Infection only
TBCC,Infection,1,Infection only
TBCD,Infection,1,Infection only
TBCK,Infection,1,Infection only
TBRG4,Infection,1,Infection only
TCAF1,Infection,1,Infection only
TCAF2,Infection,1,Infection only
TCEA2,Infection,1,Infection only
TCEA3,Infection,1,Infection only
TCEB2,Infection,1,Infection only
TCF7L1,Infection,1,Infection only
TCL1B,Infection,1,Infection only
TDP1,Infection,1,Infection only
TDRD3,Infection,1,Infection only
TDRKH,Infection,1,Infection only
TECR,Infection,1,Infection only
TEX2,Infection,1,Infection only
TEX21P,Infection,1,Infection only
TEX22,Infection,1,Infection only
TEX264,Infection,1,Infection only
TEX38,Infection,1,Infection only
TFAM,Infection,1,Infection only
TFCP2L1,Infection,1,Infection only
TFDP2,Infection,1,Infection only
TFG,Infection,1,Infection only
TGFB1I1,Infection,1,Infection only
TGIF2,Infection,1,Infection only
TGM1,Infection,1,Infection only
TGM2,Infection,1,Infection only
THAP10,Infection,1,Infection only
THAP2,Infection,1,Infection only
THAP3,Infection,1,Infection only
THAP9,Infection,1,Infection only
THBS3,Infection,1,Infection only
THBS4,Infection,1,Infection only
THOC1,Infection,1,Infection only
THOC3,Infection,1,Infection only
THOC5,Infection,1,Infection only
THRA,Infection,1,Infection only
THRA1/BTR,Infection,1,Infection only
THRAP3,Infection,1,Infection only
THRIL,Infection,1,Infection only
THTPA,Infection,1,Infection only
TIAF1,Infection,1,Infection only
TIE1,Infection,1,Infection only
TIGD3,Infection,1,Infection only
TIMM21,Infection,1,Infection only
TIMM9,Infection,1,Infection only
TINCR,Infection,1,Infection only
TLDC2,Infection,1,Infection only
TLE3,Infection,1,Infection only
TLK2,Infection,1,Infection only
TLL2,Infection,1,Infection only
TLR9,Infection,1,Infection only
TM2D3,Infection,1,Infection only
TMC2,Infection,1,Infection only
TMCC2,Infection,1,Infection only
TMED5,Infection,1,Infection only
TMEM101,Infection,1,Infection only
TMEM115,Infection,1,Infection only
TMEM120B,Infection,1,Infection only
TMEM129,Infection,1,Infection only
TMEM131,Infection,1,Infection only
TMEM143,Infection,1,Infection only
TMEM150A,Infection,1,Infection only
TMEM156,Infection,1,Infection only
TMEM160,Infection,1,Infection only
TMEM161B,Infection,1,Infection only
TMEM161B-AS1,Infection,1,Infection only
TMEM17,Infection,1,Infection only
TMEM173,Infection,1,Infection only
TMEM181,Infection,1,Infection only
TMEM182,Infection,1,Infection only
TMEM199,Infection,1,Infection only
TMEM2,Infection,1,Infection only
TMEM200A,Infection,1,Infection only
TMEM219,Infection,1,Infection only
TMEM222,Infection,1,Infection only
TMEM254,Infection,1,Infection only
TMEM256,Infection,1,Infection only
TMEM263,Infection,1,Infection only
TMEM30A,Infection,1,Infection only
TMEM37,Infection,1,Infection only
TMEM40,Infection,1,Infection only
TMEM50A,Infection,1,Infection only
TMEM51-AS1,Infection,1,Infection only
TMEM63A,Infection,1,Infection only
TMEM63C,Infection,1,Infection only
TMEM68,Infection,1,Infection only
TMEM8A,Infection,1,Infection only
TMIGD2,Infection,1,Infection only
TMLHE,Infection,1,Infection only
TMOD1,Infection,1,Infection only
TMOD2,Infection,1,Infection only
TMOD3,Infection,1,Infection only
TMPRSS11D,Infection,1,Infection only
TMPRSS13,Infection,1,Infection only
TMPRSS6,Infection,1,Infection only
TMSB10,Infection,1,Infection only
TMSB15B,Infection,1,Infection only
TMTC2,Infection,1,Infection only
TMTC3,Infection,1,Infection only
TMTC4,Infection,1,Infection only
TMUB2,Infection,1,Infection only
TMX4,Infection,1,Infection only
TNFRSF10A,Infection,1,Infection only
TNFRSF10D,Infection,1,Infection only
TNFRSF12A,Infection,1,Infection only
TNFRSF14,Infection,1,Infection only
TNFRSF19,Infection,1,Infection only
TNFRSF8,Infection,1,Infection only
TNFSF14,Infection,1,Infection only
TNNI2,Infection,1,Infection only
TNRC6C-AS1,Infection,1,Infection only
TOB1-AS1,Infection,1,Infection only
TOM1L2,Infection,1,Infection only
TOMM20,Infection,1,Infection only
TOMM20L,Infection,1,Infection only
TONSL,Infection,1,Infection only
TOP1,Infection,1,Infection only
TOP3B,Infection,1,Infection only
TP53BP2,Infection,1,Infection only
TP53INP2,Infection,1,Infection only
TP73-AS1,Infection,1,Infection only
TPM3,Infection,1,Infection only
TPMT,Infection,1,Infection only
TPO,Infection,1,Infection only
TPPP,Infection,1,Infection only
TPRA1,Infection,1,Infection only
TPTE2P6,Infection,1,Infection only
TRAF3IP1,Infection,1,Infection only
TRAF7,Infection,1,Infection only
TRAPPC3L,Infection,1,Infection only
TRAPPC8,Infection,1,Infection only
TREM2,Infection,1,Infection only
TREML3P,Infection,1,Infection only
TRG-AS1,Infection,1,Infection only
TRIB2,Infection,1,Infection only
TRIM10,Infection,1,Infection only
TRIM11,Infection,1,Infection only
TRIM16,Infection,1,Infection only
TRIM3,Infection,1,Infection only
TRIM33,Infection,1,Infection only
TRIM35,Infection,1,Infection only
TRIM52-AS1,Infection,1,Infection only
TRIM9,Infection,1,Infection only
TRIP11,Infection,1,Infection only
TRMT61B,Infection,1,Infection only
TRPA1,Infection,1,Infection only
TRPC6,Infection,1,Infection only
TRPV2,Infection,1,Infection only
TRPV3,Infection,1,Infection only
TRPV6,Infection,1,Infection only
TRUB1,Infection,1,Infection only
TRY2P,Infection,1,Infection only
TSC2,Infection,1,Infection only
TSHB,Infection,1,Infection only
TSPAN15,Infection,1,Infection only
TSPAN17,Infection,1,Infection only
TSPAN2,Infection,1,Infection only
TSPAN7,Infection,1,Infection only
TSPYL4,Infection,1,Infection only
TSR1,Infection,1,Infection only
TSSC4,Infection,1,Infection only
TSTD2,Infection,1,Infection only
TTC21A,Infection,1,Infection only
TTC3,Infection,1,Infection only
TTC9,Infection,1,Infection only
TTLL2,Infection,1,Infection only
TTN,Infection,1,Infection only
TTN-AS1,Infection,1,Infection only
TTYH1,Infection,1,Infection only
TUBA1A,Infection,1,Infection only
TUBA1C,Infection,1,Infection only
TUBA4B,Infection,1,Infection only
TUBB1,Infection,1,Infection only
TUBB6,Infection,1,Infection only
TUBGCP5,Infection,1,Infection only
TUT1,Infection,1,Infection only
TWF1,Infection,1,Infection only
TWF2,Infection,1,Infection only
TWSG1,Infection,1,Infection only
TXLNG,Infection,1,Infection only
TXN2,Infection,1,Infection only
TXNDC11,Infection,1,Infection only
TXNDC12,Infection,1,Infection only
TXNDC17,Infection,1,Infection only
TXNL4B,Infection,1,Infection only
TXNRD2,Infection,1,Infection only
TYROBP,Infection,1,Infection only
UBA6-AS1,Infection,1,Infection only
UBAP2L,Infection,1,Infection only
UBE2H,Infection,1,Infection only
UBE2MP1,Infection,1,Infection only
UBE2Q2P2,Infection,1,Infection only
UBE2T,Infection,1,Infection only
UBE2V2,Infection,1,Infection only
UBN1,Infection,1,Infection only
UBQLN1,Infection,1,Infection only
UBTD1,Infection,1,Infection only
UBTF,Infection,1,Infection only
UBXN1,Infection,1,Infection only
UBXN10,Infection,1,Infection only
UCKL1-AS1,Infection,1,Infection only
UFL1,Infection,1,Infection only
UFSP1,Infection,1,Infection only
UGT2B28,Infection,1,Infection only
UGT3A2,Infection,1,Infection only
ULBP2,Infection,1,Infection only
ULK3,Infection,1,Infection only
UMODL1,Infection,1,Infection only
UNC119,Infection,1,Infection only
UPK3B,Infection,1,Infection only
UQCR10,Infection,1,Infection only
URB1-AS1,Infection,1,Infection only
URI1,Infection,1,Infection only
USP12-AS1,Infection,1,Infection only
USP25,Infection,1,Infection only
USP28,Infection,1,Infection only
USP32P1,Infection,1,Infection only
USP44,Infection,1,Infection only
USPL1,Infection,1,Infection only
VARS2,Infection,1,Infection only
VASH1,Infection,1,Infection only
VEZT,Infection,1,Infection only
VGLL4,Infection,1,Infection only
VIL1,Infection,1,Infection only
VILL,Infection,1,Infection only
VIP,Infection,1,Infection only
VIPR1,Infection,1,Infection only
VN1R1,Infection,1,Infection only
VPS18,Infection,1,Infection only
VPS28,Infection,1,Infection only
VRK2,Infection,1,Infection only
VSIG2,Infection,1,Infection only
VSTM4,Infection,1,Infection only
VTI1A,Infection,1,Infection only
VTI1B,Infection,1,Infection only
VWCE,Infection,1,Infection only
VWF,Infection,1,Infection only
WASF3,Infection,1,Infection only
WASH2P,Infection,1,Infection only
WASH3P,Infection,1,Infection only
WASH5P,Infection,1,Infection only
WDR11-AS1,Infection,1,Infection only
WDR18,Infection,1,Infection only
WDR27,Infection,1,Infection only
WDR34,Infection,1,Infection only
WDR41,Infection,1,Infection only
WDR43,Infection,1,Infection only
WDR48,Infection,1,Infection only
WDR5B,Infection,1,Infection only
WDR86,Infection,1,Infection only
WDR88,Infection,1,Infection only
WDSUB1,Infection,1,Infection only
WEE1,Infection,1,Infection only
WFDC21P,Infection,1,Infection only
WFS1,Infection,1,Infection only
WHAMM,Infection,1,Infection only
WIPF3,Infection,1,Infection only
WIPI1,Infection,1,Infection only
WLS,Infection,1,Infection only
WNT5B,Infection,1,Infection only
WWC3,Infection,1,Infection only
WWP1,Infection,1,Infection only
XK,Infection,1,Infection only
XPO4,Infection,1,Infection only
XRCC4,Infection,1,Infection only
XRRA1,Infection,1,Infection only
XYLB,Infection,1,Infection only
YAF2,Infection,1,Infection only
YARS2,Infection,1,Infection only
YEATS4,Infection,1,Infection only
YIPF4,Infection,1,Infection only
YKT6,Infection,1,Infection only
YPEL1,Infection,1,Infection only
YTHDF3,Infection,1,Infection only
YWHAZ,Infection,1,Infection only
ZBTB11,Infection,1,Infection only
ZBTB14,Infection,1,Infection only
ZBTB18,Infection,1,Infection only
ZBTB3,Infection,1,Infection only
ZBTB39,Infection,1,Infection only
ZBTB47,Infection,1,Infection only
ZBTB5,Infection,1,Infection only
ZBTB8OS,Infection,1,Infection only
ZC3H3,Infection,1,Infection only
ZDHHC11,Infection,1,Infection only
ZDHHC18,Infection,1,Infection only
ZDHHC24,Infection,1,Infection only
ZFC3H1,Infection,1,Infection only
ZFP3,Infection,1,Infection only
ZFP36,Infection,1,Infection only
ZFP69,Infection,1,Infection only
ZFP69B,Infection,1,Infection only
ZFP90,Infection,1,Infection only
ZFP92,Infection,1,Infection only
ZHX1-C8orf76,Infection,1,Infection only
ZHX3,Infection,1,Infection only
ZKSCAN2,Infection,1,Infection only
ZKSCAN3,Infection,1,Infection only
ZKSCAN8,Infection,1,Infection only
ZMAT5,Infection,1,Infection only
ZMIZ1,Infection,1,Infection only
ZMYM1,Infection,1,Infection only
ZNF100,Infection,1,Infection only
ZNF107,Infection,1,Infection only
ZNF117,Infection,1,Infection only
ZNF124,Infection,1,Infection only
ZNF136,Infection,1,Infection only
