"","BBIBP (V3 D14)","BBIBP (V3 D28)","BNT (V1 D6)","BNT (V2 D1)","BNT (V3 D1)","BNT-I (D1)","BNT-I (D10 mild)","BNT-I (D10 severe)","BNT-I (D26 mild)","BNT-I (D26 severe)","BNT-I (D3)","BNT-I (D4)","BNT-I-BNT (D51 mild)","BNT-I-BNT (D51 severe)","BNT-MO (V3 D1)","ChAd (V1 D3)","ChAd (V1 D6)","ChAd (V1 D7)","ChAd (V2 D1)","ChAd (V2 D3)","ChAd (V2 D7)","ChAd-BNT (V2 D3)","ChAd-BNT (V2 D7)","ChAd-BNT (V3 D1)","I (D10 moderate)","I (D10 severe)","I (D26 moderate)","I (D26 severe)","I (D51 moderate)","I (D51 severe)","I-I (D1)","ZF2001 (V3 D07)","ZF2001 (V3 D14)","ZF2001 (V3 D28)"
"KLRC2",NA,NA,NA,NA,NA,NA,"-3.77428137100772","-1.71046067178179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.93104385287762",NA,"-1.75010442079111",NA,NA,NA,NA,NA,NA,NA
"KLRC3",NA,NA,NA,NA,NA,NA,"-4.26450386464952","-1.31233995067848","-3.0394098985088",NA,NA,NA,NA,NA,"-1.00395832928534",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.48038564176452",NA,"-2.48462812538211","-1.8925304116103",NA,NA,NA,NA,NA,NA
"KLRF2",NA,NA,NA,NA,NA,NA,NA,"-3.6782871834251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLRK1",NA,NA,NA,NA,NA,NA,"-4.32263308881193","-1.38047231638976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.35303089135103",NA,"-1.42929869643507",NA,NA,NA,NA,NA,NA,NA
"KMT2A",NA,NA,NA,NA,NA,NA,"-1.50922848092176","-1.14104605363085","-1.04829944559046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.29015509162077",NA,NA,NA,NA,NA,NA,NA
"LAX1",NA,NA,NA,NA,NA,"-1.28560666784407","-2.80110702270904","-1.01482611941191","-1.9642083568842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.10381395119507",NA,NA,NA,NA,NA,NA,NA
"LCN2",NA,NA,NA,NA,"1.11708477905364",NA,"3.64480100740497","4.50188345238783","4.21066173682726","2.24330520046364",NA,NA,"3.87049028457205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.98582233154446","3.11141674724846","4.18481696881157","4.59500439589798",NA,"3.39085733411267",NA,NA,NA,NA
"LCP1",NA,NA,NA,NA,NA,NA,NA,NA,"1.11595824533308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.18913174984245",NA,NA,NA,NA,NA,NA,NA,NA
"LFNG",NA,NA,NA,NA,NA,NA,"-1.23338388309041","-1.73353872955158",NA,"-1.12774242619196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.48016172648965","-1.54787540441544",NA,"-2.42995900213901",NA,NA,NA,NA,NA,NA
"LGALS3",NA,NA,NA,NA,NA,NA,"1.84463898490242",NA,"1.5041147967896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07116385279199",NA,NA,NA,NA
"LGALS9",NA,NA,NA,NA,NA,NA,"1.64264289909082",NA,NA,NA,NA,NA,NA,NA,NA,"1.12665930224317",NA,NA,"1.03047231827323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LILRA3",NA,NA,NA,NA,NA,NA,NA,NA,"1.95653691520964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LILRA4",NA,NA,NA,NA,NA,NA,"-5.76561648559365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.46989431588162",NA,"-2.51991376862926",NA,NA,NA,NA,NA,NA,NA
"LILRA5",NA,NA,NA,NA,NA,NA,"1.92613422326604","1.01332271633542","1.94117524169556",NA,"1.5293081320602",NA,NA,NA,"1.01037291528952","1.12421139373642",NA,NA,NA,NA,NA,NA,NA,NA,"1.05105734354981","1.53053353516006","1.09335218890935",NA,NA,NA,NA,NA,NA,NA
"LILRA6",NA,NA,NA,NA,NA,NA,"2.35753367047209","2.14937045010331","2.05844299767108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.81394260832089","1.88255667577659","1.33509036498791","1.39664629753641",NA,NA,NA,NA,NA,NA
"LILRB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.09146490217001",NA,NA,NA,NA,NA,NA,NA,"1.11995600176079",NA,"-1.3429803700762",NA,"-1.6816678393065",NA,NA,NA,NA,NA,NA
"LILRB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.34800401156397",NA,NA,NA,NA,NA,NA,NA,"1.61488161282666","1.06950806192214",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIMK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.03513675465617",NA,NA,NA,NA
"LMO4",NA,NA,NA,NA,NA,NA,"1.65113786171971","1.1218542284368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11605654820382",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LRP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.81116605012654",NA,"-2.51859734526263",NA,NA,NA,NA,NA,NA
"LRRC8A",NA,NA,NA,NA,NA,NA,NA,"-1.1601776216186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47853689875531",NA,NA,"-1.59274449478455",NA,NA,NA,NA,NA,NA
"LY86",NA,NA,NA,NA,NA,NA,"1.09257142688358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.17376036188629",NA,"1.00797989736752",NA,NA,NA,NA,NA,NA,NA
"LYL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.66267710130614",NA,"1.3835475907055",NA,NA,NA,NA,NA,"-1.36494384514737",NA,NA,NA,NA,NA,NA
"MAP2K6",NA,NA,NA,NA,NA,NA,"2.39208884626038","2.33360895290792","1.68796954832227",NA,"1.33404207172272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.16284105510612","2.18079750051473","1.36442201171375","1.35266524737733",NA,"1.38374004266017",NA,NA,NA,NA
"MAP3K8",NA,NA,NA,NA,NA,NA,NA,"1.43119279046641",NA,"1.10707632449664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.53452952745592",NA,"1.3215091120991",NA,"1.15943023762266",NA,"-1.00877173556806",NA,NA
"MAPK3",NA,NA,NA,NA,NA,NA,"1.37509911902624","1.07201583018151","1.41666435631505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11686516384895",NA,NA,NA,NA,NA,NA,NA,NA
"MAPKAPK2",NA,NA,NA,NA,NA,"1.08090808531599",NA,NA,"1.46434168354421","1.2554545493992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.72849517801901",NA,NA,NA,"2.31760687872548",NA,NA,NA,NA
"MAPT",NA,NA,NA,NA,NA,NA,"-2.61016838665259","-1.17708612108951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MASP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7514536288036",NA,NA
"MCOLN2",NA,NA,NA,NA,NA,NA,"-2.34096627345802","-1.46855878194102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.15835175311326",NA,NA,NA,"1.43176841359857",NA,NA,NA,NA,NA,NA,NA,NA,"-1.2862496408525",NA,NA,NA,NA,NA,NA
"MEN1",NA,NA,NA,NA,NA,NA,"-1.39144160762484",NA,"-1.05556635889346",NA,NA,NA,"-1.09687727028924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.19633239495763",NA,"-1.6658611851951",NA,NA,NA,NA,NA,NA
"MERTK",NA,NA,NA,NA,NA,NA,"2.2160187202583","1.44610944803364","1.94618959753992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.57932886557862","1.16783536857795","1.50485418339628",NA,NA,NA,NA,NA,NA,NA
"MFSD6",NA,NA,NA,NA,NA,NA,"-1.54545728827097","-1.19865658475922","-1.20933118259577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.23345981999757",NA,NA,NA,NA,NA,NA,NA,NA
"MILR1",NA,NA,NA,NA,NA,NA,"2.08506876114749",NA,"1.82324684927814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.29019889140312",NA,"1.13090444066355",NA,NA,NA,NA,NA,NA,NA
"MMP2",NA,NA,NA,NA,NA,NA,NA,"3.11353767606426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MPL",NA,NA,NA,NA,NA,"1.16018456419462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.06399504642187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.12589427144413",NA,NA,NA,NA,NA,NA,NA,"1.98248023800944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MS4A1",NA,NA,NA,NA,NA,NA,"-3.33306336821474",NA,"-3.65318453636555",NA,NA,NA,"-3.37529980938658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.0616360302815",NA,NA,NA
"MSH2",NA,NA,NA,NA,NA,"-1.10985490368152","-1.73687494876613",NA,"-1.68170511463037",NA,NA,NA,"-1.575509909347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT1G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.01101515434921",NA,NA,NA,NA,NA,NA,NA,NA,"3.76532123935256","3.93894735740655",NA,NA,NA,NA,NA,NA,NA,NA
"MX1",NA,NA,NA,"2.17980246049381","2.03059147530972",NA,"3.31440414237753","3.2655228582362",NA,NA,NA,NA,NA,NA,"2.11003564948329","1.51572131846894",NA,NA,"3.09988578738846",NA,NA,"2.29854513822478",NA,"3.20408361781488","2.6497194338032",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX2",NA,NA,NA,NA,NA,NA,"1.75797487274674","1.13921765353308",NA,NA,NA,NA,NA,NA,"1.03403107771077","1.0661485874433",NA,NA,"1.56315372994655",NA,NA,"1.91086472705482",NA,"1.41959964984222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.59478041260589",NA,NA,NA,NA,NA,NA,NA
"MYO1G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.34399418299914",NA,NA,NA,NA,NA,NA
"NCAPH2",NA,NA,NA,NA,NA,NA,"1.81282707103299","1.15583029434924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07144477142833",NA,NA,"1.05846540631319",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.07008949065915",NA,NA,"1.06326342756028",NA,NA,NA,NA,NA,NA,NA,"1.57400752478458",NA,NA,NA,NA
"NCF2",NA,NA,NA,NA,NA,NA,"1.36287233036598","1.06146524224838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.14654081008997",NA,NA,NA,NA,NA,NA,NA,NA
"NCR3LG1",NA,NA,NA,NA,NA,NA,NA,"-1.3908541994239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEDD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.53874402830249",NA,NA
"NFAM1",NA,NA,NA,NA,NA,"1.07369189081423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFKB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.30034142735271",NA,NA,NA,NA
"NFKBIA",NA,NA,NA,NA,NA,"3.02825690999282","2.82900495818776","2.46066162669326","4.09140990074616","2.73057884641267","2.0735465562827",NA,NA,NA,"1.11614865602437",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.51018135474427","3.47849354109191","1.83021928314678","3.76344643282852",NA,"4.04031728860924",NA,"-2.3557115237564","-1.53792217460955","-1.48903390344708"
"NFKBID",NA,NA,NA,NA,NA,"1.04615860664704",NA,NA,NA,NA,"1.00939718639959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.03591568898493",NA,NA,NA,NA
"NKX2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.69231243490182",NA,NA
"NLRC3",NA,NA,NA,NA,NA,NA,"-2.60306598757797","-1.73115403873178","-1.36651224581382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.28881201526199",NA,"-1.17530857831414","-1.19197424916279",NA,NA,NA,NA,NA,NA
"NLRC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.43589926050066",NA,NA,NA,NA,NA,"1.43971182528204",NA,NA,NA,NA
"NLRP6",NA,NA,NA,NA,NA,NA,NA,"1.04859247834516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.24573208303941",NA,NA,NA,NA,NA,NA,NA,NA
"NLRP9","2.68695654972341",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11667773039146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.58646701777641",NA,"1.39632122001935",NA,NA,NA,NA,NA,NA
"NOS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.90361377692101",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRARP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.37756779052528",NA,NA
"OAS2",NA,NA,NA,"1.79052339702357","1.73103567830445",NA,"3.16381863423058","2.93014711126848",NA,NA,NA,NA,NA,NA,"1.87408807029322","1.50033712148213",NA,NA,"2.28588268750929",NA,NA,"2.1847263267472",NA,"2.03803718299905","2.72199848230881",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTUD7B",NA,NA,NA,NA,NA,NA,"-1.93087479883751","-1.23878779857443","-1.43134085083457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARP1",NA,NA,NA,NA,NA,NA,"-1.07658182733472",NA,NA,NA,NA,NA,"-1.21693481173056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.18007328358532",NA,NA,NA,NA,NA,NA,NA,NA
"PARP9",NA,NA,NA,"1.59998224915784","1.58642563456096",NA,"2.78331005681223","2.50373304861375",NA,NA,NA,NA,NA,NA,"1.80963800939581","1.39257557903762",NA,NA,"1.82175108655734",NA,NA,"1.94314189578221",NA,"2.22490559023734","2.00331196126901","1.2738537723723",NA,"1.38575785779723",NA,"1.66901021436531",NA,NA,NA,NA
"PAX5",NA,NA,NA,NA,NA,NA,"-4.35417491381635",NA,"-4.32977744869784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.98303241300276",NA,NA,NA
"PBX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.16763254302436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDE4B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.86335992249572",NA,NA,"1.34743091426007",NA,NA,NA,NA,NA,NA,NA,NA,"1.08504466539054",NA,NA,NA,NA,NA,NA,NA,"-2.05045609106526",NA,NA
"PF4V1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.1431247433801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PI3",NA,NA,NA,NA,NA,NA,NA,NA,"2.72883445138824",NA,NA,NA,NA,NA,NA,"-3.38672876085841",NA,"1.58654948036265",NA,NA,NA,"-2.66491535341393","-4.0295848713998",NA,NA,NA,NA,NA,NA,"2.2814413644644",NA,NA,NA,NA
"PIK3AP1",NA,NA,NA,NA,"1.06468517517612",NA,"1.8586454203849","1.55561625359027",NA,NA,NA,NA,NA,NA,"1.25979612649864",NA,NA,NA,NA,NA,NA,NA,NA,"1.04050265014888","1.26105348752801",NA,NA,NA,NA,"1.03406353988461",NA,NA,NA,NA
"PIK3R1",NA,NA,NA,NA,NA,NA,"-1.63018371533407","-1.30595701390572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.00314104264897",NA,NA,"-1.22504792549753",NA,"-1.0180483209029",NA,NA,NA,NA,NA,NA,NA
"PKNOX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.17613054704322",NA,NA,NA,NA,NA,NA,NA,NA
"PLCG1",NA,NA,NA,NA,NA,NA,"-2.67587173722506","-2.05513993811033","-1.5763080386241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.55751034252586","-1.54723352233421","-1.31666951844349","-1.44959593805713",NA,NA,NA,NA,NA,NA
"PLEKHM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.09418423781039",NA,NA,NA,NA
"PML",NA,NA,NA,"1.59549794647108","1.58086930851789",NA,"1.62882823612809","1.37757267123018",NA,NA,NA,NA,NA,NA,"1.76900144657427",NA,NA,NA,"1.71522479866227",NA,NA,NA,NA,"2.02369316110947","1.03201240786186",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPARG",NA,NA,NA,NA,NA,NA,"2.9434014787897","4.1644661606272","3.86239238732141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.43790329617443","4.29879302734051","3.41764737561234","3.46742896232575",NA,"2.61854392613512",NA,NA,NA,NA
"PPP2CA",NA,NA,NA,NA,NA,NA,"1.06982580762855",NA,"1.18076107191539","1.06509288671022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.12666742689046",NA,"1.08339831730328",NA,"1.33411397190992",NA,"-1.0016827809019",NA,NA
"PPP2R1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.14823302065885",NA,NA,NA,NA,NA,NA
"PRDX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.09011634430301",NA,"-1.15359141034112",NA,"-1.34088436260755",NA,NA,NA,NA,NA,NA
"PRF1",NA,NA,NA,NA,NA,NA,"-2.7051955304676",NA,"-1.78810745346303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.23360106246612","-1.04743175482522",NA,"-1.25739484873159","-2.32489548764381",NA,NA,NA,NA,NA,NA
"PRKCD",NA,NA,NA,NA,NA,NA,"1.46668169345111","1.00844756912461","1.39705281768972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0347214444881",NA,NA,NA,"1.18100812123605",NA,NA,NA,NA
"PRKCE",NA,NA,NA,NA,NA,NA,NA,"1.86115288249733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.52502592097239","2.14724888454917",NA,"1.13760347105349",NA,"1.34435479379525",NA,NA,NA,NA
"PRKCQ",NA,NA,NA,NA,NA,NA,"-1.29301587497062","-1.41720099398434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRKDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.94282307917309",NA,NA,NA,"1.24398676278277",NA,NA,NA,NA
"PRTN3",NA,NA,NA,NA,"1.4835940732289",NA,NA,"4.52484602831199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.13297723386886",NA,NA,NA,NA,NA,NA,NA,NA,"4.48469414883194",NA,NA,NA,NA,NA,NA,NA
"PSMB10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.18439236077018",NA,"1.22618413760399",NA,NA,NA,NA
"PSMB11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.82753981844815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMB8",NA,NA,NA,NA,NA,NA,"1.51001066110902","1.15895168522225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.41826664133488",NA,NA,NA,NA
"PSME1",NA,NA,NA,NA,NA,NA,"1.52376002585223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.09823514946092",NA,NA,NA,NA
"PTGDS",NA,NA,NA,NA,NA,NA,"-3.90325656558603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.96451454976375",NA,NA,NA,NA,NA,NA
"PTK2",NA,NA,NA,NA,NA,NA,NA,NA,"-1.07826534268157",NA,NA,NA,"-1.35297483303788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTX3",NA,NA,NA,NA,NA,"1.9215646103734",NA,"1.71486988262045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.22526218577929",NA,"1.92761090263445",NA,NA,"2.16788655793197",NA,"4.08611841336727",NA,"-2.97096647744229","-1.46211402053384","-1.27918525817507"
"PURA",NA,NA,NA,NA,NA,"-1.08545267594411","-1.73270823035252","-1.29239196600438","-1.64209874192438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.12920596649086",NA,NA,NA,NA,NA,NA,NA,NA
"PYHIN1",NA,NA,NA,NA,NA,NA,"-3.13223356572679","-1.62123638356615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.18903935129527",NA,"-1.06551119137601",NA,NA,NA,NA,NA,NA,NA
"RAB27A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.08107546413019",NA,NA,NA,NA,NA,NA,NA,NA
"RAB3B",NA,NA,NA,NA,NA,NA,NA,"-2.20057447514798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.13971258296649",NA,NA
"RAB43",NA,NA,NA,NA,NA,"1.33803695021477",NA,NA,NA,NA,"1.47903881755065",NA,NA,NA,NA,NA,NA,NA,NA,"2.37876119117684",NA,"2.27734668574632",NA,NA,NA,"1.46776809719097",NA,"1.21109040708801",NA,NA,NA,NA,NA,NA
"RAG1",NA,NA,NA,NA,NA,NA,"-2.05749977598808","-1.38480244762782","-2.0023299215838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.05801027598944",NA,NA,NA,NA,NA,NA,NA
"RAP1GAP",NA,NA,NA,NA,NA,"2.61923994482002",NA,NA,"2.38230015602826",NA,"2.78927956404975","4.94180113219643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.06522289380397",NA,NA,"2.2602834753536",NA,NA,NA,"2.27653592606076",NA,NA,NA,NA
"RAPGEF3",NA,NA,NA,NA,NA,"1.13105530086497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78373059105356",NA,NA,NA,NA
