"2","day",NA,NA,"14","28"," 6"," 1"," 1"," 1","10","10","26","26"," 3"," 4","51","51"," 1"," 3"," 6"," 7"," 1"," 3"," 7"," 3"," 7"," 1","10","10","26","26","51","51"," 1"," 7","14","28"
"3","week",NA,NA," 2"," 4"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 1"," 1"," 7"," 7"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 7"," 7"," 1"," 1"," 2"," 4"
"4","dose",NA,NA," 3"," 3"," 1"," 2"," 3"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 3"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 2"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 3"," 3"
"5","infection",NA,NA," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 0"," 0"," 0"
"6","type",NA,NA,"IN","IN","RNA","RNA","RNA","I","I","I","I","I","I","I","RNA","RNA","RNA","VV","VV","VV","VV","VV","VV","RNA","RNA","RNA","I","I","I","I","I","I","I","SU","SU","SU"
"7","disease_vac",NA,NA,"V","V","V","V","V","I","I","I","I","I","I","I","I","I","V","V","V","V","V","V","V","V","V","V","I","I","I","I","I","I","I","V","V","V"
"80","V73","CXCL9","NEUTROPHIL",NA,NA,NA,"2.67882676017925","2.44477928847698",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.65268253468351","1.52018063809042",NA,NA,NA,NA,NA,"2.5797457675519",NA,"3.71499380910112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","V74","CXCL9","NEUTROPHIL",NA,NA,NA,"2.67882676017925","2.44477928847698",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.65268253468351","1.52018063809042",NA,NA,NA,NA,NA,"2.5797457675519",NA,"3.71499380910112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","V75","CXCL9","NEUTROPHIL",NA,NA,NA,"2.67882676017925","2.44477928847698",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.65268253468351","1.52018063809042",NA,NA,NA,NA,NA,"2.5797457675519",NA,"3.71499380910112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","V76","CXCL9","NEUTROPHIL",NA,NA,NA,"2.67882676017925","2.44477928847698",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.65268253468351","1.52018063809042",NA,NA,NA,NA,NA,"2.5797457675519",NA,"3.71499380910112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","V77","GBP2","ANTIVIRAL AND INTERFERON",NA,NA,NA,"1.53477292042252","1.45989587899544",NA,"1.9139469872128","1.58581168977238",NA,NA,"1.09769321734776",NA,NA,NA,"1.62002811303855",NA,NA,NA,"1.40855841517307",NA,NA,"1.27903617244697",NA,"2.10326547507231","1.11741989289677",NA,NA,NA,NA,"2.13793405063946",NA,NA,NA,NA
"85","V78","GBP2","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.53477292042252","1.45989587899544",NA,"1.9139469872128","1.58581168977238",NA,NA,"1.09769321734776",NA,NA,NA,"1.62002811303855",NA,NA,NA,"1.40855841517307",NA,NA,"1.27903617244697",NA,"2.10326547507231","1.11741989289677",NA,NA,NA,NA,"2.13793405063946",NA,NA,NA,NA
"86","V79","IFITM3","ANTIVIRAL AND INTERFERON",NA,NA,NA,"2.29798228014626","2.28596110692979",NA,"3.00049520325874","2.56103440225361",NA,NA,NA,NA,NA,NA,"2.69186584065855","2.19806362623996",NA,NA,"2.07288841821263",NA,NA,"1.94291412737143",NA,"1.75415733636485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","V80","IFITM3","INNATE IMMUNE SYSTEM",NA,NA,NA,"2.29798228014626","2.28596110692979",NA,"3.00049520325874","2.56103440225361",NA,NA,NA,NA,NA,NA,"2.69186584065855","2.19806362623996",NA,NA,"2.07288841821263",NA,NA,"1.94291412737143",NA,"1.75415733636485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","V81","TAP1","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"1.39136575716756","1.37183502338509",NA,"1.61895686507526","1.60239531464539",NA,NA,NA,NA,NA,NA,"1.6565465443769",NA,NA,NA,"1.11413642290348",NA,NA,"1.23731668896819",NA,"1.63912368433749","1.07569847854816",NA,NA,NA,NA,"1.90646851561632",NA,NA,NA,NA
"89","V82","TAP1","ARPP",NA,NA,NA,"1.39136575716756","1.37183502338509",NA,"1.61895686507526","1.60239531464539",NA,NA,NA,NA,NA,NA,"1.6565465443769",NA,NA,NA,"1.11413642290348",NA,NA,"1.23731668896819",NA,"1.63912368433749","1.07569847854816",NA,NA,NA,NA,"1.90646851561632",NA,NA,NA,NA
"90","V83","TAP1","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.39136575716756","1.37183502338509",NA,"1.61895686507526","1.60239531464539",NA,NA,NA,NA,NA,NA,"1.6565465443769",NA,NA,NA,"1.11413642290348",NA,NA,"1.23731668896819",NA,"1.63912368433749","1.07569847854816",NA,NA,NA,NA,"1.90646851561632",NA,NA,NA,NA
"91","V84","TAP2","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","V85","TAP2","ARPP",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","V86","TAP2","ARPP",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","V87","TAP2","ARPP",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","V88","TAP2","ARPP",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","V89","TAP2","ARPP",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","V90","TAP2","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","V91","TAP2","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","V92","TAP2","T CELLS",NA,NA,NA,"1.17246060602505","1.14076756142343",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31423529277821",NA,NA,NA,"1.26534571871614",NA,NA,NA,NA,"1.39432916184361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","V93","IDO1","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"3.89663706210957","3.85096528366368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.58818653814588","2.62821232687416",NA,NA,"4.22016758841249",NA,NA,"2.76051892640145",NA,"3.54527842814203",NA,"-3.03356129803877",NA,NA,NA,NA,NA,NA,NA,NA
"101","V94","IDO1","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"3.89663706210957","3.85096528366368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.58818653814588","2.62821232687416",NA,NA,"4.22016758841249",NA,NA,"2.76051892640145",NA,"3.54527842814203",NA,"-3.03356129803877",NA,NA,NA,NA,NA,NA,NA,NA
"102","V95","IDO1","T CELLS",NA,NA,NA,"3.89663706210957","3.85096528366368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.58818653814588","2.62821232687416",NA,NA,"4.22016758841249",NA,NA,"2.76051892640145",NA,"3.54527842814203",NA,"-3.03356129803877",NA,NA,NA,NA,NA,NA,NA,NA
"103","V96","CFB","COMPLEMENT IMMUNE SYSTEM",NA,NA,NA,"1.65524178308608","1.49295060830177",NA,"1.51131124202504","1.76147486763364",NA,NA,NA,NA,NA,NA,NA,"2.30700204350426",NA,NA,"2.42915834998983",NA,NA,"2.45873827119778",NA,"3.49059481542131","2.01952613555034",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","V97","CFB","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.65524178308608","1.49295060830177",NA,"1.51131124202504","1.76147486763364",NA,NA,NA,NA,NA,NA,NA,"2.30700204350426",NA,NA,"2.42915834998983",NA,NA,"2.45873827119778",NA,"3.49059481542131","2.01952613555034",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","V98","IFI35","MACROPHAGES",NA,NA,NA,"1.91044735794128","1.97795073766108",NA,"2.20365415958157","1.77162956314303",NA,NA,NA,NA,NA,NA,"2.09454849393875","1.44218295635908",NA,NA,"1.88262871010971",NA,NA,"1.64074856459199",NA,"2.19620945340073","1.22274250683926",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","V99","IFI35","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.91044735794128","1.97795073766108",NA,"2.20365415958157","1.77162956314303",NA,NA,NA,NA,NA,NA,"2.09454849393875","1.44218295635908",NA,NA,"1.88262871010971",NA,NA,"1.64074856459199",NA,"2.19620945340073","1.22274250683926",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","V100","IFI6","INNATE IMMUNE SYSTEM",NA,NA,NA,"2.4846295816056","2.19649857533825",NA,"3.91442995794297","3.42025335137056",NA,NA,NA,NA,NA,NA,"2.31340380738942","2.18670786518876",NA,NA,"2.77856276569444",NA,NA,"2.50899218647193",NA,"2.46087881038868","2.96310772223583",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","V101","IFIT2","ANTIVIRAL AND INTERFERON",NA,NA,NA,"2.10515792615984","1.85395323885331",NA,NA,"2.20116542023755",NA,NA,NA,NA,NA,NA,"2.10749728609176",NA,NA,NA,"2.98960735844396",NA,NA,"2.39070034809541","-1.48013525240169","2.74497589233589","1.69492351745246",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","V102","IFIT2","INNATE IMMUNE SYSTEM",NA,NA,NA,"2.10515792615984","1.85395323885331",NA,NA,"2.20116542023755",NA,NA,NA,NA,NA,NA,"2.10749728609176",NA,NA,NA,"2.98960735844396",NA,NA,"2.39070034809541","-1.48013525240169","2.74497589233589","1.69492351745246",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","V103","TRIM21","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.01685718094747",NA,NA,"1.91094269897555","1.48720535556691",NA,NA,NA,NA,NA,NA,"1.17073025141659",NA,NA,NA,"1.08719716409335",NA,NA,NA,NA,"1.40379838906727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","V104","CD276","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"1.19735865613187",NA,"3.90118457039337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.18315191037892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.33897288573286",NA,NA
"112","V105","CD276","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"1.19735865613187",NA,"3.90118457039337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.18315191037892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.33897288573286",NA,NA
"113","V106","CD276","T CELLS",NA,NA,NA,"1.19735865613187",NA,"3.90118457039337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.18315191037892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.33897288573286",NA,NA
"114","V107","CD276","T CELLS",NA,NA,NA,"1.19735865613187",NA,"3.90118457039337",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.18315191037892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.33897288573286",NA,NA
"115","V108","CCL2","MACROPHAGES",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"116","V109","CCL2","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"117","V110","CCL2","ANTIVIRAL AND INTERFERON",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"118","V111","CCL2","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"119","V112","CCL2","EOSINOPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"120","V113","CCL2","EOSINOPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"121","V114","CCL2","EOSINOPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"122","V115","CCL2","EOSINOPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"123","V116","CCL2","INNATE IMMUNE SYSTEM",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"124","V117","CCL2","MONOCYTES",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"125","V118","CCL2","MONOCYTES",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"126","V119","CCL2","MONOCYTES",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"127","V120","CCL2","MONOCYTES",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"128","V121","CCL2","NEUTROPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"129","V122","CCL2","NEUTROPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"130","V123","CCL2","NEUTROPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"131","V124","CCL2","NEUTROPHIL",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"132","V125","CCL2","T CELLS",NA,NA,NA,"2.66681954022736","2.57587458779614",NA,NA,NA,"-7.3508253246454",NA,NA,NA,NA,NA,"2.36142599179105","2.1764736091274",NA,NA,"3.08163187813957",NA,NA,"5.35977929253193","-2.00781169899083","3.90627307690352",NA,"-7.45019902491316",NA,NA,NA,NA,NA,NA,NA,NA
"133","V126","EIF2AK2","ANTIVIRAL AND INTERFERON",NA,NA,NA,"1.41332735248914","1.28631353032925",NA,"2.16948606329347","2.08303800917803",NA,NA,NA,NA,NA,NA,"1.32063555727836",NA,NA,NA,"2.12168744495571",NA,NA,"2.00927356369298",NA,"2.03339122922964","2.03017704014671","1.54595572115962",NA,"1.31093351670322",NA,"1.50012097346181",NA,NA,NA,NA
"134","V127","EIF2AK2","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.41332735248914","1.28631353032925",NA,"2.16948606329347","2.08303800917803",NA,NA,NA,NA,NA,NA,"1.32063555727836",NA,NA,NA,"2.12168744495571",NA,NA,"2.00927356369298",NA,"2.03339122922964","2.03017704014671","1.54595572115962",NA,"1.31093351670322",NA,"1.50012097346181",NA,NA,NA,NA
"135","V128","RIGI","ANTIVIRAL AND INTERFERON",NA,NA,NA,"1.70148659741338","1.61011142401832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.87791263721382",NA,NA,NA,"2.53208473818817",NA,NA,NA,NA,"2.36864335691891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","V129","RIGI","ARPP",NA,NA,NA,"1.70148659741338","1.61011142401832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.87791263721382",NA,NA,NA,"2.53208473818817",NA,NA,NA,NA,"2.36864335691891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","V130","RIGI","ARPP",NA,NA,NA,"1.70148659741338","1.61011142401832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.87791263721382",NA,NA,NA,"2.53208473818817",NA,NA,NA,NA,"2.36864335691891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","V131","RIGI","INNATE IMMUNE SYSTEM",NA,NA,NA,"1.70148659741338","1.61011142401832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.87791263721382",NA,NA,NA,"2.53208473818817",NA,NA,NA,NA,"2.36864335691891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","V132","CCL8","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"140","V133","CCL8","ANTIVIRAL AND INTERFERON",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"141","V134","CCL8","EOSINOPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"142","V135","CCL8","EOSINOPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"143","V136","CCL8","EOSINOPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"144","V137","CCL8","EOSINOPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"145","V138","CCL8","INNATE IMMUNE SYSTEM",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"146","V139","CCL8","MONOCYTES",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"147","V140","CCL8","MONOCYTES",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"148","V141","CCL8","MONOCYTES",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"149","V142","CCL8","MONOCYTES",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"150","V143","CCL8","NEUTROPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"151","V144","CCL8","NEUTROPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"152","V145","CCL8","NEUTROPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"153","V146","CCL8","NEUTROPHIL",NA,NA,NA,"3.25405704224641","2.84905357087034",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.76884923175537",NA,NA,NA,"3.98649078345498",NA,NA,"6.11060869009467","-1.7465657279867","4.51691834915793",NA,NA,NA,NA,NA,NA,NA,"2.62840708803606",NA,NA
"154","V147","FCGR1A","ARPP",NA,NA,NA,"3.06965817426346","3.10869485631563",NA,"3.71995661049178","3.00556972666749",NA,NA,"2.59506763745296",NA,NA,NA,"3.25884242621506","2.02688846622193",NA,NA,"2.00211223445413",NA,NA,"2.41893864100876","-1.10942000140638","3.34549140998256","2.46695707843675",NA,NA,"2.16959229352569",NA,"3.12942516358307",NA,NA,NA,NA
"155","V148","FCGR1A","ARPP",NA,NA,NA,"3.06965817426346","3.10869485631563",NA,"3.71995661049178","3.00556972666749",NA,NA,"2.59506763745296",NA,NA,NA,"3.25884242621506","2.02688846622193",NA,NA,"2.00211223445413",NA,NA,"2.41893864100876","-1.10942000140638","3.34549140998256","2.46695707843675",NA,NA,"2.16959229352569",NA,"3.12942516358307",NA,NA,NA,NA
