"","condition1","condition2","count","process","pvalue","p_adjust","genes"
"Metabolism...599","BNT-I (D26, hospital)","ZF2001 (V3, D14)",501,"Metabolism",4.72820249566196e-07,2.83692149739718e-06,"ADAM28/APEH/CAMLG/CD24/CTNNB1/CX3CR1/EFNB1/EMP2/FAS/FBXO38/FKBP1A/FUT4/ICOSLG/IMPDH2/IRF2BP2/LAX1/LBH/MAPK1/NFKBIA/NOG/PIK3CG/PPP2CA/PPP2R1A/PRDX2/PRKACB/PURA/RNF19B/RORC/SRF/STAT5B/TOP2B/UBE2M/WNT4/ZMYND11/ADM/ACAD11/ACAD9/ACBD4/ACO2/ACOX1/ACSS1/ACTR3/ADCK2/ADCY4/AGK/AGO4/AHR/AKAP12/AKIRIN1/AKIRIN2/AKR7A2/ALDH18A1/ALDH6A1/ALDH7A1/ALKBH5/ALPK1/ALYREF/AMER1/ANKRD16/APAF1/APOBEC3C/ARL2/ASF1A/ASTL/ATF6/ATP6V0E1/B3GALT6/B3GNT2/B4GALT3/BAHD1/BANF1/BBS4/BCAP31/BCL7C/BOD1/BOLL/BPHL/BRD1/BTBD18/BUB1/C1D/C1GALT1/C2orf69/CAMKK2/CANT1/CASP6/CBX3/CCDC117/CCDC85B/CCNI/CCT3/CCT7/CD200R1/CERS2/CERS5/CETN2/CHCHD2/CHD6/CHST7/CHTF8/CIB1/CISH/CITED4/CLEC4E/CLNK/CLSPN/CMKLR1/CNN2/CNOT11/COQ10B/COQ6/COX10/COX5B/COX6A1/CRYBA1/CSAD/CSNK2A1/CTDNEP1/CUL3/CWF19L2/CYP1A2/DAB2IP/DAD1/DAG1/DCP2/DCTD/DEDD/DENND3/DERA/DGAT2/DHRS7/DHX33/DIP2B/DLAT/DNAJA3/DNAJB13/DNAJB6/DNAJB7/DOLK/DOLPP1/DONSON/DPH3/DTD2/DUSP1/DUSP7/EAF1/EEF2/EIF1B/EIF2B5/EIF2S1/EIF5A/ELP2/ERCC5/ERLIN2/EXOC8/EXOSC5/EXOSC7/F8/FAN1/FANCF/FARSA/FASTKD5/FLOT1/FMO4/FOXO4/FRK/FZD2/FZD4/G0S2/GABARAP/GABARAPL2/GART/GCHFR/GCNT7/GEMIN2/GEMIN4/GFER/GFPT2/GID8/GIPC1/GLA/GNL3/GRPEL1/GSTO2/GTF3C3/GTPBP4/HDAC3/HERC2/HERPUD1/HIF1A/HNRNPK/HSP90AB4P/HSPBP1/HYPK/IBA57/ICE2/IFRD2/IFT172/IL10RB/IL1RN/IPO7/IRF2BPL/ITCH/KCTD17/KCTD2/KDM1A/KDM3A/KDM6A/KDM7A/KLF10/KLF4/KLF5/KLF6/KLHDC3/KPNA2/KRBOX4/KRT10/L3MBTL1/LAMP2/LAMTOR1/LARS2/LBR/LIMA1/LIMK2/LMNB2/LRRC59/LSM4/LYPLA1/M6PR/MAP3K12/MARS2/MBLAC2/MCL1/METTL13/METTL22/MIS18A/MLEC/MOB1A/MPC2/MPO/MRPL16/MRPL30/MRPL36/MRPL44/MSL1/MTERF4/MTFR2/MUL1/MVK/MXD1/MYNN/NAMPT/NDUFB6/NDUFC1/NELFE/NFYA/NMT1/NOP10/NPTN/NSDHL/NT5C2/NTHL1/NUDT21/NUP160/NUP62/NXT1/OAZ2/OLAH/ORC6/ORM2/OSGEPL1/OTULIN/PAAF1/PAFAH1B2/PALB2/PCBP1/PCCA/PCK2/PCSK7/PDCD7/PDK2/PDSS2/PFKFB3/PGAM1/PHC2/PHF13/PIGL/PIGX/PIP4K2B/PITRM1/PIWIL2/PLEK/PLIN5/PLOD3/PMM1/POLD2/POLR3D/POMGNT1/POP5/PP2D1/PPIH/PPM1M/PPP1CB/PPP1R15B/PPP1R2/PPP2R2A/PPP2R5A/PPP4R2/PPTC7/PRDM10/PRDM15/PRDM5/PRELID1/PRKAG1/PRMT1/PRMT6/PSMC3/PSMC3IP/PSME1/PTEN/PTGDR/PTPN14/PTPRE/PXMP4/PYGL/RAB1A/RAP1A/RAP2C/RAPGEF2/RASSF2/RBM15B/RBM19/RBM25/RBM41/RBM44/RECK/RFC2/RFX5/RICTOR/RNF139/RNF187/RNF26/ROPN1B/RPLP0/RPP25L/RPRD1B/RPS2/RPS6KA3/RPS6KA6/RTN3/RTN4/SAMD1/SAMSN1/SART3/SASH3/SBDS/SERPINH1/SERTAD2/SGPP1/SHMT2/SIAH1/SLC25A5/SLC27A4/SLC27A5/SLC29A3/SMARCAL1/SNIP1/SNX18/SPAG9/SPATA2/SPCS1/SPDYA/SPG7/SRPK1/SRSF11/SRSF12/STAR/STK16/STK17A/STK25/STYXL1/SUZ12/SYAP1/TAB1/TAF1D/TBPL1/TCERG1/TCOF1/TDRKH/TERF2/TEX264/TFCP2/TG/THAP10/THAP3/THOC5/TMEM102/TMEM129/TMEM59/TMSB4X/TNFAIP1/TNIP2/TRIB1/TRIM32/TRIM35/TRIM68/TRMT61A/TRNT1/TUBA1A/TXN/UBE2D1/UBE2J1/UBIAD1/UBQLN1/UBQLN4/UBTF/UGCG/UQCRFS1/UROS/USB1/USP15/UVRAG/VAMP3/VCP/VGLL4/VIM/VPS54/WDR33/WDR75/WDR82/YIPF5/YRDC/YWHAB/ZBTB40/ZC3H10/ZC3H11A/ZDHHC17/ZFP1/ZFP62/ZFP82/ZMYM2/ZNF117/ZNF121/ZNF16/ZNF181/ZNF23/ZNF235/ZNF260/ZNF268/ZNF319/ZNF33B/ZNF383/ZNF426/ZNF430/ZNF436/ZNF442/ZNF461/ZNF471/ZNF48/ZNF501/ZNF503/ZNF506/ZNF524/ZNF528/ZNF532/ZNF571/ZNF614/ZNF621/ZNF623/ZNF627/ZNF660/ZNF665/ZNF675/ZNF7/ZNF700/ZNF766/ZNF792/ZNF829/ZNF841/ALDH1B1/AMN1/DCAF17/DCAF7/DCUN1D2/DPP7/FBXL14/MANBA/OTUD1/PCMT1/PSMA7/PSMB5/PSMD4/PSMD6/SCRN2/TFF3/TMCC2/TPD52L2/UBE2D2/USP11/USP24/USP5"
"ADAPTIVE IMMUNE SYSTEM...600","BNT-I (D26, hospital)","ZF2001 (V3, D14)",46,"ADAPTIVE IMMUNE SYSTEM",0.0246401529217757,0.0739204587653272,"ADAM28/APBB1IP/APEH/CAMLG/CD24/CTNNB1/CX3CR1/DENND2D/EFNB1/EMP2/FAS/FBXO38/FKBP1A/FUT4/GIMAP6/GLP2R/GPM6B/ICAM2/ICOSLG/IMPDH2/IRF2BP2/LAX1/LBH/LCP1/LRRC8A/MAPK1/NFKBIA/NOG/PIK3CG/PPP2CA/PPP2R1A/PRDX2/PRKACB/PTPRCAP/PURA/RNF19B/RORC/SH2D1A/SIT1/SLC24A1/SRF/STAT5B/TOP2B/UBE2M/WNT4/ZMYND11"
"Metabolism...601","BNT-I (D26, hospital)","ZF2001 (V3, D28)",292,"Metabolism",0.000644282161756577,0.00284543410321016,"ADAM28/BCL11A/BCL2/CCL5/CD2/CD3E/CX3CR1/ICOSLG/IMPDH2/ITM2A/KLF12/LAX1/LBH/NFKBIA/NLRC3/PPP2CA/PRKACB/PURA/RBPJ/RC3H1/SLC38A1/STAT5B/TNFAIP3/TOP2B/WNT4/ZMYND11/ABCD4/ABHD14B/ACAD11/ACOT13/ACSL1/ADCY4/ADPGK/AKIRIN1/ALDH18A1/ALDH6A1/ANAPC2/APOBEC3C/ARL1/ASF1A/ATF2/AUP1/B3GNT2/B4GALT7/BBS4/BRD1/BRD9/BUB1/C1GALT1/C2orf69/C9orf72/CARD9/CCDC117/CCNI/CDK10/CELA2A/CETN2/CFAP20/CHCHD2/CHKA/CHST7/CHTF8/CNOT11/COQ10B/COX10/CSAD/DAD1/DAG1/DCAF15/DCP2/DDI2/DENND3/DERA/DGAT2/DIP2B/DMAP1/DNAJC16/DNAJC17/DNAJC24/DOLPP1/DPH3/DTD2/EIF2B4/EIF2B5/EIF4EBP2/EME2/ERCC5/EXOC8/EXOSC10/EXOSC7/F8/FADS3/FAN1/FANCF/FOXO4/G0S2/GABARAPL2/GALT/GCFC2/GEMIN2/GIPC1/GLG1/GLUL/GNL3/GSKIP/GSTO2/GTF3C2/GTPBP1/GZF1/HACD2/HERPUD1/HIF1A/HSP90AB4P/HSPA5/HSPA8/HSPBP1/HYPK/ICE2/IKZF3/IPO7/ISCA1/JDP2/KDM7A/KLF5/KLF6/KPNA2/KRBOX4/L3MBTL1/LIMA1/LPAR2/LRRC59/LTF/LYPLA1/LYRM7/LZTR1/MAGEH1/MAN2A2/MAP1LC3B/MAP2K6/MAP3K1/MBLAC2/MBOAT1/MED31/METTL17/METTL22/MGAT2/MMS19/MOB1A/MPC2/MRPL30/MRPL36/MSL1/MUL1/MXD1/MYADM/NAMPT/NEK2/NFATC3/NFYA/NR6A1/NUDT21/OGG1/PAIP2/PANK2/PANK4/PCSK7/PCYOX1/PDCD7/PDK2/PFKFB3/PIGL/PIGX/PIWIL2/PKN3/PLAUR/PLK1/PNRC1/POLR3D/PPAN/PPIL1/PPIP5K1/PPP1R15A/PPP1R15B/PPP1R2/PPP2R5A/PPP4R2/PRDM10/PRDM15/PREPL/PRMT6/PSMC3IP/PSME1/PTPN4/PTPRE/PURB/PWP2/PXMP4/RBM19/RBM41/RBM44/RHEB/RNF139/RPA3/RPRD1B/RPS6KA3/RRP1/RRP7BP/SACS/SAMD1/SAMSN1/SAT1/SBDS/SDHA/SEPHS1/SGPP1/SLAMF6/SLC17A9/SLC25A23/SLC25A5/SLC3A2/SOCS3/SP4/SPAG9/SPATA2/SPDYA/SPIN1/SPPL2A/ST6GAL1/STOX1/SUDS3/SUMO1/SUZ12/TAF1D/TAF7/TBPL1/TCF12/TCOF1/THTPA/TLR2/TMSB4X/TOP2A/TRIM25/TRIM35/TRPC4AP/TSR1/TUBA1A/TXN/UBA7/UBE2J1/UBIAD1/UFSP2/UPP1/UQCRFS1/USP15/VGLL4/VMP1/VPS54/YIPF5/YRDC/ZBTB14/ZBTB40/ZC3H10/ZC3H11A/ZFP1/ZMYM5/ZNF117/ZNF146/ZNF16/ZNF175/ZNF260/ZNF264/ZNF33B/ZNF442/ZNF516/ZNF629/ZNF655/ZNF675/ZNF7/ZNF700/ZNF792/ZNF888/ZNHIT6/DCAF17/FBXL14/KLHL2/MAN2C1/MANBA/OTUD1/TFF3/TMEM86A/UBE2D2/UBE2F"
"ADAPTIVE IMMUNE SYSTEM...602","BNT-I (D26, hospital)","ZF2001 (V3, D28)",35,"ADAPTIVE IMMUNE SYSTEM",0.00113817364128406,0.00284543410321016,"ADAM28/BCL11A/BCL2/CCL5/CD2/CD27/CD3E/CD3G/CX3CR1/GLP2R/ICAM2/ICOSLG/IL21R/IMPDH2/ITM2A/KLF12/LAX1/LBH/LMBR1L/LRRC8A/NFKBIA/NLRC3/PPP2CA/PRKACB/PTPRCAP/PURA/RBPJ/RC3H1/SLC38A1/STAT5B/TC2N/TNFAIP3/TOP2B/WNT4/ZMYND11"
"IMMUNE SYSTEM...603","BNT-I (D26, hospital)","ZF2001 (V3, D28)",6,"IMMUNE SYSTEM",0.0650089990422362,0.10834833173706,"CD3E/CD3G/NFKBIA/MAP2K6/PLAUR/TLR2"
"INNATE IMMUNE SYSTEM...604","BNT-I (D26, hospital)","ZF2001 (V3, D28)",30,"INNATE IMMUNE SYSTEM",0.253311613616968,0.314725904393592,"CCL5/CD3E/CD3G/CX3CR1/NFKBIA/NLRC3/RBPJ/STAT5B/TNFAIP3/ACSL1/ATF2/CARD9/DENND3/DGAT2/DOK3/G0S2/IPO7/MAP2K6/MARCKS/MXD1/PLAUR/PSME1/PTGER2/PTPN4/PTPRE/RPS6KA3/SAMSN1/TLR2/TRIM25/UBA7"
"Cellular...605","BNT-I (D26, hospital)","ZF2001 (V3, D28)",378,"Cellular",0.314725904393592,0.314725904393592,"BCL11A/BCL2/CCL5/CD2/CD27/CD3E/CD3G/CX3CR1/GLP2R/ICAM2/ICOSLG/IL21R/IMPDH2/ITM2A/KLF12/LAX1/LBH/LMBR1L/LRRC8A/NFKBIA/NLRC3/PPP2CA/PRKACB/PURA/RBPJ/RC3H1/SLC38A1/STAT5B/TNFAIP3/TOP2B/WNT4/ZMYND11/ABCA13/ABCD4/ABHD14B/ACAD11/ACOT13/ACSL1/ADCY4/ADPGK/AKAP11/AKIRIN1/ALDH18A1/ALDH6A1/ANAPC2/APOBEC3C/ARL1/ARL4A/ASF1A/ATF2/ATP11B/AUP1/B3GNT2/B4GALT7/BBS12/BBS4/BLOC1S2/BRD1/BRD9/BUB1/C15orf62/C1GALT1/C2orf69/C9orf72/CABP4/CARD9/CATIP/CCDC117/CCDC65/CCDC91/CCNI/CDCA8/CDK10/CELA2A/CENPQ/CENPT/CEP55/CEP70/CETN2/CFAP20/CFAP45/CHCHD2/CHKA/CHST7/CHTF8/CLCN6/CLTCL1/CNOT11/COQ10B/COX10/CROCC/CSAD/CYB5D1/CYB5D2/DAD1/DAG1/DCAF15/DCP2/DCST2/DDI2/DENND3/DEPDC1B/DERA/DGAT2/DHX30/DIP2B/DLGAP5/DLK2/DMAP1/DNAH1/DNAH17/DNAJC16/DNAJC17/DNAJC24/DNHD1/DOK3/DOLPP1/DPH3/DTD2/EIF2B4/EIF2B5/EIF4EBP2/EME2/ERCC5/EXOC8/EXOSC10/EXOSC7/F8/FADS3/FAM171A1/FAM83G/FAM91A1/FAN1/FANCF/FOXO4/G0S2/GABARAPL2/GABRR2/GALT/GCFC2/GEMIN2/GIPC1/GJB7/GLG1/GLUL/GMCL1/GNL3/GOSR2/GRAP/GRIN2D/GSKIP/GSTO2/GTF3C2/GTPBP1/GZF1/HACD2/HAUS8/HERPUD1/HIF1A/HSP90AB4P/HSPA5/HSPA8/HSPBP1/HYPK/ICE2/IKZF3/IL17C/IPO7/ISCA1/JDP2/KCNJ9/KDM7A/KIF4A/KIFC2/KLF5/KLF6/KPNA2/KRBOX4/L3MBTL1/LAMB1/LAMB2/LIMA1/LMBRD2/LPAR2/LRRC59/LTF/LYPLA1/LYRM7/LZTR1/MAGEH1/MAN2A2/MAP1LC3B/MAP2K6/MAP3K1/MAPK8IP3/MAPRE1/MARCKS/MBLAC2/MBOAT1/MED31/METTL17/METTL22/MGAT2/MLKL/MMS19/MOB1A/MPC2/MRPL30/MRPL36/MSL1/MSTO1/MUL1/MXD1/MXRA8/MYADM/MYL12A/MYO10/NAIF1/NAMPT/NEK2/NFATC3/NFYA/NIPA1/NOP16/NR6A1/NUDT21/OGG1/PAIP2/PANK2/PANK4/PAPLN/PCSK7/PCYOX1/PDCD7/PDK2/PFKFB3/PIGL/PIGX/PIWIL2/PKN3/PLAUR/PLK1/PNRC1/POLR3D/PPAN/PPIL1/PPIP5K1/PPL/PPP1R15A/PPP1R15B/PPP1R2/PPP2R5A/PPP4R2/PRDM10/PRDM15/PREPL/PRMT6/PSMC3IP/PSME1/PTGER2/PTPN4/PTPRE/PURB/PWP2/PXMP4/RAB20/RABL2B/RAPGEFL1/RBM19/RBM41/RBM44/RHEB/RNF139/RPA3/RPAIN/RPRD1B/RPS6KA3/RRAD/RRP1/RRP7BP/RSBN1/RSPH9/SACS/SAMD1/SAMSN1/SAT1/SBDS/SCAMP3/SCYL2/SDHA/SEPHS1/SGPP1/SKA3/SLAMF6/SLC17A9/SLC25A23/SLC25A5/SLC3A2/SLC51A/SLC9A8/SLFN5/SNED1/SOCS3/SP4/SPAG9/SPATA2/SPDYA/SPIN1/SPPL2A/ST6GAL1/STARD3NL/STOX1/SUDS3/SUMO1/SUZ12/SYCE2/SYS1/SZT2/TAF1D/TAF7/TBPL1/TCF12/TCOF1/TCTA/TCTN3/THTPA/TIFA/TIMM17B/TLR2/TMSB4X/TNFAIP8/TOP2A/TOR1AIP2/TRIM25/TRIM35/TRPC4AP/TSPO2/TSR1/TUBA1A/TXN/UBA7/UBE2J1/UBIAD1/UFSP2/UPP1/UQCRFS1/USP15/VGLL4/VMP1/VPS54/XK/YIPF5/YJEFN3/YPEL5/YRDC/ZBTB14/ZBTB40/ZC3H10/ZC3H11A/ZFP1/ZMYM5/ZNF117/ZNF146/ZNF16/ZNF175/ZNF260/ZNF264/ZNF33B/ZNF442/ZNF516/ZNF629/ZNF655/ZNF675/ZNF7/ZNF700/ZNF792/ZNF888/ZNHIT6"
"Metabolism...606","BNT-I (D51, hospital)","BBIBP (V3, D07)",152,"Metabolism",0.00269985230124153,0.0107994092049661,"CCL3/GIMAP7/RHOH/TNFAIP3/AASDH/ADORA3/AHR/AKAP8/APEX2/ARFGEF1/ARRDC3/BCAS2/BCLAF1/BRD8/C2orf69/CAND1/CCNT1/CLK1/COPS2/COQ10B/CPT2/CRY2/CTR9/CYCS/DBF4/DDX47/DUSP4/EHHADH/FASTKD5/GEMIN2/GEMIN5/GGNBP2/GPATCH3/HBS1L/HIF1AN/HNRNPC/HSPA1B/ID3/IFI16/IL1B/ILF2/ING3/ISCA1/IWS1/KANSL2/KBTBD8/KLF11/KLF9/KPNA2/KRT10/LRRC59/MAEA/MBIP/MED10/MED21/MED30/METTL13/MOAP1/MRPS31/NCBP1/NFKBIB/NGDN/NHLRC1/NR1D2/NUDT15/PAFAH1B1/PAIP1/PARP4/PARS2/PDHB/PHF23/PIK3R4/PLA1A/PLRG1/PNRC2/POLH/POLR3F/PPME1/PPP1R2/PPTC7/PVALB/RBBP6/RBM39/RCL1/RCOR2/RFPL4A/RHBDD2/RMI1/RNASEL/RNF138/RNPS1/RPP40/RWDD1/SBDS/SERTAD2/SF3B3/SH2D3C/SLC25A33/SMO/SNAPC3/SRSF6/STRAP/SUCO/SUFU/SUPT16H/SUPV3L1/TARS2/TFB2M/TIPARP/TOB1/TRAF6/TRIM56/TRMT13/TRMT1L/TSC22D3/UTP6/UXT/VPS41/WBP11/WDR3/WDR36/WTAP/XPC/YTHDF2/ZBTB10/ZBTB21/ZC3H15/ZNF165/ZNF17/ZNF175/ZNF189/ZNF217/ZNF225/ZNF226/ZNF230/ZNF234/ZNF317/ZNF419/ZNF555/ZNF606/ZNF616/ZNF639/ZNF665/ZNF691/ZNF701/ZNF879/ZPR1/ZSCAN26/ZXDB/DCAF7/FBXO33/UBE2Q2"
"Cellular...607","BNT-I (D51, hospital)","BBIBP (V3, D07)",196,"Cellular",0.0426858778822353,0.0853717557644706,"CCL3/CD69/GIMAP7/RHOH/TNFAIP3/AASDH/ADORA3/AGGF1/AHR/AKAP8/APEX2/ARFGEF1/ARHGAP25/ARL4A/ARRDC3/BCAS2/BCLAF1/BNIP1/BRD8/BTG3/C18orf54/C1orf131/C2orf69/C3orf38/CAND1/CCNT1/CENPA/CETN3/CFL2/CLK1/CLUAP1/COPB2/COPS2/COQ10B/CPT2/CRY2/CTR9/CYCS/DBF4/DDX47/DNAAF2/DUSP4/EHHADH/EXOC2/FASTKD5/FRMD4A/GEMIN2/GEMIN5/GGNBP2/GIMAP8/GPATCH3/HAUS3/HBS1L/HIF1AN/HNRNPC/HSPA1B/ID3/IFI16/IL1B/ILF2/ING3/ISCA1/IWS1/KANSL2/KBTBD8/KLF11/KLF9/KPNA2/KRT10/LRRC59/LZTS3/MAEA/MBIP/MED10/MED21/MED30/METTL13/MIA/MOAP1/MON2/MRPS31/MZT1/NCBP1/NFKBIB/NGDN/NHLRC1/NOM1/NR1D2/NRAS/NUDT15/NUP43/PAFAH1B1/PAIP1/PARP4/PARS2/PDHB/PEX11A/PHF23/PIK3R4/PLA1A/PLIN2/PLRG1/PNO1/PNRC2/POLH/POLR3F/PPME1/PPP1R2/PPTC7/PSMD5/PVALB/RBBP6/RBM39/RBSN/RCL1/RCOR2/RFPL4A/RHBDD2/RMI1/RNASEL/RND1/RNF138/RNPS1/RPP40/RWDD1/SBDS/SERTAD2/SF3B3/SH2D3C/SLC25A33/SLC7A5P1/SMO/SNAPC3/SPAG4/SRP54/SRSF6/STRAP/STX6/SUCO/SUFU/SUPT16H/SUPV3L1/SYS1/TARS2/TFB2M/TIMM17A/TIPARP/TMED7/TMEM170A/TMEM242/TOB1/TOMM20/TP53BP2/TRAF6/TRIM56/TRMT13/TRMT1L/TSC22D3/TUBA1C/UTP6/UXT/VMA21/VPS41/WBP11/WDR3/WDR36/WHAMM/WTAP/XPC/YTHDF2/ZBTB10/ZBTB21/ZC3H15/ZMYM3/ZNF165/ZNF17/ZNF175/ZNF189/ZNF217/ZNF225/ZNF226/ZNF230/ZNF234/ZNF317/ZNF419/ZNF555/ZNF606/ZNF616/ZNF639/ZNF665/ZNF691/ZNF701/ZNF879/ZPR1/ZSCAN26/ZXDB"
"Metabolism...608","BNT-I (D51, hospital)","BBIBP (V3, D28)",160,"Metabolism",0.00254938668154984,0.0127469334077492,"CCL3/DCAF12/FOS/RHOH/SLC40A1/TNFAIP3/TSPAN5/ZFP36L1/ABCB6/ADNP2/AHR/AIMP1/AKAP12/AKAP8/ARPP19/ARRDC3/ATXN7L3B/BAG5/BCAS2/BCAS3/BCLAF1/BTG2/C2orf69/CCNT1/CDKL1/CLK1/CNOT7/COIL/COPS2/COPS8/COQ10B/CRY2/CYCS/DDX21/DDX47/DNAJA2/DNTTIP2/EIF1AD/ESR2/EZH2/FBXO27/FEM1B/FNBP1L/FOXN2/GATA2/GEMIN2/GFI1B/GGNBP2/GPATCH3/HDAC9/HGD/HIPK1/HNRNPC/HSPA1B/HSPA4L/IER2/IKZF5/IL12A/IL1B/ILF2/ING3/KLF1/KLF11/KLF9/KPNA2/KRT10/LRRC59/LSM14B/MED10/MED21/MED30/MMACHC/MSL2/N4BP2L2/NAA15/NANOS1/NFKBIB/NFS1/NHLRC1/NR1D2/NUDT15/ORM2/OTUD4/OTULIN/P2RY1/PAIP1/PEX19/PGRMC1/PIP5KL1/PLA1A/PLAA/PMPCB/PNRC2/POLE3/PPP1R10/PPP1R2/PPP4R3A/PPTC7/RBBP6/RBM39/RBM4B/RHBDD2/RNF138/RNPS1/RPF1/RPP40/RWDD1/RYBP/SBDS/SERTAD2/SLC6A9/SNRNP27/SUCNR1/TCP1/TFAM/TGFA/THBS4/TIPARP/TOB1/TRA2B/TRAF6/TSC22D3/TSN/TTF1/UFM1/USP2/USP30/UXT/WBP11/WDR3/WDR74/WTAP/XYLT1/YEATS4/YTHDF2/ZBTB1/ZBTB10/ZBTB21/ZBTB33/ZC3H15/ZFAT/ZHX1/ZHX2/ZKSCAN2/ZNF165/ZNF284/ZNF317/ZNF639/ZNF800/ZPR1/ZXDA/ZXDB/ABHD13/DCAF16/FBXO33/PSMD7/TMCC2/UBE2Q2/UBE3D/UNKL"
"INNATE IMMUNE SYSTEM...609","BNT-I (D51, hospital)","BNT (V2, D1)",21,"INNATE IMMUNE SYSTEM",0.00143321811811525,0.00716609059057625,"FASLG/TIGIT/CXCL1/ATP1B1/ATP1B2/BST1/CDA/CYBRD1/GBP7/ITGA1/NFE2/NLRP12/RXRA/SIGLEC9/SLC7A5/SRP54/TBX21/TGFA/TIMP2/VNN1/MANSC1"
