"","...1","condition","genes"
"57068",57068,"BNT-MO (V3, D1)","FCN2"
"57069",57069,"BNT-MO (V3, D1)","RPS14P5"
"57070",57070,"BNT-MO (V3, D1)","OOSP3"
"57071",57071,"BNT-MO (V3, D1)","HESX1"
"57072",57072,"BNT-MO (V3, D1)","CDHR5"
"57073",57073,"BNT-MO (V3, D1)","HNRNPA3P1"
"57074",57074,"BNT-MO (V3, D1)","LIMK2"
"57075",57075,"BNT-MO (V3, D1)","TRAFD1"
"57076",57076,"BNT-MO (V3, D1)","C4BPB"
"57077",57077,"BNT-MO (V3, D1)","OR1F2P"
"57078",57078,"BNT-MO (V3, D1)","SNORD94"
"57079",57079,"BNT-MO (V3, D1)","MSLN"
"57080",57080,"BNT-MO (V3, D1)","EEF1A1P23"
"57081",57081,"BNT-MO (V3, D1)","OR51M1"
"57082",57082,"BNT-MO (V3, D1)","CRIP2"
"57083",57083,"BNT-MO (V3, D1)","OR52K3P"
"57084",57084,"BNT-MO (V3, D1)","FAP"
"57085",57085,"BNT-MO (V3, D1)","DMRTC2"
"57086",57086,"BNT-MO (V3, D1)","MAPK8IP2"
"57087",57087,"BNT-MO (V3, D1)","HOXA5"
"57088",57088,"BNT-MO (V3, D1)","FAS"
"57089",57089,"BNT-MO (V3, D1)","DMXL2"
"57090",57090,"BNT-MO (V3, D1)","EFNA1"
"57091",57091,"BNT-MO (V3, D1)","PKIA-AS1"
"57092",57092,"BNT-MO (V3, D1)","MCOLN3"
"57093",57093,"BNT-MO (V3, D1)","F3"
"57094",57094,"BNT-MO (V3, D1)","RNU6-1284P"
"57095",57095,"BNT-MO (V3, D1)","SHLD2P3"
"57096",57096,"BNT-MO (V3, D1)","DAPK1-IT1"
"57097",57097,"BNT-MO (V3, D1)","KCNG1"
"57098",57098,"BNT-MO (V3, D1)","RN7SL288P"
"57099",57099,"BNT-MO (V3, D1)","LINC01703"
"57100",57100,"BNT-MO (V3, D1)","SPDEF"
"57101",57101,"BNT-MO (V3, D1)","PSME2"
"57102",57102,"BNT-MO (V3, D1)","PSME2P1"
"57103",57103,"BNT-MO (V3, D1)","SOCS1"
"57104",57104,"BNT-MO (V3, D1)","CELA1"
"57105",57105,"BNT-MO (V3, D1)","SLC28A2-AS1"
"57106",57106,"BNT-MO (V3, D1)","SOCS3"
"57107",57107,"BNT-MO (V3, D1)","SOCS3-DT"
"57108",57108,"BNT-MO (V3, D1)","MIR3161"
"57109",57109,"BNT-MO (V3, D1)","RUFY4"
"57110",57110,"BNT-MO (V3, D1)","NTNG2"
"57111",57111,"BNT-MO (V3, D1)","TIMD4"
"57112",57112,"BNT-MO (V3, D1)","NDUFAF2P1"
"57113",57113,"BNT-MO (V3, D1)","TIMM10"
"57114",57114,"BNT-MO (V3, D1)","LAMB3"
"57115",57115,"BNT-MO (V3, D1)","NDUFB4P11"
"57116",57116,"BNT-MO (V3, D1)","MTND5P14"
"57117",57117,"BNT-MO (V3, D1)","RPL29P16"
"57118",57118,"BNT-MO (V3, D1)","PLEK"
"57119",57119,"BNT-MO (V3, D1)","LAP3"
"57120",57120,"BNT-MO (V3, D1)","MMP1"
"57121",57121,"BNT-MO (V3, D1)","SIPA1L1"
"57122",57122,"BNT-MO (V3, D1)","PTGS2"
"57123",57123,"BNT-MO (V3, D1)","DDX10P1"
"57124",57124,"BNT-MO (V3, D1)","NEK5"
"57125",57125,"BNT-MO (V3, D1)","HORMAD1"
"57126",57126,"BNT-MO (V3, D1)","TEN1-CDK3"
"57127",57127,"BNT-MO (V3, D1)","SECTM1"
"57128",57128,"BNT-MO (V3, D1)","SPAG4"
"57129",57129,"BNT-MO (V3, D1)","PACERR"
"57130",57130,"BNT-MO (V3, D1)","CES1"
"57131",57131,"BNT-MO (V3, D1)","FZD6"
"57132",57132,"BNT-MO (V3, D1)","RMI2"
"57133",57133,"BNT-MO (V3, D1)","CAPNS1P1"
"57134",57134,"BNT-MO (V3, D1)","ICAM1"
"57135",57135,"BNT-MO (V3, D1)","CAPNS2"
"57136",57136,"BNT-MO (V3, D1)","RSPH9"
"57137",57137,"BNT-MO (V3, D1)","FGL2"
"57138",57138,"BNT-MO (V3, D1)","TRPV4"
"57139",57139,"BNT-MO (V3, D1)","RNU6-28P"
"57140",57140,"BNT-MO (V3, D1)","CARD11-AS1"
"57141",57141,"BNT-MO (V3, D1)","GADD45B"
"57142",57142,"BNT-MO (V3, D1)","ALPK1"
"57143",57143,"BNT-MO (V3, D1)","RPL21P97"
"57144",57144,"BNT-MO (V3, D1)","LINC01973"
"57145",57145,"BNT-MO (V3, D1)","GK4P"
"57146",57146,"BNT-MO (V3, D1)","RNA5S9"
"57147",57147,"BNT-MO (V3, D1)","EDA2R"
"57148",57148,"BNT-MO (V3, D1)","GARIN4"
"57149",57149,"BNT-MO (V3, D1)","CCR1"
"57150",57150,"BNT-MO (V3, D1)","SMTNL1"
"57151",57151,"BNT-MO (V3, D1)","LINC02321"
"57152",57152,"BNT-MO (V3, D1)","ENSG00000272567"
"57153",57153,"BNT-MO (V3, D1)","CD82-AS1"
"57154",57154,"BNT-MO (V3, D1)","LINC02471"
"57155",57155,"BNT-MO (V3, D1)","MSMP"
"57156",57156,"BNT-MO (V3, D1)","SYN3"
"57157",57157,"BNT-MO (V3, D1)","RNF213"
"57158",57158,"BNT-MO (V3, D1)","TTC26"
"57159",57159,"BNT-MO (V3, D1)","NSA2P2"
"57160",57160,"BNT-MO (V3, D1)","SERPING1"
"57161",57161,"BNT-MO (V3, D1)","ADAMTS1"
"57162",57162,"BNT-MO (V3, D1)","RIPK2-DT"
"57163",57163,"BNT-MO (V3, D1)","BET1P1"
"57164",57164,"BNT-MO (V3, D1)","LINC02918"
"57165",57165,"BNT-MO (V3, D1)","AGGF1P1"
"57166",57166,"BNT-MO (V3, D1)","ISG15"
"57167",57167,"BNT-MO (V3, D1)","TMEM150B"
"57168",57168,"BNT-MO (V3, D1)","FMNL2"
"57169",57169,"BNT-MO (V3, D1)","SNORA31"
"57170",57170,"BNT-MO (V3, D1)","SQOR"
"57171",57171,"BNT-MO (V3, D1)","ASPRV1"
"57172",57172,"BNT-MO (V3, D1)","MIR6885"
"57173",57173,"BNT-MO (V3, D1)","MYBPHL"
"57174",57174,"BNT-MO (V3, D1)","AHRR"
"57175",57175,"BNT-MO (V3, D1)","PLAAT4"
"57176",57176,"BNT-MO (V3, D1)","ABHD17AP5"
"57177",57177,"BNT-MO (V3, D1)","SNORA74A"
"57178",57178,"BNT-MO (V3, D1)","BCL2L14"
"57179",57179,"BNT-MO (V3, D1)","MIR3176"
"57180",57180,"BNT-MO (V3, D1)","CIR1P1"
"57181",57181,"BNT-MO (V3, D1)","LINC01220"
"57182",57182,"BNT-MO (V3, D1)","SNORD17"
"57183",57183,"BNT-MO (V3, D1)","MGAT5B"
"57184",57184,"BNT-MO (V3, D1)","TRDJ2"
"57185",57185,"BNT-MO (V3, D1)","XRN1"
"57186",57186,"BNT-MO (V3, D1)","TRIM6"
"57187",57187,"BNT-MO (V3, D1)","UBE2V1P6"
"57188",57188,"BNT-MO (V3, D1)","BNIP3P5"
"57189",57189,"BNT-MO (V3, D1)","HNRNPA1P52"
"57190",57190,"BNT-MO (V3, D1)","NLRP9P1"
"57191",57191,"BNT-MO (V3, D1)","RPS2P36"
"57192",57192,"BNT-MO (V3, D1)","MIR3183"
"57193",57193,"BNT-MO (V3, D1)","LINC01993"
"57194",57194,"BNT-MO (V3, D1)","GK3"
"57195",57195,"BNT-MO (V3, D1)","LINC01232"
"57196",57196,"BNT-MO (V3, D1)","IRF7"
"57197",57197,"BNT-MO (V3, D1)","NCF1C"
"57198",57198,"BNT-MO (V3, D1)","FXYD2"
"57199",57199,"BNT-MO (V3, D1)","NRAV"
"57200",57200,"BNT-MO (V3, D1)","RPS20P33"
"57201",57201,"BNT-MO (V3, D1)","H1-6"
"57202",57202,"BNT-MO (V3, D1)","CYP4F35P"
"57203",57203,"BNT-MO (V3, D1)","RNU2-7P"
"57204",57204,"BNT-MO (V3, D1)","RPS26P21"
"57205",57205,"BNT-MO (V3, D1)","ORM1"
"57206",57206,"BNT-MO (V3, D1)","LINC00487"
"57207",57207,"BNT-MO (V3, D1)","MPP2"
"57208",57208,"BNT-MO (V3, D1)","SEMA3B"
"57209",57209,"BNT-MO (V3, D1)","APOBEC3B-AS1"
"57210",57210,"BNT-MO (V3, D1)","NAIPP3"
"57211",57211,"BNT-MO (V3, D1)","MIR941-5"
"57212",57212,"BNT-MO (V3, D1)","IGLV7-46"
"57213",57213,"BNT-MO (V3, D1)","RN7SL124P"
"57214",57214,"BNT-MO (V3, D1)","PARP10"
"57215",57215,"BNT-MO (V3, D1)","CACNA1A"
"57216",57216,"BNT-MO (V3, D1)","SNORA74B"
"57217",57217,"BNT-MO (V3, D1)","ZNF391"
"57218",57218,"BNT-MO (V3, D1)","LINC01890"
"57219",57219,"BNT-MO (V3, D1)","FST"
"57220",57220,"BNT-MO (V3, D1)","GK"
"57221",57221,"BNT-MO (V3, D1)","MIR1278"
"57222",57222,"BNT-MO (V3, D1)","RNA5SP202"
"57223",57223,"BNT-MO (V3, D1)","MYOF"
"57224",57224,"BNT-MO (V3, D1)","EFCAB2"
"57225",57225,"BNT-MO (V3, D1)","PARP12"
"57226",57226,"BNT-MO (V3, D1)","SIMALR"
"57227",57227,"BNT-MO (V3, D1)","FBXO6"
"57228",57228,"BNT-MO (V3, D1)","VWA3B"
"57229",57229,"BNT-MO (V3, D1)","ZBP1"
"57230",57230,"BNT-MO (V3, D1)","LINC01415"
"57231",57231,"BNT-MO (V3, D1)","LEMD1-DT"
"57232",57232,"BNT-MO (V3, D1)","C15orf48"
"57233",57233,"BNT-MO (V3, D1)","NHIP"
"57234",57234,"BNT-MO (V3, D1)","OR52P1"
"57235",57235,"BNT-MO (V3, D1)","GLUD2"
"57236",57236,"BNT-MO (V3, D1)","MIR4802"
"57237",57237,"BNT-MO (V3, D1)","WBP1LP1"
"57238",57238,"BNT-MO (V3, D1)","CYCSP34"
"57239",57239,"BNT-MO (V3, D1)","TYMP"
"57240",57240,"BNT-MO (V3, D1)","RPS16P5"
"57241",57241,"BNT-MO (V3, D1)","SMIM35"
"57242",57242,"BNT-MO (V3, D1)","TASL"
"57243",57243,"BNT-MO (V3, D1)","HCG14"
"57244",57244,"BNT-MO (V3, D1)","H4C14"
"57245",57245,"BNT-MO (V3, D1)","MIR5581"
"57246",57246,"BNT-MO (V3, D1)","H3P36"
"57247",57247,"BNT-MO (V3, D1)","NT5C3AP1"
"57248",57248,"BNT-MO (V3, D1)","TREM2"
"57249",57249,"BNT-MO (V3, D1)","TUSC3"
"57250",57250,"BNT-MO (V3, D1)","LINC01270"
"57251",57251,"BNT-MO (V3, D1)","SNORD15B"
"57252",57252,"BNT-MO (V3, D1)","C17orf107"
"57253",57253,"BNT-MO (V3, D1)","DHRS12"
"57254",57254,"BNT-MO (V3, D1)","LINC02812"
"57255",57255,"BNT-MO (V3, D1)","BISPR"
"57256",57256,"BNT-MO (V3, D1)","SLC26A8"
"57257",57257,"BNT-MO (V3, D1)","SLC2A3P2"
"57258",57258,"BNT-MO (V3, D1)","RAB39A"
"57259",57259,"BNT-MO (V3, D1)","RSL24D1P6"
"57260",57260,"BNT-MO (V3, D1)","NR4A3"
"57261",57261,"BNT-MO (V3, D1)","USP51"
"57262",57262,"BNT-MO (V3, D1)","KCNMA1"
"57263",57263,"BNT-MO (V3, D1)","RN7SL688P"
"57264",57264,"BNT-MO (V3, D1)","RNU5B-1"
"57265",57265,"BNT-MO (V3, D1)","RAB1AP1"
"57266",57266,"BNT-MO (V3, D1)","CTRL"
"57267",57267,"BNT-MO (V3, D1)","FTH1P2"
"57268",57268,"BNT-MO (V3, D1)","NAPA"
"57269",57269,"BNT-MO (V3, D1)","OR7E140P"
"57270",57270,"BNT-MO (V3, D1)","FAM20A"
"57271",57271,"BNT-MO (V3, D1)","MIR548AC"
"57272",57272,"BNT-MO (V3, D1)","LINC00877"
"57273",57273,"BNT-MO (V3, D1)","IATPR"
"57274",57274,"BNT-MO (V3, D1)","TRAJ50"
"57275",57275,"BNT-MO (V3, D1)","TMX4-AS1"
"57276",57276,"BNT-MO (V3, D1)","IFITM3P2"
"57277",57277,"BNT-MO (V3, D1)","LNCOC1"
"57278",57278,"BNT-MO (V3, D1)","ITPR2-AS1"
"57279",57279,"BNT-MO (V3, D1)","TCN2"
"57280",57280,"BNT-MO (V3, D1)","MT-TA"
"57281",57281,"BNT-MO (V3, D1)","CDCP1"
"57282",57282,"BNT-MO (V3, D1)","RNU1-4"
"57283",57283,"BNT-MO (V3, D1)","SLAMF8"
"57284",57284,"BNT-MO (V3, D1)","MIR3198-1"
"57285",57285,"BNT-MO (V3, D1)","DCST1"
"57286",57286,"BNT-MO (V3, D1)","MGAM2"
"57287",57287,"BNT-MO (V3, D1)","RNA5SP237"
"57288",57288,"BNT-MO (V3, D1)","TRANK1"
"57289",57289,"BNT-MO (V3, D1)","MIR4736"
"57290",57290,"BNT-MO (V3, D1)","FOS"
"57291",57291,"BNT-MO (V3, D1)","EXOC3L1"
"57292",57292,"BNT-MO (V3, D1)","MST1L"
"57293",57293,"BNT-MO (V3, D1)","SIGLEC16"
"57294",57294,"BNT-MO (V3, D1)","FCRL3"
"57295",57295,"BNT-MO (V3, D1)","SYNGAP1-AS1"
"57296",57296,"BNT-MO (V3, D1)","MIR4433A"
"57297",57297,"BNT-MO (V3, D1)","SLC8A2"
"57298",57298,"BNT-MO (V3, D1)","RNU4-51P"
"57299",57299,"BNT-MO (V3, D1)","LINC01565"
"57300",57300,"BNT-MO (V3, D1)","PPARGC1A"
"57301",57301,"BNT-MO (V3, D1)","LINC02033"
"57302",57302,"BNT-MO (V3, D1)","IGKJ4"
"57303",57303,"BNT-MO (V3, D1)","PABPN1P1"
"57304",57304,"BNT-MO (V3, D1)","EPSTI1"
"57305",57305,"BNT-MO (V3, D1)","RNU4-9P"
"57306",57306,"BNT-MO (V3, D1)","TRAV39"
"57307",57307,"BNT-MO (V3, D1)","SEMA6B"
"57308",57308,"BNT-MO (V3, D1)","SDK2"
"57309",57309,"BNT-MO (V3, D1)","ZFP2"
"57310",57310,"BNT-MO (V3, D1)","LINC01252"
"57311",57311,"BNT-MO (V3, D1)","ARPC3P5"
"57312",57312,"BNT-MO (V3, D1)","CUZD1"
"57313",57313,"BNT-MO (V3, D1)","MEG3"
"57314",57314,"BNT-MO (V3, D1)","UBE2SP2"
"57315",57315,"BNT-MO (V3, D1)","CMPK2"
"57316",57316,"BNT-MO (V3, D1)","BNIP5"
"57317",57317,"BNT-MO (V3, D1)","GAPDHP14"
"57318",57318,"BNT-MO (V3, D1)","RCBTB2P1"
"57319",57319,"BNT-MO (V3, D1)","LMNB1-DT"
"57320",57320,"BNT-MO (V3, D1)","CHL1"
"57321",57321,"BNT-MO (V3, D1)","P2RX7"
"57322",57322,"BNT-MO (V3, D1)","ZRANB2-DT"
"57323",57323,"BNT-MO (V3, D1)","LMNB1"
"57324",57324,"BNT-MO (V3, D1)","HYMAI"
"57325",57325,"BNT-MO (V3, D1)","AP5B1"
"57326",57326,"BNT-MO (V3, D1)","NRCAM"
"57327",57327,"BNT-MO (V3, D1)","EIF5AP2"
"57328",57328,"ChAd (V1, D3)","JPH4"
"57329",57329,"ChAd (V1, D3)","CXCR2"
"57330",57330,"ChAd (V1, D3)","IFI30"
"57331",57331,"ChAd (V1, D3)","LEFTY1"
"57332",57332,"ChAd (V1, D3)","CCL2"
"57333",57333,"ChAd (V1, D3)","LOC401052"
"57334",57334,"ChAd (V1, D3)","USP12-AS2"
"57335",57335,"ChAd (V1, D3)","LOC101928163"
"57336",57336,"ChAd (V1, D3)","CTAGE8"
"57337",57337,"ChAd (V1, D3)","CFB"
"57338",57338,"ChAd (V1, D3)","CD300E"
"57339",57339,"ChAd (V1, D3)","TMEM132C"
"57340",57340,"ChAd (V1, D3)","IL15"
"57341",57341,"ChAd (V1, D3)","AXL"
"57342",57342,"ChAd (V1, D3)","FBXL13"
"57343",57343,"ChAd (V1, D3)","H1F0"
"57344",57344,"ChAd (V1, D3)","CCDC26"
"57345",57345,"ChAd (V1, D3)","CLNK"
"57346",57346,"ChAd (V1, D3)","CXCL8"
"57347",57347,"ChAd (V1, D3)","FOXO6"
"57348",57348,"ChAd (V1, D3)","CHST13"
"57349",57349,"ChAd (V1, D3)","GABRR3"
"57350",57350,"ChAd (V1, D3)","IFI35"
"57351",57351,"ChAd (V1, D3)","METTL7B"
"57352",57352,"ChAd (V1, D3)","LGALS9"
"57353",57353,"ChAd (V1, D3)","CALN1"
"57354",57354,"ChAd (V1, D3)","CD1E"
"57355",57355,"ChAd (V1, D3)","EFCAB1"
"57356",57356,"ChAd (V1, D3)","MIRLET7G"
"57357",57357,"ChAd (V1, D3)","CCL3L1"
"57358",57358,"ChAd (V1, D3)","APOBEC3B"
"57359",57359,"ChAd (V1, D3)","LYVE1"
"57360",57360,"ChAd (V1, D3)","PSMB9"
"57361",57361,"ChAd (V1, D3)","IFITM1"
"57362",57362,"ChAd (V1, D3)","CX3CR1"
"57363",57363,"ChAd (V1, D3)","CLCA3P"
"57364",57364,"ChAd (V1, D3)","IFITM3"
"57365",57365,"ChAd (V1, D3)","MT1G"
"57366",57366,"ChAd (V1, D3)","MT1M"
"57367",57367,"ChAd (V1, D3)","AGRN"
"57368",57368,"ChAd (V1, D3)","RIN1"
"57369",57369,"ChAd (V1, D3)","OAS3"
"57370",57370,"ChAd (V1, D3)","TNRC18P1"
"57371",57371,"ChAd (V1, D3)","HMOX1"
"57372",57372,"ChAd (V1, D3)","CLDN10"
"57373",57373,"ChAd (V1, D3)","ANXA10"
"57374",57374,"ChAd (V1, D3)","ATRNL1"
"57375",57375,"ChAd (V1, D3)","CXCL9"
"57376",57376,"ChAd (V1, D3)","SYBU"
"57377",57377,"ChAd (V1, D3)","LONRF2"
"57378",57378,"ChAd (V1, D3)","DUOXA1"
"57379",57379,"ChAd (V1, D3)","HEY1"
"57380",57380,"ChAd (V1, D3)","LINC00578"
"57381",57381,"ChAd (V1, D3)","RNASE2"
"57382",57382,"ChAd (V1, D3)","ADAMTS3"
"57383",57383,"ChAd (V1, D3)","CXCL1"
"57384",57384,"ChAd (V1, D3)","MYO7B"
"57385",57385,"ChAd (V1, D3)","CLEC6A"
"57386",57386,"ChAd (V1, D3)","PAH"
"57387",57387,"ChAd (V1, D3)","RNU6-28P"
"57388",57388,"ChAd (V1, D3)","BTNL9"
"57389",57389,"ChAd (V1, D3)","CCL1"
"57390",57390,"ChAd (V1, D3)","MT1X"
"57391",57391,"ChAd (V1, D3)","PTPRU"
"57392",57392,"ChAd (V1, D3)","GPR33"
"57393",57393,"ChAd (V1, D3)","TCN2"
"57394",57394,"ChAd (V1, D3)","RAB39A"
"57395",57395,"ChAd (V1, D3)","CSNK1A1L"
"57396",57396,"ChAd (V1, D3)","MECOM"
"57397",57397,"ChAd (V1, D3)","GPBAR1"
"57398",57398,"ChAd (V1, D3)","SVOPL"
"57399",57399,"ChAd (V1, D3)","CEBPB"
"57400",57400,"ChAd (V1, D3)","LIPM"
"57401",57401,"ChAd (V1, D3)","ANAPC1P1"
"57402",57402,"ChAd (V1, D3)","CMTM2"
"57403",57403,"ChAd (V1, D3)","HBG2"
"57404",57404,"ChAd (V1, D3)","LAP3"
"57405",57405,"ChAd (V1, D3)","CNRIP1"
"57406",57406,"ChAd (V1, D3)","DNTT"
"57407",57407,"ChAd (V1, D3)","EPSTI1"
"57408",57408,"ChAd (V1, D3)","PLIN5"
"57409",57409,"ChAd (V1, D3)","C17orf50"
"57410",57410,"ChAd (V1, D3)","GALNTL6"
"57411",57411,"ChAd (V1, D3)","P2RY2"
"57412",57412,"ChAd (V1, D3)","CXCL11"
"57413",57413,"ChAd (V1, D3)","CHL1"
"57414",57414,"ChAd (V1, D3)","CXCL2"
"57415",57415,"ChAd (V1, D3)","CXCL10"
"57416",57416,"ChAd (V1, D3)","CYP4B1"
"57417",57417,"ChAd (V1, D3)","OR6C68"
"57418",57418,"ChAd (V1, D3)","FFAR4"
"57419",57419,"ChAd (V1, D3)","JUP"
"57420",57420,"ChAd (V1, D3)","BTNL8"
"57421",57421,"ChAd (V1, D3)","ADAMTS5"
"57422",57422,"ChAd (V1, D3)","NOV"
"57423",57423,"ChAd (V1, D3)","NRXN1"
"57424",57424,"ChAd (V1, D3)","KRT7"
"57425",57425,"ChAd (V1, D3)","PI3"
"57426",57426,"ChAd (V1, D3)","CXCL3"
"57427",57427,"ChAd (V1, D3)","NSUN7"
"57428",57428,"ChAd (V1, D3)","PDK4"
"57429",57429,"ChAd (V1, D3)","IDO2"
"57430",57430,"ChAd (V1, D3)","GBP1"
"57431",57431,"ChAd (V1, D3)","PGA3"
"57432",57432,"ChAd (V1, D3)","IFI27"
"57433",57433,"ChAd (V1, D3)","ANKRD22"
"57434",57434,"ChAd (V1, D3)","MX1"
"57435",57435,"ChAd (V1, D3)","LOC254896"
"57436",57436,"ChAd (V1, D3)","SECTM1"
"57437",57437,"ChAd (V1, D3)","IFIT1"
"57438",57438,"ChAd (V1, D3)","GLIS3"
"57439",57439,"ChAd (V1, D3)","BTN1A1"
"57440",57440,"ChAd (V1, D3)","LOC344887"
"57441",57441,"ChAd (V1, D3)","CLSTN2"
"57442",57442,"ChAd (V1, D3)","ATP1A2"
"57443",57443,"ChAd (V1, D3)","MCM10"
"57444",57444,"ChAd (V1, D3)","OTOF"
"57445",57445,"ChAd (V1, D3)","IL1R2"
"57446",57446,"ChAd (V1, D3)","C18orf61"
"57447",57447,"ChAd (V1, D3)","CFD"
"57448",57448,"ChAd (V1, D3)","G0S2"
"57449",57449,"ChAd (V1, D3)","APOBEC3A"
"57450",57450,"ChAd (V1, D3)","MX2"
"57451",57451,"ChAd (V1, D3)","NXPH4"
"57452",57452,"ChAd (V1, D3)","AFAP1L1"
"57453",57453,"ChAd (V1, D3)","OAS1"
"57454",57454,"ChAd (V1, D3)","IL27"
"57455",57455,"ChAd (V1, D3)","IFI44"
"57456",57456,"ChAd (V1, D3)","SERPING1"
"57457",57457,"ChAd (V1, D3)","FCER1G"
"57458",57458,"ChAd (V1, D3)","DHRS9"
"57459",57459,"ChAd (V1, D3)","SPATS2L"
"57460",57460,"ChAd (V1, D3)","XKR3"
"57461",57461,"ChAd (V1, D3)","SEMG1"
"57462",57462,"ChAd (V1, D3)","UPK3A"
"57463",57463,"ChAd (V1, D3)","S100A11"
"57464",57464,"ChAd (V1, D3)","RNVU1-19"
"57465",57465,"ChAd (V1, D3)","DEFB1"
"57466",57466,"ChAd (V1, D3)","EPHB2"
"57467",57467,"ChAd (V1, D3)","MYO3A"
"57468",57468,"ChAd (V1, D3)","CKM"
"57469",57469,"ChAd (V1, D3)","LOC101927560"
"57470",57470,"ChAd (V1, D3)","TGM3"
"57471",57471,"ChAd (V1, D3)","LOC100128164"
"57472",57472,"ChAd (V1, D3)","GRAMD2"
"57473",57473,"ChAd (V1, D3)","ATOX1"
"57474",57474,"ChAd (V1, D3)","DDI1"
"57475",57475,"ChAd (V1, D3)","SERPINE3"
"57476",57476,"ChAd (V1, D3)","CXCL6"
"57477",57477,"ChAd (V1, D3)","MIR6503"
"57478",57478,"ChAd (V1, D3)","KBTBD11-OT1"
"57479",57479,"ChAd (V1, D3)","MIR1301"
"57480",57480,"ChAd (V1, D3)","ANKRD45"
"57481",57481,"ChAd (V1, D3)","KRT23"
"57482",57482,"ChAd (V1, D3)","IDH1-AS1"
"57483",57483,"ChAd (V1, D3)","ANKRD18DP"
"57484",57484,"ChAd (V1, D3)","XIRP1"
"57485",57485,"ChAd (V1, D3)","FBP1"
"57486",57486,"ChAd (V1, D3)","STAC"
"57487",57487,"ChAd (V1, D3)","SSC4D"
"57488",57488,"ChAd (V1, D3)","PCDHB13"
"57489",57489,"ChAd (V1, D3)","NDN"
"57490",57490,"ChAd (V1, D3)","AIF1"
"57491",57491,"ChAd (V1, D3)","ODF3B"
"57492",57492,"ChAd (V1, D3)","IL4I1"
"57493",57493,"ChAd (V1, D3)","KCNMB1"
"57494",57494,"ChAd (V1, D3)","MS4A4A"
"57495",57495,"ChAd (V1, D3)","HEPH"
"57496",57496,"ChAd (V1, D3)","SLC2A6"
"57497",57497,"ChAd (V1, D3)","SIGLEC12"
"57498",57498,"ChAd (V1, D3)","CGNL1"
"57499",57499,"ChAd (V1, D3)","LUCAT1"
"57500",57500,"ChAd (V1, D3)","LOC145474"
"57501",57501,"ChAd (V1, D3)","C2"
"57502",57502,"ChAd (V1, D3)","LINC01006"
"57503",57503,"ChAd (V1, D3)","FBXO39"
"57504",57504,"ChAd (V1, D3)","HES4"
"57505",57505,"ChAd (V1, D3)","BATF2"
"57506",57506,"ChAd (V1, D3)","BATF3"
"57507",57507,"ChAd (V1, D3)","FBXO6"
"57508",57508,"ChAd (V1, D3)","LRRC4"
"57509",57509,"ChAd (V1, D3)","RBP2"
"57510",57510,"ChAd (V1, D3)","CNGB1"
"57511",57511,"ChAd (V1, D3)","PLEKHO1"
"57512",57512,"ChAd (V1, D3)","MNS1"
"57513",57513,"ChAd (V1, D3)","PLEKHS1"
"57514",57514,"ChAd (V1, D3)","EXTL1"
"57515",57515,"ChAd (V1, D3)","ADAMTS2"
"57516",57516,"ChAd (V1, D3)","MOBP"
"57517",57517,"ChAd (V1, D3)","LOC102724153"
"57518",57518,"ChAd (V1, D3)","ISG15"
"57519",57519,"ChAd (V1, D3)","LOC102724190"
"57520",57520,"ChAd (V1, D3)","KIAA1257"
"57521",57521,"ChAd (V1, D3)","GABRB1"
"57522",57522,"ChAd (V1, D3)","OAS2"
"57523",57523,"ChAd (V1, D3)","SLAMF9"
"57524",57524,"ChAd (V1, D3)","KIAA1549"
"57525",57525,"ChAd (V1, D3)","FCGR1B"
"57526",57526,"ChAd (V1, D3)","PRKCDBP"
"57527",57527,"ChAd (V1, D3)","TLR7"
"57528",57528,"ChAd (V1, D3)","ARL14EPL"
"57529",57529,"ChAd (V1, D3)","TM4SF1"
"57530",57530,"ChAd (V1, D3)","IDO1"
"57531",57531,"ChAd (V1, D3)","COL4A4"
"57532",57532,"ChAd (V1, D3)","DPYS"
"57533",57533,"ChAd (V1, D3)","MIR3164"
"57534",57534,"ChAd (V1, D3)","ADGRG3"
"57535",57535,"ChAd (V1, D3)","ZNF33BP1"
"57536",57536,"ChAd (V1, D3)","UBE2QL1"
"57537",57537,"ChAd (V1, D3)","TMC2"
"57538",57538,"ChAd (V1, D3)","KIF23"
"57539",57539,"ChAd (V1, D3)","FCN1"
"57540",57540,"ChAd (V1, D3)","PHGR1"
"57541",57541,"ChAd (V1, D3)","ENOX1"
"57542",57542,"ChAd (V1, D3)","LOC286059"
"57543",57543,"ChAd (V1, D3)","LOC339862"
"57544",57544,"ChAd (V1, D3)","LGALS3BP"
"57545",57545,"ChAd (V1, D3)","ZG16B"
"57546",57546,"ChAd (V1, D3)","CBR1"
"57547",57547,"ChAd (V1, D3)","CBS"
"57548",57548,"ChAd (V1, D3)","WSCD2"
"57549",57549,"ChAd (V1, D3)","XAF1"
"57550",57550,"ChAd (V1, D3)","MIR101-1"
"57551",57551,"ChAd (V1, D3)","LINC01447"
"57552",57552,"ChAd (V1, D3)","FAM225A"
"57553",57553,"ChAd (V1, D3)","PYY"
"57554",57554,"ChAd (V1, D3)","MARK1"
"57555",57555,"ChAd (V1, D3)","CXCR1"
"57556",57556,"ChAd (V1, D3)","SMCO4"
"57557",57557,"ChAd (V1, D3)","REEP1"
"57558",57558,"ChAd (V1, D3)","FAM26F"
"57559",57559,"ChAd (V1, D3)","SNORA49"
"57560",57560,"ChAd (V1, D3)","KLHDC7B"
