"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"238","CD3G","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"239","ZAP70","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"240","SYK","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"241","PSMB11","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"242","IRF1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"243","TNFSF8","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"244","CRTAM","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"245","MYH9","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"246","CDH17","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"247","IRF8","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"248","BCL3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"249","ZP3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"250","TCF3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"251","FUT4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"252","ARTN","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"253","SHLD3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"254","SHLD1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"255","SHLD2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"256","LILRB1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"257","SLC11A1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"258","RELB","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"259","IL4R","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"260","SPN","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"261","MTOR","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"262","STAT3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"263","NOTCH1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"264","PHB1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"265","PTGER4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"266","ATP7A","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"267","IL12B","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"268","ITPKB","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"269","CD40","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"270","CD70","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"271","TLR4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"272","GAPT","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"273","FCGR2B","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"274","PLCG2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"275","TCF7","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"276","LAX1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"277","AXL","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"278","TYRO3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"279","MERTK","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"280","LFNG","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"281","NOTCH2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"282","C17orf99","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"283","IL7","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"284","IL6R","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"285","IL6ST","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"286","JAK1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"287","IL10","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"288","IL33","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"289","LRRC17","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"290","ASXL1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"291","LIPA","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"292","HOXB4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"293","IRF2BP2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"294","KIT","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"295","SYVN1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"296","PTX3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"297","SFTPA1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"298","LBP","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"299","C4B","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"300","MBL2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"301","SRF","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"302","UNG","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"303","MSH6","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"304","PMS2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"305","IL18BP","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"306","HMGB2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"307","RPL22","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"308","GLI3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"309","ADA","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"310","MEF2C","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"311","UNC13D","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"312","ADAM17","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"313","NFKB2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"314","CD6","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"315","MSN","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"316","PRF1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"317","EPHB1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"318","IMPDH2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"319","HPRT1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"320","FLT3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"321","PURA","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"322","MSH3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"323","ITK","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"324","CXADR","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"325","JAML","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"326","SOS1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"327","TNFRSF17","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"328","SKIL","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"329","PACS1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"330","SOS2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"331","CXCL12","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"332","CCL3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"333","DEFA4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"334","SLC12A2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"335","PIK3CG","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"336","DEFA1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"337","MYB","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"338","MEN1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"339","KMT2A","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"340","ERCC1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"341","CD40LG","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"342","RNF168","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"343","SANBR","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"344","IFNE","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"345","MDK","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"346","F2RL1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"347","LCP1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"348","PSEN1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"349","IFNA8","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"350","CD1C","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"351","CD46","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"352","JAG1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"353","CR2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"354","BTN3A2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"355","GNL1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"356","CR1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"357","GPR15","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"358","S1PR1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"359","ITGB7","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"360","GZMM","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"361","CTSH","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"362","TAP2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"363","PPP3CB","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"364","EMP2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"365","CTSC","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"366","IL7R","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"367","B2M","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"368","CAMLG","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"369","NCKAP1L","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"370","CASP3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"371","LIMK1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"372","VAV2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"373","SRC","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"374","VAV1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"375","PRKCE","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"376","HCK","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"377","PTK2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"378","PRKCD","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"379","FGR","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"380","PLPP4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"381","NKX2-5","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"382","EPB42","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"383","CDKN2B","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"384","PBX1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"385","NKX3-2","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"386","NKX2-3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"387","CACNB4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"388","CCL18","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"389","CCL4","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"390","CCL7","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"391","XCL1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"392","ADAM8","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"393","GPR15LG","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"394","CX3CL1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"395","CCL4L1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"396","CCL1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"397","CCL3L1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"398","SAA1","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"399","CCL8","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"400","CCL24","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"401","CCL5","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"402","CCL23","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"403","PPP2CA","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
"404","CHST3","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Manual","Adaptive","General","General",676
