"cell_name","marker","Type"
"B cell","IGHD","Adaptive"
"B cell","FCER2","Adaptive"
"B cell","TCL1A","Adaptive"
"B cell","BCL11A","Adaptive"
"B cell","PLPP5","Adaptive"
"B cell","CD79B","Adaptive"
"B cell","FCRL1","Adaptive"
"B cell","TNFRSF13C","Adaptive"
"B cell","YBX3","Adaptive"
"B cell","AHNAK","Adaptive"
"B cell","HLA-DPB1","Adaptive"
"B cell","NFKBIA","Adaptive"
"B cell","SWAP70","Adaptive"
"B cell","CD19","Adaptive"
"B cell","JCHAIN","Adaptive"
"Memory B cell","JCHAIN","Adaptive"
"B cell","AIM2","Adaptive"
"B cell","IL4R","Adaptive"
"Plasma cell","CD79B","Adaptive"
"B cell","CD79A","Adaptive"
"B cell","IGKC","Adaptive"
"B cell","IGHG3","Adaptive"
"Plasma cell","CD79A","Adaptive"
"Plasma cell","JCHAIN","Adaptive"
"Plasma cell","IGKC","Adaptive"
"B cell","JCHAIN","Adaptive"
"B cell","CD79B","Adaptive"
"Plasma cell","IGHG3","Adaptive"
"B cell","CD19","Adaptive"
"B cell","CD3","Adaptive"
"B cell","IGKC","Adaptive"
"B cell","IGHM","Adaptive"
"B cell","CD79A","Adaptive"
"B cell","MS4A1","Adaptive"
"B cell","CD19","Adaptive"
"B cell","CD79B","Adaptive"
"B cell","CD19","Adaptive"
"B cell","CD19","Adaptive"
"Plasmablast B cell","CD27","Adaptive"
"Plasmablast B cell","CD38","Adaptive"
"Plasmablast B cell","CD19","Adaptive"
"Non-switched memory B cell","IgD","Adaptive"
"Switched memory B cell(Sw MB)","CD27","Adaptive"
"Switched memory B cell(Sw MB)","CD19","Adaptive"
"Non-switched memory B cell","CD27","Adaptive"
"Non-switched memory B cell","CD19","Adaptive"
"B cell","MS4A1","Adaptive"
"B cell","CD19","Adaptive"
"B cell","CD19","Adaptive"
"B cell","CD79A","Adaptive"
"Plasma cell","IGKC","Adaptive"
"B cell","CD79A","Adaptive"
"B cell","MS4A1","Adaptive"
"B cell","CD79B","Adaptive"
"B cell","CD79A","Adaptive"
"B cell","CD79A","Adaptive"
"Follicular B cell","HK2","Adaptive"
"B cell","MKI67","Adaptive"
"B cell","CDC20","Adaptive"
"B cell","CDK1","Adaptive"
"Naive B cell","IGHD","Adaptive"
"B cell","CD19","Adaptive"
"Naive B cell","FCER2","Adaptive"
"B cell","CD79A","Adaptive"
"B cell","MS4A1","Adaptive"
"Plasma cell","CD79A","Adaptive"
"Plasma cell","CD38","Adaptive"
"Activated B cell","HLADR","Adaptive"
"Mature B cell","HLADR","Adaptive"
"Plasmablast","CD19","Adaptive"
"Plasmablast","CD38","Adaptive"
"Memory B cell","CD19","Adaptive"
"Immature B cell","IgD","Adaptive"
"Memory B cell","IgD","Adaptive"
"Naive B cell","CD19","Adaptive"
"Transitional B cell","CD19","Adaptive"
"Immature B cell","CD19","Adaptive"
"Mature B cell","CD19","Adaptive"
"Activated B cell","CD19","Adaptive"
"B cell","CD19","Adaptive"
"Memory B cell","CD27","Adaptive"
"Naive B cell","IgD","Adaptive"
"Transitional B cell","CD24","Adaptive"
"Transitional B cell","CD38","Adaptive"
"B cell","MS4A1","Adaptive"
"Plasma cell","MZB1","Adaptive"
"B cell","MS4A1","Adaptive"
"B cell","CD19","Adaptive"
"Plasma cell","CD27","Adaptive"
"Memory B cell","CD27","Adaptive"
"Memory B cell","IgD","Adaptive"
"Plasmablast","CD27","Adaptive"
"Naive B cell","IgD","Adaptive"
"B cell","CD19","Adaptive"
"Transitional B cell","CD24","Adaptive"
"Transitional B cell","CD19","Adaptive"
"Plasmablast","CD19","Adaptive"
"Transitional B cell","CD38","Adaptive"
"Plasmablast","CD27","Adaptive"
"Plasmablast","CD38","Adaptive"
"Naive B cell","CD19","Adaptive"
"Memory B cell","CD27","Adaptive"
"Plasma cell","CD138","Adaptive"
"B cell lineage","CD20","Adaptive"
"Naive B cell","IGHD","Adaptive"
"Memory-like B cell","CD27","Adaptive"
"Pan-B cell","CD19","Adaptive"
"B cell lineage","CD19","Adaptive"
"Plasma cell","SDC1","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T helper cell","CD4","Adaptive"
"CD4+CD25+ regulatory T cell","CD4","Adaptive"
"CD4+CD25+ regulatory T cell","CD25","Adaptive"
"CD4+ T helper cell","CD45","Adaptive"
"CD4+CD25+ regulatory T cell","CD45","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ T helper cell","CD3","Adaptive"
"CD4+CD25+ regulatory T cell","CD3","Adaptive"
"Activated CD4+ T cell","CD4","Adaptive"
"Activated CD4+ T cell","CD71","Adaptive"
"Activated CD4+ T cell","CD29","Adaptive"
"Activated CD4+ T cell","CD25","Adaptive"
"CD4-CD28- T cell","Perforin","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4-CD28- T cell","CD18","Adaptive"
"CD4-CD28- T cell","CD57","Adaptive"
"CD4-CD28+ T cell","CD18","Adaptive"
"CD4-CD28+ T cell","CD25","Adaptive"
"CD4-CD28- T cell","CD25","Adaptive"
"CD4-CD28- T cell","CD45RA","Adaptive"
"CD4-CD28- T cell","CD30","Adaptive"
"CD4-CD28+ T cell","CD57","Adaptive"
"CD4-CD28+ T cell","CD95","Adaptive"
"CD4-CD28+ T cell","CD45RA","Adaptive"
"CD4-CD28- T cell","BCL2","Adaptive"
"CD4-CD28+ T cell","Perforin","Adaptive"
"CD4-CD28+ T cell","CD30","Adaptive"
"CD4-CD28- T cell","CD95","Adaptive"
"CD4-CD28+ T cell","BCL2","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"Naive CD4+ T cell","CD45RA","Adaptive"
"Naive CD4+ T cell","CD62L","Adaptive"
"Naive CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","GLUT1","Adaptive"
"CD4+ T cell","CCR6","Adaptive"
"CD4+ T cell","LTB","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"Activated CD4+ T cell","CXCR3","Adaptive"
"Activated CD4+ T cell","CD14","Adaptive"
"Activated CD4+ T cell","CD45RA","Adaptive"
"Activated CD4+ T cell","CD38","Adaptive"
"Activated CD4+ T cell","CD4","Adaptive"
"Activated CD4+ T cell","CCR6","Adaptive"
"Activated CD4+ T cell","CD19","Adaptive"
"Activated CD4+ T cell","CD45RO","Adaptive"
"Activated CD4+ T cell","CD69","Adaptive"
"Naive CD4+ T cell","EIF3L","Adaptive"
"Naive CD4+ T cell","ACTN1","Adaptive"
"Naive CD4+ T cell","FHIT","Adaptive"
"Naive CD4+ T cell","MYC","Adaptive"
"Naive CD4+ T cell","TCF7","Adaptive"
"Naive CD4+ T cell","TXK","Adaptive"
"Naive CD4+ T cell","SERINC5","Adaptive"
"Naive CD4+ T cell","IL7R","Adaptive"
"Naive CD4+ T cell","EEF1B2","Adaptive"
"Naive CD4+ T cell","C1orf162","Adaptive"
"Naive CD4+ T cell","CD55","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Naive CD4+ T cell","SATB1","Adaptive"
"Naive CD4+ T cell","ABLIM1","Adaptive"
"Naive CD4+ T cell","TSHZ2","Adaptive"
"Naive CD4+ T cell","RPS5","Adaptive"
"Naive CD4+ T cell","SLC40A1","Adaptive"
"Naive CD4+ T cell","TESPA1","Adaptive"
"Naive CD4+ T cell","SVIL","Adaptive"
"Naive CD4+ T cell","C6orf48","Adaptive"
"Naive CD4+ T cell","GIMAP8","Adaptive"
"Naive CD4+ T cell","NOSIP","Adaptive"
"Naive CD4+ T cell","LRRN3","Adaptive"
"Naive CD4+ T cell","TMEM204","Adaptive"
"Naive CD4+ T cell","GIMAP5","Adaptive"
"Naive CD4+ T cell","LDLRAP1","Adaptive"
"Naive CD4+ T cell","LRRC75A-AS1","Adaptive"
"Naive CD4+ T cell","NELL2","Adaptive"
"Naive CD4+ T cell","RSL1D1","Adaptive"
"Naive CD4+ T cell","FAM117B","Adaptive"
"Naive CD4+ T cell","GPR183","Adaptive"
"Naive CD4+ T cell","TRABD2A","Adaptive"
"Naive CD4+ T cell","MAL","Adaptive"
"Naive CD4+ T cell","PRKCA","Adaptive"
"Effector CD4+ memory T (Tem) cell","CD45RA","Adaptive"
"Effector CD4+ memory T (Tem) cell","CCR7","Adaptive"
"CD4+ T cell","FOXP3","Adaptive"
"CD4+ T cell","IL2RA","Adaptive"
"CD4+ T cell","CTLA4","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"Memory CD4+ T cell","IL7R","Adaptive"
"Memory CD4+ T cell","CCR7","Adaptive"
"Memory CD4+ T cell","CD27","Adaptive"
"Naive CD4+ T cell","CD45RA","Adaptive"
"Central memory CD4+ T cell","CCR7","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Terminally differentiated effector memory CD4+ T cell","CD45RA","Adaptive"
"CD4+ T cell","CD44","Adaptive"
"CD4+ T cell","CD28","Adaptive"
"CD4+ T cell","CD127","Adaptive"
"CD4+ T cell","CD27","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"Effector memory CD4+ T cell","CD45RO","Adaptive"
"Effector CD4+ T cell","CD45RA","Adaptive"
"Central memory CD4+ T cell","CD45RO","Adaptive"
"Naive CD4+ T cell","CD3","Adaptive"
"Naive CD4+ T cell","CD45RA","Adaptive"
"Effector memory CD4+ T cell","CD3","Adaptive"
"Naive CD4+ T cell","CD4","Adaptive"
"Effector CD4+ T cell","CD4","Adaptive"
"Central memory CD4+ T cell","CD4","Adaptive"
"Effector CD4+ T cell","CD3","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Central memory CD4+ T cell","CD3","Adaptive"
"Effector memory CD4+ T cell","CD4","Adaptive"
"Central memory CD4+ T cell","CCR7","Adaptive"
"Central memory CD4+ T cell","CD27","Adaptive"
"Central memory CD4+ T cell","CD3","Adaptive"
"Effector memory CD4+ T cell","CD4","Adaptive"
"Central memory CD4+ T cell","CD4","Adaptive"
"Effector memory CD4+ T cell","CD3","Adaptive"
"Central memory CD4+ T cell","CCR7","Adaptive"
"CD4 T cell","CD3E","Adaptive"
"CD4 T cell","CD4","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ T cell","rs75862629","Adaptive"
"CD4+ T cell","HLA-B*2709","Adaptive"
"CD4+ T cell","HLA-B27","Adaptive"
"CD4+ T cell","ERAP1","Adaptive"
"CD4+ T cell","HLA-B*2705","Adaptive"
"CD4+ T cell","ERAP2","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"Naive CD4+ T cell","CD4","Adaptive"
"Naive CD4+ T cell","CD45RA","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Memory CD4 T cell","CD45RO","Adaptive"
"Memory CD4 T cell","CD45RA","Adaptive"
"Cytotoxic CD4+ T cell","CD57","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ T cell","CD79A","Adaptive"
"CD4+ T cell","CD3D","Adaptive"
"CD4+ T cell","TRIM21","Adaptive"
"CD4+ T cell","IFN-γ","Adaptive"
"CD4+ T cell","HERV-H","Adaptive"
"CD4+ T cell","IL-10","Adaptive"
"CD4+ T cell","HERV-W","Adaptive"
"CD4+ T cell","TNF-α","Adaptive"
"CD4+ T cell","HERV-K","Adaptive"
"Memory CD4+ T cell","CD127","Adaptive"
"CD4+ T cell","KHDC3L MII-1","Adaptive"
"CD4+ T cell","KHDC3L MII-6","Adaptive"
"CD4+ T cell","KHDC3L MII-2","Adaptive"
"CD4+ T cell","KHDC3L MII-3","Adaptive"
"CD4+ T cell","KHDC3L MII-5","Adaptive"
"CD4+ T cell","TNFSF3","Adaptive"
"CD4+ T cell","LRRN3","Adaptive"
"CD4+ T cell","CCR7","Adaptive"
"CD4+ T cell","SELL","Adaptive"
"CD4+ T cell","TIGIT","Adaptive"
"CD4+ T cell","TNFRSF9","Adaptive"
"CD4+ T cell","IKZF2","Adaptive"
"CD4+ T cell","FOXP3","Adaptive"
"Naive CD4 T cell","TCF7","Adaptive"
"Naive CD4 T cell","MAL","Adaptive"
"Naive CD4 T cell","CCR7","Adaptive"
"Naive CD4 T cell","MYC","Adaptive"
"Central memory CD4+ T cell","CCR7","Adaptive"
"Naive CD4 T cell","TSHZ2","Adaptive"
"Central memory CD4+ T cell","MAL","Adaptive"
"Central memory CD4+ T cell","SELL","Adaptive"
"Central memory CD4+ T cell","TSHZ2","Adaptive"
"Central memory CD4+ T cell","LEF1","Adaptive"
"Central memory CD4+ T cell","TCF7","Adaptive"
"Naive CD4 T cell","NOSIP","Adaptive"
"Naive CD4 T cell","SOCS3","Adaptive"
"Central memory CD4+ T cell","MYC","Adaptive"
"Central memory CD4+ T cell","NOSIP","Adaptive"
"Central memory CD4+ T cell","SOCS3","Adaptive"
"Naive CD4 T cell","SELL","Adaptive"
"Naive CD4 T cell","LEF1","Adaptive"
"CD4+ T helper 1 cell","CXCR3","Adaptive"
"CD4+ T helper 17 cell","CD161","Adaptive"
"CD4+ T helper 17 cell","CCR6","Adaptive"
"CD4+ T cell","CCR7","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"Memory CD4+ T cell","GPR183","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"Memory CD4+ T cell","S100A4","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Effector memory CD4+ T cell","GPR183","Adaptive"
"CD4+ T cell","CD3E","Adaptive"
"Effector memory CD4+ T cell","GZMA","Adaptive"
"Effector memory CD4+ T cell","S100A4","Adaptive"
"Naive CD4+ T cell","SELL","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","S1PR1","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","GZMH","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","GNLY","Adaptive"
"Naive CD4+ T cell","CD3E","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","PRF1","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","KLRG1","Adaptive"
"Naive CD4+ T cell","TCF7","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","NKG7","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","S1PR5","Adaptive"
"Memory CD4+ T cell","IL7R","Adaptive"
"Memory CD4+ T cell","ANXA1","Adaptive"
"Naive CD4+ T cell","CD4","Adaptive"
"Memory CD4+ T cell","S1PR1","Adaptive"
"Memory CD4+ T cell","CD4","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","CD4","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","TBX21","Adaptive"
"Naive CD4+ T cell","S1PR1","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Naive CD4+ T cell","LEF1","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","CD3E","Adaptive"
"Memory CD4+ T cell","CD3E","Adaptive"
"Naive CD4+ T cell","CD27","Adaptive"
"Naive CD4+ T cell","SELL","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","CTSW","Adaptive"
"CD4+ recently activated effector memory or effector T cell (CTL)","CX3CR1","Adaptive"
"Naive CD4+ T cell","CD28","Adaptive"
"CD4+ T helper cell","CD3D","Adaptive"
"Effector memory CD4+ T cell","IL7R","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Effector memory CD4+ T cell","GZMA","Adaptive"
"Naive CD4+ T cell","IL7Rhi","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","FAM102A","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"CD4+ T cell","CCR7","Adaptive"
"Exhausted CD4+ T cell","PD1","Adaptive"
"Exhausted CD4+ T cell","LAG3","Adaptive"
"Exhausted CD4+ T cell","TIGIT","Adaptive"
"Exhausted CD4+ T cell","TIM3","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CCR7","Adaptive"
"CD4+ T cell","CD3G","Adaptive"
"Memory CD4+ T cell","S100A4","Adaptive"
"CD4+ T cell","SELL","Adaptive"
"CD4+ T cell","CD3D","Adaptive"
"Naive CD4+ T cell","SELL","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Memory CD4+ T cell","CD3D","Adaptive"
"Naive CD4+ T cell","CD3D","Adaptive"
"CD4+ T cell","IL32","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"CD4+ T cell","S100A4","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3D","Adaptive"
"CD4+ T cell","PTPRC","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD161","Adaptive"
"CD4+ T cell","CRTH2","Adaptive"
"CD4+ T helper cell","CD161","Adaptive"
"CD4+ T helper cell","CRTH2","Adaptive"
"CD4+ T cell","LTB","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD45","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ T cell","CD3E","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","EN1","Adaptive"
"CD4+ T cell","IKZF2","Adaptive"
"CD4+ T cell","SOX","Adaptive"
"CD4+ T cell","SOHLH2","Adaptive"
"CD4+ T cell","FOX","Adaptive"
"CD4+ T cell","rs75712673","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3D","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","ALDH1A1","Adaptive"
"Memory CD4+ T cell","CD161","Adaptive"
"Memory CD4+ T cell","CD45RO","Adaptive"
"Effector CD4+ T cell","CD62L","Adaptive"
"Memory CD4+ T cell","CCR6","Adaptive"
"Memory CD4+ T cell","CD26","Adaptive"
"Naive CD4+ T cell","CD62L","Adaptive"
"Regulatory CD4+ T cell","CD25","Adaptive"
"Memory CD4+ T cell","CD45RO","Adaptive"
"Regulatory CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","ZFP36L1","Adaptive"
"CD4+ T cell","ZFP36","Adaptive"
"Naive CD4+ T cell","TCF7","Adaptive"
"Naive CD4+ T cell","LEF1","Adaptive"
"Naive CD4+ T cell","SELL","Adaptive"
"Regulatory CD4+ T cell","IL2RA","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Regulatory CD4+ T cell","TIGIT","Adaptive"
"Regulatory CD4+ T cell","CTLA4","Adaptive"
"Regulatory CD4+ T cell","FOXP3","Adaptive"
"CD4+ T cell","RORA","Adaptive"
"Activated CD4+ T cell","CD69","Adaptive"
"Activated CD4+ T cell","STAT3","Adaptive"
"CD4+ T cell","LTB","Adaptive"
"Activated CD4+ T cell","SOCS3","Adaptive"
"CD4+ T cell","TNFAIP3","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"Activated CD4+ T cell","ICOS","Adaptive"
"Central memory CD4+ T cell","CD69","Adaptive"
"Effector memory CD4 T cell","CCR6","Adaptive"
"Regulatory CD4 T cell","FOXP3","Adaptive"
"Naive CD4 T cell","CCR7","Adaptive"
"CD4+ T cell","CD3D","Adaptive"
"Activated CD4+ T cell","CD3D","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CCR7","Adaptive"
"Activated CD4+ T cell","CD4","Adaptive"
"Activated CD4+ T cell","IL7R","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"CD4+ T cell","CCR7","Adaptive"
"CD4+ T cell","SELL","Adaptive"
"Central memory CD4+ T cell","CD3","Adaptive"
"Effector memory CD4+ T cell","CD3","Adaptive"
"Naive CD4+ T cell","CD3","Adaptive"
"Central memory CD4+ T cell","CD45RO","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Naive CD4+ T cell","CD4","Adaptive"
"Effector memory CD4+ T cell","CD4","Adaptive"
"Effector memory CD4+ T cell","CD45RO","Adaptive"
"Central memory CD4+ T cell","CD4","Adaptive"
"Naive CD4+ T cell","CD45RA","Adaptive"
"Central memory CD4+ T cell","CCR7","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3D","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"CD4+ T cell","Foxp3","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","IL4R","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"CD4+ T cell","STAT4","Adaptive"
"CD4+ T cell","IL12RB1","Adaptive"
"CD4+ T cell","STAT6","Adaptive"
"CD4+ T cell","MEIS2","Adaptive"
"CD4+ T cell","FOXO3","Adaptive"
"CD4+ T cell","EGFR","Adaptive"
"CD4+ T cell","CDKN2A","Adaptive"
"CD4+ T cell","TNFSF13","Adaptive"
"CD4+ T cell","IDH1","Adaptive"
"CD4+ T cell","IRF8","Adaptive"
"CD4+ T cell","TCF7","Adaptive"
"CD4+ T cell","SELL","Adaptive"
"CD4+ T cell","CCR7","Adaptive"
"CD4+ T cell","IL7R","Adaptive"
"CD4+ T cell","CD3D","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Naive CD4+ T cell","CD45RA","Adaptive"
"CD4+ T cell","DLA-CTC","Adaptive"
"CD4+ T cell","IL-10","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3E","Adaptive"
"Naive CD4+ T cell","TCF7","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"Naive CD4+ T cell","SELL","Adaptive"
"Naive CD4+ T cell","LEF1","Adaptive"
"Memory CD4+ T cell","CD69","Adaptive"
"Memory CD4+ T cell","AQP3","Adaptive"
"CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","CD3","Adaptive"
"CD4+ cytotoxic T2 cell","CCL5","Adaptive"
"Activated CD4+ T cell","CD4","Adaptive"
"Naive CD4+ T cell","CD3E","Adaptive"
"Activated CD4+ T cell","CD3E","Adaptive"
"Naive CD4+ T cell","CD4","Adaptive"
"CD4+ cytotoxic T2 cell","CD28","Adaptive"
"Naive CD4+ T cell","CD27","Adaptive"
"CD4+ cytotoxic T2 cell","NKG7","Adaptive"
"CD4+ cytotoxic T2 cell","CD3E","Adaptive"
"CD4+ cytotoxic T2 cell","CD4","Adaptive"
"CD4+ cytotoxic T1 cell","CCL4","Adaptive"
"CD4+ cytotoxic T1 cell","CD27","Adaptive"
"Naive CD4+ T cell","CD28","Adaptive"
"CD4+ cytotoxic T2 cell","GZMB","Adaptive"
"Naive CD4+ T cell","TCF7","Adaptive"
"Cytotoxic CD4+ T2 cell","NKG7","Adaptive"
"Cytotoxic CD4+ T2 cell","PRF1","Adaptive"
"CD4+ cytotoxic T1 cell","PRF1","Adaptive"
"CD4+ cytotoxic T1 cell","CD28","Adaptive"
"Activated CD4+ T cell","SELL","Adaptive"
"Naive CD4+ T cell","CCR7","Adaptive"
"CD4+ T cell","CD154","Adaptive"
"Activated CD4+ T cell","CCR7","Adaptive"
"CD4+ cytotoxic T2 cell","CD27","Adaptive"
"CD4+ cytotoxic T1 cell","GZMB","Adaptive"
"CD4+ cytotoxic T1 cell","CD4","Adaptive"
"Naive CD4+ T cell","SELL","Adaptive"
"CD4+ central memory like T (Tcm-like) cell","SELL","Adaptive"
"CD4+ central memory like T (Tcm-like) cell","CD28","Adaptive"
"CD4+ cytotoxic T1 cell","CCL3","Adaptive"
"CD4+ T cell","ACTG1","Adaptive"
"CD4+ central memory like T (Tcm-like) cell","CD3E","Adaptive"
"CD4+ central memory like T (Tcm-like) cell","CCR7","Adaptive"
"Cytotoxic CD4+ T2 cell","GZMB","Adaptive"
"CD4+ cytotoxic T1 cell","NKG7","Adaptive"
"CD4+ central memory like T (Tcm-like) cell","CD27","Adaptive"
"CD4+ central memory like T (Tcm-like) cell","CD4","Adaptive"
"CD4+ cytotoxic T1 cell","CD3E","Adaptive"
"CD4+ central memory like T (Tcm-like) cell","TCF7","Adaptive"
"CD4+ T cell","ACTB","Adaptive"
"Activated CD4+ T cell","CD154","Adaptive"
"CD4+ T cell","S100A10","Adaptive"
"CD4+ T cell","TUBB","Adaptive"
"CD4+ T cell","PFN1","Adaptive"
"Activated CD4+ T cell","TCF7","Adaptive"
"CD4+ T cell","S100A11","Adaptive"
"CD4+ T cell","S100A4","Adaptive"
"CD4+ T cell","MYO1G","Adaptive"
"CD4+ cytotoxic T lymphocyte","FGFBP2","Adaptive"
"CD4+ Terminally Differentiated Effector Memory Cell","CD4","Adaptive"
"CD4+ Terminally Differentiated Effector Memory Cell","CD45RA","Adaptive"
"Effector memory CD4+ T cell","CD4","Adaptive"
"CD4+ T cell","IRF7","Adaptive"
"CD4+ T cell","IRF9","Adaptive"
"CD4+ T cell","OAS2","Adaptive"
"CD4+ T cell","STAT2","Adaptive"
"CD4+ T cell","OAS1","Adaptive"
"CD8+ terminally differentiated effector memory re-expressing CD45RA T cell(CD8+ TEMRA)","CD3","Adaptive"
"CD8+ terminally differentiated effector memory re-expressing CD45RA T cell(CD8+ TEMRA)","CD8","Adaptive"
"Memory CD4+ T cell","CD25","Adaptive"
"Naive CD4+ T cell","CD27","Adaptive"
"Naive CD4+ T cell","CD4","Adaptive"
"Naive CD4+ T cell","CD3","Adaptive"
