"process","genes","set_size","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue"
"INNATE IMMUNE SYSTEM","XRCC6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SFPQ",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PYHIN1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MATR3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HEXIM1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GBP2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PRKDC",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SCG2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL18",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL23",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL4L1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL7",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL3L1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL24",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GCH1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SLC30A8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFITM2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","C9JQL5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFITM1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BST2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFITM3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM21",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL23R",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CIITA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ADAMTS13",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM65",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","UBE2N",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NMB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NMBR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EIF2AK2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NCK1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFIT2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PDE12",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STAT2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","HDAC4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","OAS2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNAR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFNAR2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFI27",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TBKBP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CTSH",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB4A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PSMB8",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB5B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","WDFY4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB3B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB10",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB6A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FLT1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CCL20",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RPS19",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL9",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SRP54",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ITGA1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TGFB2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","EDN3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PPIB",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DPEP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD300H",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","VAV1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BSG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PF4V1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXADR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PPIA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CXCL2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DAPK1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","WAS",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STXBP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","AQP4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STXBP4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD47",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STX4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CLDN1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GBP6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GBP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ACTG1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RAB43",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IL12RB1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RPS6KB1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MRC1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TDGF1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MYO1C",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ACTR2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ACTR3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FASLG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","VIM",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD58",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CALM1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GBP7",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","WNT5A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ACOD1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PPARG",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PML",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","REL",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","APOBEC3F",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB108B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MST1R",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BPI",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ADARB1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM27",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PTX3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB125",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SSC5D",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GSDMD",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","STMP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM26",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TARM1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM51G",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TAC1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RFPL4A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","METTL3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MIF",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIML2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CFD",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NLRP2B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","IFI6",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TAX1BP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LILRA5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TTC4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LILRA4",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CYBA",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PARP1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD46",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SERINC5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB131A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","SARM1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","LY86",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM23",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","JAK3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CD160",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FGR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","BPIFB3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","RFPL4AL1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","MAP4K2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM77",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","C1S",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM64C",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB128",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PELI3",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","APOBEC3A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TMEM33",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB108A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","VNN1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ADAR",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","APOBEC3H",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","GZMM",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB131B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","FRK",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NCF1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","NLRC5",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM40",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TNFAIP8L2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM64B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","C4B",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM22",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","TRIM48",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CLEC10A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB105A",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","ARG2",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","PARP9",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","CR1",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","DEFB124",542,"Manual","Innate","General","Innate immune system","General"
"INNATE IMMUNE SYSTEM","KRT16",542,"Manual","Innate","General","Innate immune system","General"
