"","...1","process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes","set_size_intervals"
"2300",2787,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CASP1",3
"2301",2788,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"FASLG",3
"2302",2789,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"SIRPA",3
"2303",2790,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL7",3
"2304",2791,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL23",3
"2305",2792,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"KIF5B",3
"2306",2793,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"VIM",3
"2307",2794,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CD58",3
"2308",2795,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CALM1",3
"2309",2796,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"GBP7",3
"2310",2797,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"IL12B",3
"2311",2798,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"WNT5A",3
"2312",2799,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"HLA-DPA1",3
"2313",2800,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"PDE12",3
"2314",2801,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"ACOD1",3
"2315",2802,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"ADAMTS13",3
"2316",2803,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"AIF1",3
"2317",2812,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL4R",3
"2318",2822,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL9R",3
"2319",2824,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"CD19",3
"2320",2825,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"PRKCD",3
"2321",2826,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"MPL",3
"2322",2828,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"FCGR2B",3
"2323",2830,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL9",3
"2324",2834,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"BCL10",3
"2325",2839,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"FCER1G",3
"2326",2840,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL2RB",3
"2327",2846,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"CD27",3
"2328",2864,"B CELLS","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"CSF2RB",3
"2329",63,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRB",NA
"2330",64,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRA",NA
"2331",80,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBC2",NA
"2332",167,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRDC",NA
"2333",171,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRGC1",NA
"2334",287,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGBP1",NA
"2335",339,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLC1",NA
"2336",340,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLC3",NA
"2337",341,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLC7",NA
"2338",344,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLC6",NA
"2339",401,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-2",NA
"2340",402,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-3",NA
"2341",403,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-74",NA
"2342",404,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLC2",NA
"2343",405,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV4-61",NA
"2344",406,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV4-30-2",NA
"2345",407,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-21",NA
"2346",408,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-38-3",NA
"2347",409,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV8-51-1",NA
"2348",410,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-16",NA
"2349",411,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-66",NA
"2350",412,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-30-3",NA
"2351",413,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-73",NA
"2352",414,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-72",NA
"2353",415,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-24",NA
"2354",417,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-8",NA
"2355",419,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-58",NA
"2356",420,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-35",NA
"2357",421,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-30-5",NA
"2358",422,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-45",NA
"2359",423,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-64",NA
"2360",424,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV4-28",NA
"2361",425,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-64D",NA
"2362",426,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV7-81",NA
"2363",427,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV2-70D",NA
"2364",429,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-38",NA
"2365",430,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-15",NA
"2366",431,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-49",NA
"2367",432,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV4-30-4",NA
"2368",434,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV4-38-2",NA
"2369",435,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-43D",NA
"2370",436,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-18",NA
"2371",437,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV5-10-1",NA
"2372",438,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV7-4-1",NA
"2373",439,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLL5",NA
"2374",440,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-43",NA
"2375",441,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV2-26",NA
"2376",442,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV4-31",NA
"2377",443,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV3-20",NA
"2378",444,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-69D",NA
"2379",445,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV5-51",NA
"2380",446,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLL1",NA
"2381",447,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-69-2",NA
"2382",448,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV6-1",NA
"2383",449,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV1-38-4",NA
"2384",451,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHV4-4",NA
"2385",452,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV6D-41",NA
"2386",453,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV16",NA
"2387",454,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV8-3",NA
"2388",456,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ2-7",NA
"2389",458,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV25-1",NA
"2390",459,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV1D-37",NA
"2391",460,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRGV1",NA
"2392",461,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV26-2",NA
"2393",463,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRGV10",NA
"2394",464,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV2D-29",NA
"2395",465,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV6D-21",NA
"2396",466,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV9-1",NA
"2397",467,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV6-8",NA
"2398",468,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRDV2",NA
"2399",469,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV35",NA
"2400",470,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRGV2",NA
"2401",471,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ2-6",NA
"2402",473,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV2-29",NA
"2403",474,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLJ1",NA
"2404",475,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV11-1",NA
"2405",477,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV39",NA
"2406",478,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV13-1",NA
"2407",479,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV3-21",NA
"2408",480,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV6-6",NA
"2409",481,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV27",NA
"2410",483,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBD1",NA
"2411",484,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV25",NA
"2412",486,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV40",NA
"2413",487,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ1-6",NA
"2414",488,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV3-10",NA
"2415",489,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV38-2DV8",NA
"2416",491,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHJ1",NA
"2417",492,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV6-3",NA
"2418",493,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV10-2",NA
"2419",494,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV9",NA
"2420",495,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV4-1",NA
"2421",497,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV6-5",NA
"2422",498,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV2D-26",NA
"2423",499,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV3D-11",NA
"2424",501,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV2",NA
"2425",502,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV10-1",NA
"2426",503,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV22",NA
"2427",505,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV3-16",NA
"2428",506,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV1D-42",NA
"2429",507,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV5-3",NA
"2430",508,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV38-1",NA
"2431",509,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ1-2",NA
"2432",510,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV6-2",NA
"2433",511,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV17",NA
"2434",512,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV4",NA
"2435",514,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ1-1",NA
"2436",515,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV19",NA
"2437",517,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV1D-43",NA
"2438",518,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV1-36",NA
"2439",520,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ2-1",NA
"2440",521,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV3-1",NA
"2441",522,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV2-28",NA
"2442",523,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV1-2",NA
"2443",524,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV5-37",NA
"2444",525,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKJ1",NA
"2445",526,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ2-2",NA
"2446",527,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV5-5",NA
"2447",528,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV12-1",NA
"2448",529,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV1-27",NA
"2449",530,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV5-6",NA
"2450",532,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV10-3",NA
"2451",533,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV3D-20",NA
"2452",534,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV8-6",NA
"2453",537,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ1-3",NA
"2454",538,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV9-49",NA
"2455",539,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRGV8",NA
"2456",540,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRGV4",NA
"2457",541,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV1-50",NA
"2458",542,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV9-2",NA
"2459",543,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV5-4",NA
"2460",544,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV3D-7",NA
"2461",545,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRDV3",NA
"2462",546,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ2-3",NA
"2463",547,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV4-2",NA
"2464",548,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV1-8",NA
"2465",550,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV30",NA
"2466",551,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV23DV6",NA
"2467",552,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV1-6",NA
"2468",553,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAJ42",NA
"2469",555,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV3-12",NA
"2470",557,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV5",NA
"2471",558,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV3-32",NA
"2472",559,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV13",NA
"2473",560,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV7-6",NA
"2474",561,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRDD1",NA
"2475",562,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV3-9",NA
"2476",563,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV5-7",NA
"2477",566,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV1-37",NA
"2478",567,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGLV10-54",NA
"2479",568,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGHD1-1",NA
"2480",569,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV26-1",NA
"2481",571,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV24-1",NA
"2482",572,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV20-1",NA
"2483",573,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ1-5",NA
"2484",574,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV8-2",NA
"2485",575,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRGV5",NA
"2486",576,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV2-40",NA
"2487",577,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRAV36DV7",NA
"2488",578,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ2-4",NA
"2489",580,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRDJ1",NA
"2490",581,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBV7-7",NA
"2491",582,"TCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"TRBJ2-5",NA
"2492",583,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV2D-24",NA
"2493",584,"BCR REPERTOIRE","BCR REPERTOIRE","Adaptive","General","General",NA,676,"IGKV6-21",NA
