"","...1","process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes","set_size_intervals"
"2061",2541,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"IL20RB",2
"2062",2542,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"MSN",2
"2063",2543,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CTPS1",2
"2064",2544,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"TNFRSF4",2
"2065",2545,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"IL2",2
"2066",2546,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"IDO1",2
"2067",2547,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"RC3H1",2
"2068",2548,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CD151",2
"2069",2549,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"SCGB1A1",2
"2070",2550,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"SPN",2
"2071",2551,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CCND3",2
"2072",2552,"T CELLS","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"PRDX2",2
"2073",2553,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"KDELR1",2
"2074",2554,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"DTX1",2
"2075",2555,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"GATA3",2
"2076",2556,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"ITPKB",2
"2077",2557,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"KIT",2
"2078",2558,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"CTNNB1",2
"2079",2559,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"IL2",2
"2080",2560,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"FOSL2",2
"2081",2561,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"PTPRC",2
"2082",2562,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"ZAP70",2
"2083",2563,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"VAV1",2
"2084",2564,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"PPP3CB",2
"2085",2565,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"SOX4",2
"2086",2566,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"PTPN2",2
"2087",2567,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"LIPA",2
"2088",2568,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"LMBR1L",2
"2089",2569,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"LFNG",2
"2090",2570,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"LEPR",2
"2091",2571,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"BCL2",2
"2092",2572,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"GPR89A",2
"2093",2573,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"LEP",2
"2094",2574,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"EGR1",2
"2095",2575,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"PKNOX1",2
"2096",2576,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"IL7R",2
"2097",2577,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"PIK3R1",2
"2098",2578,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"NRARP",2
"2099",2579,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"SP3",2
"2100",2580,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"RAG2",2
"2101",2581,"T CELLS","Differentiation, T cell","Adaptive","Cellular","T cell","GO:0030217",29,"GPR89B",2
"2102",2582,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"CD79A",2
"2103",2583,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"BTK",2
"2104",2584,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"ABL1",2
"2105",2585,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"BCAR1",2
"2106",2586,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"BCL2",2
"2107",2587,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"CTLA4",2
"2108",2588,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"CD79B",2
"2109",2589,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"SYK",2
"2110",2590,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"GRB2",2
"2111",2591,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"CD19",2
"2112",2592,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"MEF2C",2
"2113",2593,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"MNDA",2
"2114",2594,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"PLCG2",2
"2115",2596,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"PTPRC",2
"2116",2598,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"NCKAP1L",2
"2117",2600,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"SOS1",2
"2118",2601,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"ITK",2
"2119",2602,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"MAPK1",2
"2120",2603,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"BMX",2
"2121",2604,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"NFKBIA",2
"2122",2605,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"PTPN6",2
"2123",2606,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"MS4A1",2
"2124",2608,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"TEC",2
"2125",2609,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"CD38",2
"2126",2610,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"NFAM1",2
"2127",2611,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"NFKB1",2
"2128",2612,"B CELLS","Signaling, BCR, B cell","Adaptive","B cell","B cell","GO:0050853",31,"BANK1",2
"2129",2613,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD86",2
"2130",2614,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"PRKCQ",2
"2131",2615,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"WAS",2
"2132",2616,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CHRNA7",2
"2133",2617,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD28",2
"2134",2618,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CORO1A",2
"2135",2619,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"HSPD1",2
"2136",2620,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"RBX1",2
"2137",2621,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"NCK1",2
"2138",2622,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"SMAD3",2
"2139",2623,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"PPP3CA",2
"2140",2624,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"LAG3",2
"2141",2625,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"NLRC3",2
"2142",2626,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"PPP3CB",2
"2143",2627,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"FKBP1A",2
"2144",2628,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"MFAP3",2
"2145",2629,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"PIK3CG",2
"2146",2630,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"DPP4",2
"2147",2631,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"TNFAIP8L2",2
"2148",2632,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD7",2
"2149",2633,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD276",2
"2150",2634,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"VAV1",2
"2151",2635,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"PTPRC",2
"2152",2636,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD44",2
"2153",2637,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"ITK",2
"2154",2638,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"RASGRP1",2
"2155",2639,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD80",2
"2156",2640,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"DCAF12",2
"2157",2641,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD3G",2
"2158",2642,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"CD8B",2
"2159",2643,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"ADA",2
"2160",2644,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"ZAP70",2
"2161",2645,"T CELLS","Activation, T cell","Adaptive","Cellular","T cell","GO:0042110",33,"DDOST",2
"2162",2646,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"PLCG2",3
"2163",2647,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"PTPRC",3
"2164",2648,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"PAX5",3
"2165",2649,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"TOP2B",3
"2166",2650,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"IFNA8",3
"2167",2651,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"PIK3R1",3
"2168",2652,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"RAG1",3
"2169",2653,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"MSH2",3
"2170",2654,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"RAG2",3
"2171",2655,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"IL2RG",3
"2172",2656,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"ADGRG3",3
"2173",2657,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"FZD9",3
"2174",2658,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"MS4A1",3
"2175",2659,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"EP300",3
"2176",2660,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"PTPRJ",3
"2177",2661,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"YY1",3
"2178",2662,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"STAT5B",3
"2179",2663,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"PTPN2",3
"2180",2664,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"LYL1",3
"2181",2665,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"SYK",3
"2182",2666,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"CEBPG",3
"2183",2667,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"JAK3",3
"2184",2668,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"CD79B",3
"2185",2669,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"CD79A",3
"2186",2670,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"CR2",3
"2187",2671,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"BCL6",3
"2188",2672,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"KIT",3
"2189",2673,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"SP3",3
"2190",2674,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"ZBTB7A",3
"2191",2675,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"NFAM1",3
"2192",2676,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"ITGA4",3
"2193",2677,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"CD40LG",3
"2194",2678,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"IL10",3
"2195",2679,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"IL11",3
"2196",2680,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"BCL2",3
"2197",2681,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"HDAC4",3
"2198",2682,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"TPD52",3
"2199",2683,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"TCF3",3
"2200",2684,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"RBPJ",3
"2201",2685,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"FOSL2",3
"2202",2686,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"IFNE",3
"2203",2687,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"HHEX",3
"2204",2688,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"FLT3",3
"2205",2689,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"VCAM1",3
"2206",2690,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"ADAM17",3
"2207",2691,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"IL9",3
"2208",2692,"B CELLS","Differentiation, B cell","Adaptive","B cell","B cell","GO:0030183",47,"CDH17",3
"2209",2693,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"GATA3",3
"2210",2694,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"SKAP1",3
"2211",2695,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"THEMIS2",3
"2212",2696,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"THEMIS",3
"2213",2697,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD3G",3
"2214",2698,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"KHDRBS1",3
"2215",2699,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PTPRC",3
"2216",2700,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CACNB3",3
"2217",2701,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ZAP70",3
"2218",2702,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTK",3
"2219",2703,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PDE4B",3
"2220",2704,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PDE4D",3
"2221",2705,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"RC3H1",3
"2222",2706,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD247",3
"2223",2707,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ITK",3
"2224",2708,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"UBE2N",3
"2225",2709,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ABL1",3
"2226",2710,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"NFKBID",3
"2227",2712,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BRAF",3
"2228",2713,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CRKL",3
"2229",2714,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PLCG2",3
"2230",2715,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"DENND1B",3
"2231",2716,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"MAPK1",3
"2232",2717,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"TXK",3
"2233",2718,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"VTCN1",3
"2234",2719,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PSEN1",3
"2235",2720,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"FYB2",3
"2236",2721,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CTLA4",3
"2237",2722,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL8",3
"2238",2723,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD8B",3
"2239",2724,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTN3A2",3
"2240",2725,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BCL10",3
"2241",2727,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CSK",3
"2242",2728,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD28",3
"2243",2729,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL10P",3
"2244",2730,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"TEC",3
"2245",2731,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ZNF683",3
"2246",2733,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD276",3
"2247",2734,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PLCG1",3
"2248",2735,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"EIF2B2",3
"2249",2736,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"FOSL2",3
"2250",2737,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PTPN6",3
"2251",2738,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BCAR1",3
"2252",2739,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL9",3
"2253",2740,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL3",3
"2254",2741,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTN2A1",3
"2255",2742,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"HLA-DRB3",3
"2256",2743,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PTPRJ",3
"2257",2744,"T CELLS","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PIK3CA",3
"2258",2745,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"DAPK1",3
"2259",2746,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"WAS",3
"2260",2747,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL5",3
"2261",2748,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL4",3
"2262",2749,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"STXBP1",3
"2263",2750,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"NOS2",3
"2264",2751,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"AQP4",3
"2265",2752,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL8",3
"2266",2753,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"STXBP4",3
"2267",2754,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CD47",3
"2268",2755,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"STX4",3
"2269",2756,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"STAT1",3
"2270",2757,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CLDN1",3
"2271",2758,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"GBP6",3
"2272",2759,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL1",3
"2273",2760,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"GBP2",3
"2274",2761,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL3",3
"2275",2762,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"GBP1",3
"2276",2763,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL4L1",3
"2277",2764,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL3L1",3
"2278",2765,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"ACTG1",3
"2279",2766,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"RAB43",3
"2280",2767,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL18",3
"2281",2768,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL2",3
"2282",2769,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"FCAR",3
"2283",2770,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"IL12RB1",3
"2284",2771,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"RPS6KB1",3
"2285",2772,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"MRC1",3
"2286",2773,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CX3CL1",3
"2287",2774,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"XCL1",3
"2288",2775,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"TDGF1",3
"2289",2776,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"TLR4",3
"2290",2777,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"IRF8",3
"2291",2778,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CDC42",3
"2292",2779,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"RPL13A",3
"2293",2780,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL20",3
"2294",2781,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"LGALS9",3
"2295",2782,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"STXBP3",3
"2296",2783,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"MYO1C",3
"2297",2784,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"ACTR2",3
"2298",2785,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"CCL24",3
"2299",2786,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon II","Innate","Interferon","Undefined","GO:0071346",59,"ACTR3",3
