"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"7350","I (D26, severe)","BNT-I (D26, mild)",164,121,249,1228,1585,"RAB32,ADD2,ANKHD1,LY9,CD40LG,CST7,LTF,VIM,GCNT4,ITGA7,S100A8,HMGN2,CHIT1,FBXO9,SRPK1,S1PR1,ARG1,TRIM68,IL7R,ANXA3,DNAJA3,LCN2,S100A9,ITGB7,NFKBIA,TLR2,CD40,HP,IL18RAP,AKIRIN2,ANXA1,CCR7,OLR1,LY96,RORC,IL1R2,KLRC4,ADAM9,IL21R,SCART1,PPARG,IL1R1,CEACAM8,APOBEC3D,RIOK3,SOS2,CD24,CYP26B1,POLR3H,IL18,MEN1,FCER1G,MAP2K6,DTX1,ETS1,KLRC3,SLPI,TLR10,RFTN1,TRIM32,FNIP1,CD1C,S100A12,JAG1,RNF135,DEFA4,CAMK4,BCL6,BPI,IRAK3,CD3G,CRISP3,KLRG1,TESPA1,CCNB2,NFIL3,TCF7,NCR1,PPP2CA,PELI1,CARD11,ALPK1,LILRA6,CTSF,NFKBIZ,CD79B,JMJD6,CAMP,TLR5,CD5,TBX21,IFNGR1,NCR3,TARM1,SLC18A2,CLEC5A,CCR9,JAK2,CR1,EOMES,DNASE1L3,VSIG4,VNN1,ADARB1,CD6,HMGB3,LCK,PLD4,ITGA9,RAF1,SPN,SLC15A4,FUT4,NLRC3,BCL3,PLCG1,KLF6,FTH1,JAK3,CHUK,CD247,FLNB,TRIM64B,SIT1,LAT,CD177,HHEX,TRIM25,ZAP70,CD96,CR1L,HLA-DPA1,ACE,CD248,A2M,DNASE1,TMEM229B,BST1,BCL10,ACTR3,CD2,PRF1,SH2D2A,TRAT1,CTSK,SCRIB,CD3E,PPP2R3C,GATA3,IL10,LEF1,HMGB2,SEMG1,CD55,APOBEC3A,DNAJB9,CLEC4D,ITK,CLNK,GNLY,TLR3,HLA-DPB1,MFHAS1,FASLG",13.36,10.35,2.34474182555531e-40,2.3678525690776e-40
"7351","I (D51, moderate)","BNT-I (D26, mild)",7,278,3,1228,26,"ANKHD1,LTF,DNAJA3,OLR1,CYP26B1,BPI,CR1L",0.57,26.92,3.04573475305183e-05,7.35458053316385e-06
"7352","I (D51, severe)","BNT-I (D26, mild)",112,173,180,1228,1214,"RAB32,ADD2,ANKHD1,LY9,CD40LG,CST7,LTF,GAPDH,GCNT4,ITGA7,S100A8,CHIT1,SRPK1,S1PR1,ARG1,IL7R,ANXA3,LCN2,C1R,GPER1,S100A9,NFKBIA,TLR2,IL18RAP,AKIRIN2,STXBP4,CCR7,OLR1,LY96,RORC,IL1R2,KLRC4,ADAM9,SCART1,PPARG,IL1R1,CEACAM8,RIOK3,SOS2,CD24,CYP26B1,MAP2K6,DTX1,ETS1,SLPI,TRIM32,CD1C,S100A12,JAG1,DEFA4,BCL6,BPI,IRAK3,CD3G,TUBB4B,CRISP3,TESPA1,CCNB2,NFIL3,PPP2CA,PELI1,ALPK1,NFKBIZ,TBKBP1,JMJD6,CAMP,TLR5,ADM,TARM1,CCR9,JAK2,CR1,DNASE1L3,VNN1,SPN,SLC15A4,ACTG1,ALOX5,FUT4,BCL3,KLF6,FTH1,CHUK,TRIM64B,ADGRG3,CD177,TRIM25,CD248,BCL10,HLA-C,ACTR3,CCND3,MAPKAPK2,TRAT1,RAP1GAP,IGF1R,LGALS3,IFI30,CD3E,IL10,LEF1,HMGB2,PI3,CD55,APOBEC3A,CLEC4D,DYSF,ITK,CLNK,FUT7,PRKCD,IFNGR2",9.12,9.23,6.12782914828547e-51,1.06755025225865e-50
"7353","I-I (D1)","BNT-I (D26, mild)",11,274,3,1228,50,"FCRL1,CD22,FCER2,BANK1,CD79A,PAX5,MS4A1,TNFRSF13C,BLK,CD19,VPREB3",0.9,22,9.23872875092389e-05,2.13632080078221e-05
"7354","ZF2001 (V3, D07)","BNT-I (D26, mild)",20,265,141,1228,651,"CHIT1,NFKBIA,CDC42,CYP26B1,GPR183,BCL6,NFIL3,PPP2CA,PELI1,ALPK1,NFKBIZ,ADM,TARM1,FUT4,BCL3,FTH1,CD177,CR1L,KRT1,FASLG",1.63,3.07,1.39551655885086e-91,1.8209996415029e-90
"7355","ZF2001 (V3, D14)","BNT-I (D26, mild)",4,281,22,1228,98,"NFKBIA,ADM,KLF6,A2M",0.33,4.08,6.96710827929651e-30,4.92728835766338e-30
"7356","ZF2001 (V3, D28)","BNT-I (D26, mild)",2,283,15,1228,93,"NFKBIA,KLF6",0.16,2.15,1.76901936294237e-23,9.98536222429579e-24
"7357","BNT-I (D3)","BNT-I (D26, severe)",15,48,77,265,331,"RAB32,PELI1,F12,NFKBIA,S100A8,JAG1,SLC18A2,HLA-DRB5,NFIL3,JMJD6,CLEC10A,S100A12,S100A9,TLR2,CXCL5",5.66,4.53,1.40085225388035e-24,8.30152001368484e-25
"7358","BNT-I (D4)","BNT-I (D26, severe)",3,60,9,265,34,"PELI1,JMJD6,CD248",1.13,8.82,2.58479887638587e-09,7.87263936085438e-10
"7359","BNT-I-BNT (D51, mild)","BNT-I (D26, severe)",15,48,42,265,234,"ANKHD1,ADD2,LTF,RORC,S1PR1,CR2,VPREB3,CCR7,CD40,LY9,BPI,FCRL1,LCN2,TLR2,CRISP3",5.66,6.41,5.83814745983798e-17,2.62695073659872e-17
"7360","BNT-I-BNT (D51, severe)","BNT-I (D26, severe)",4,59,5,265,22,"ANKHD1,PPBP,RORC,TREML1",1.51,18.18,1.20873419819864e-05,2.99816257852415e-06
"7361","BNT-MO (V3, D1)","BNT-I (D26, severe)",5,58,166,265,624,"PELI1,NFKBIA,NFIL3,RIPK2,CXCL2",1.89,0.8,6.07825571481858e-49,9.27764007541086e-49
"7362","ChAd (V1, D3)","BNT-I (D26, severe)",1,62,122,265,511,"CXCL2",0.38,0.2,5.84142835181118e-49,8.93665185716576e-49
"7363","ChAd (V1, D6)","BNT-I (D26, severe)",1,62,82,265,176,"CCNB2",0.38,0.57,9.71980678641194e-41,9.93623114102146e-41
"7364","ChAd (V1, D7)","BNT-I (D26, severe)",1,62,30,265,151,"CCNB2",0.38,0.66,1.40932363037666e-23,7.99572343925138e-24
"7365","ChAd (V2, D1)","BNT-I (D26, severe)",1,62,126,265,427,"CXCL2",0.38,0.23,1.17233252531573e-49,1.88906022961904e-49
"7366","ChAd (V2, D3)","BNT-I (D26, severe)",3,60,7,265,28,"RORC,N4BP3,PLEC",1.13,10.71,1.00102211030943e-07,2.8037693003814e-08
"7367","ChAd (V2, D7)","BNT-I (D26, severe)",0,63,1,265,15,"",0,0,0.015625,0.00296587713957255
"7368","ChAd-BNT (V2, D3)","BNT-I (D26, severe)",5,58,151,265,606,"PPBP,TREML1,SELP,CXCL5,PLEC",1.89,0.83,5.72062874080011e-47,7.94791644114043e-47
"7369","ChAd-BNT (V2, D7)","BNT-I (D26, severe)",6,57,86,265,406,"CCNB2,PPBP,TREML1,SELP,CXCL5,CXCL2",2.26,1.48,8.99222747673358e-35,7.44314155034613e-35
"7370","ChAd-BNT (V3, D1)","BNT-I (D26, severe)",5,58,203,265,785,"HLA-DPA1,VPREB3,CD40,RIPK2,CXCL2",1.89,0.64,3.10758305165669e-53,6.0825945637655e-53
"7371","I (D10, moderate)","BNT-I (D26, severe)",43,20,348,265,1572,"ANKHD1,RAB32,PELI1,POLR3H,ADD2,CCNB2,LTF,PPBP,RORC,F12,TRIM64B,NFKBIA,HLA-B,S100A8,S1PR1,JAG1,HLA-DOA,N4BP3,CCR7,TRIM32,CH25H,AKIRIN2,LY9,NFIL3,JUN,PLD4,JMJD6,CLEC10A,SELP,S100A12,S100A9,BPI,CD248,LY96,SPN,LCN2,TLR2,CXCL2,HLA-C,LFNG,CRISP3,PLEC,IRAK1BP1",16.23,2.74,2.77507811964929e-18,1.32482184856787e-18
"7372","I (D10, severe)","BNT-I (D26, severe)",53,10,376,265,1793,"ANKHD1,HLA-DPA1,MAD1L1,RAB32,PELI1,POLR3H,ECSIT,PPP2CA,ADD2,CCNB2,LTF,PPBP,RORC,F12,TRIM64B,NFKBIA,HLA-B,S100A8,S1PR1,XKR8,JAG1,HLA-DOA,SLC18A2,CCR7,TRIM32,CH25H,AKIRIN2,CD40,LY9,TREML1,NFIL3,PLD4,JMJD6,CLEC10A,MAPKAPK2,SELP,MAP3K8,S100A12,TUBB4B,S100A9,BPI,CD248,LY96,TP53,SPN,LCN2,TLR2,CXCL2,HLA-C,LFNG,CRISP3,IRAK1BP1,CD79B",20,2.96,1.9342372785305e-09,5.92372740503873e-10
"7373","I (D26, moderate)","BNT-I (D26, severe)",37,26,209,265,1024,"ANKHD1,RAB32,PELI1,CCNB2,LTF,PPBP,RORC,F12,TRIM64B,NFKBIA,S100A8,S1PR1,CR2,JAG1,HLA-DOA,SLC18A2,N4BP3,CCR7,TRIM32,CH25H,AKIRIN2,LY9,TREML1,NFIL3,PLD4,JMJD6,SELP,S100A12,S100A9,BPI,CD248,LY96,LCN2,TLR2,CXCL2,CRISP3,IRAK1BP1",13.96,3.61,2.48684200346621e-19,1.22773134596649e-19
"7374","I (D26, severe)","BNT-I (D26, severe)",48,15,365,265,1585,"ANKHD1,HLA-DPA1,MAD1L1,RAB32,PELI1,POLR3H,ECSIT,PPP2CA,ADD2,CCNB2,LTF,PPBP,RORC,F12,TRIM64B,NFKBIA,S100A8,S1PR1,JAG1,SLC18A2,CCR7,TRIM32,CH25H,AKIRIN2,CD40,LY9,TREML1,NFIL3,JUN,PLD4,JMJD6,CLEC10A,SELP,MAP3K8,S100A12,S100A9,BPI,CD248,LY96,TP53,SPN,LCN2,TLR2,CXCL2,LFNG,CRISP3,PLEC,CD79B",18.11,3.03,6.90939104399513e-14,2.62452499506148e-14
"7375","I (D51, moderate)","BNT-I (D26, severe)",3,60,7,265,26,"ANKHD1,LTF,BPI",1.13,11.54,1.00102211030943e-07,2.8037693003814e-08
"7376","I (D51, severe)","BNT-I (D26, severe)",42,21,250,265,1214,"ANKHD1,RAB32,PELI1,PPP2CA,ADD2,CCNB2,LTF,PPBP,RORC,F12,TRIM64B,NFKBIA,HLA-B,S100A8,S1PR1,JAG1,CCR7,TRIM32,CH25H,AKIRIN2,LY9,TREML1,NFIL3,JMJD6,CLEC10A,MAPKAPK2,SELP,RIPK2,MAP3K8,S100A12,TUBB4B,S100A9,BPI,CD248,LY96,SPN,LCN2,TLR2,CXCL2,HLA-C,CRISP3,KAT7",15.85,3.46,1.09922189794731e-16,4.87359820370583e-17
"7377","I-I (D1)","BNT-I (D26, severe)",2,61,12,265,50,"VPREB3,FCRL1",0.75,4,3.48340166976843e-12,1.21562019102287e-12
"7378","ZF2001 (V3, D07)","BNT-I (D26, severe)",7,56,154,265,651,"PELI1,PPP2CA,NFKBIA,NFIL3,RIPK2,MAP3K8,CXCL2",2.64,1.08,1.37322673737871e-44,1.70817952157566e-44
"7379","ZF2001 (V3, D14)","BNT-I (D26, severe)",2,61,24,265,98,"NFKBIA,CXCL2",0.75,2.04,1.89672929842524e-19,9.4546537417761e-20
"7380","ZF2001 (V3, D28)","BNT-I (D26, severe)",2,61,15,265,93,"NFKBIA,CXCL2",0.75,2.15,3.11361419559721e-14,1.20892406656079e-14
"7381","BNT-I (D4)","BNT-I (D3)",3,89,9,331,34,"JMJD6,RAP1GAP,PELI1",0.91,8.82,1.05347854409246e-10,3.39673013517047e-11
"7382","BNT-I-BNT (D51, mild)","BNT-I (D3)",2,90,55,331,234,"FCER2,TLR2",0.6,0.85,1.45923231876412e-38,1.35252417934896e-38
"7383","BNT-I-BNT (D51, severe)","BNT-I (D3)",0,92,9,331,22,"",0,0,4.78853883678392e-13,1.73098883980836e-13
"7384","BNT-MO (V3, D1)","BNT-I (D3)",17,75,154,331,624,"NFIL3,FCGR1A,RGS1,HP,IRF1,FOSL1,PELI1,ICAM1,NFKBIA,GBP2,GBP5,TNFAIP3,LILRA5,GBP6,NR4A3,RAB20,SECTM1",5.14,2.72,5.11889467991068e-47,7.14172062924736e-47
"7385","ChAd (V1, D3)","BNT-I (D3)",8,84,115,331,511,"FCGR1A,ADGRG3,IL1R2,EDNRB,GBP5,C4BPA,LILRA5,SECTM1",2.42,1.57,3.23247330324768e-49,5.03792982817863e-49
"7386","ChAd (V1, D6)","BNT-I (D3)",1,91,82,331,176,"VSIG4",0.3,0.57,7.63779138833467e-50,1.25194947104557e-49
"7387","ChAd (V1, D7)","BNT-I (D3)",0,92,31,331,151,"",0,0,8.4205918767226e-30,5.93001582842849e-30
"7388","ChAd (V2, D1)","BNT-I (D3)",4,88,123,331,427,"FCGR1A,GBP2,GBP5,GBP6",1.21,0.94,3.36566684067837e-56,7.59266345734547e-56
"7389","ChAd (V2, D3)","BNT-I (D3)",2,90,8,331,28,"RAB43,CHGA",0.6,7.14,2.41821211257589e-10,7.67433943402021e-11
"7390","ChAd (V2, D7)","BNT-I (D3)",0,92,1,331,15,"",0,0,0.010752688172043,0.0020826147435936
"7391","ChAd-BNT (V2, D3)","BNT-I (D3)",12,80,144,331,606,"FCGR1A,ADGRG3,DYSF,IL1R2,RAB43,NFKBIZ,GBP2,EBI3,GBP5,TRIM25,CXCL5,SECTM1",3.63,1.98,1.5430364315852e-50,2.65344602158127e-50
"7392","ChAd-BNT (V2, D7)","BNT-I (D3)",11,81,81,331,406,"FCGR1A,ADGRG3,IL1R2,RAP1GAP,TREM1,ICAM1,FPR1,C4BPA,CXCL5,NR4A3,ADM",3.32,2.71,1.14057813396859e-37,1.03272037308941e-37
"7393","ChAd-BNT (V3, D1)","BNT-I (D3)",16,76,192,331,785,"FCGR1A,RGS1,CLEC4D,IRF1,FOSL1,ACKR3,ICAM1,NFKBIZ,GBP2,VSIG4,GBP5,TRIM25,TNFAIP3,GBP6,RAB20,SECTM1",4.83,2.04,1.34186924497606e-53,2.65776124358146e-53
"7394","I (D10, moderate)","BNT-I (D3)",49,43,342,331,1572,"CD177,S100A12,FCAR,S100A8,NFIL3,FCGR1A,CLEC4D,ANXA3,BMX,HP,S100A9,SRPK1,IL1R2,JMJD6,EDNRB,CR1,ARG1,ITGA7,PELI1,ICAM1,CLEC10A,C1R,NFKBIZ,VNN1,JAG1,NFKBIA,GBP2,BCL3,VSIG4,GPR15,IL18R1,BCL6,TLR2,CLEC4E,TRIM25,LILRA5,GBP6,CST7,IFNL1,IRAK3,F12,RAB20,MAP2K6,AIRE,ADM,RAB32,CLEC5A,TLR5,NAIP",14.8,3.12,6.81153639446741e-34,5.4223037973188e-34
"7395","I (D10, severe)","BNT-I (D3)",59,33,370,331,1793,"CD177,S100A12,FCAR,S100A8,NFIL3,CLEC4D,ANXA3,BMX,HP,ADGRG3,DYSF,CD55,S100A9,SRPK1,IL1R2,JMJD6,NLRP9,CR1,RAB43,RAP1GAP,ARG1,JAK3,RABGEF1,ITGA7,PELI1,TREM1,SLC18A2,CLEC10A,C1R,NFKBIZ,VNN1,FPR1,JAG1,NFKBIA,BCL3,VSIG4,GPR15,IL18R1,BCL6,TREML2,SKAP2,TLR2,CLEC4E,TRIM25,TNFAIP3,CHGA,LILRA5,CST7,IFNL1,SEMA4A,TENM1,IRAK3,F12,RAB20,MAP2K6,CXCL16,RAB32,TLR5,NAIP",17.82,3.29,3.37255187065313e-26,2.11139950661272e-26
"7396","I (D26, moderate)","BNT-I (D3)",40,52,206,331,1024,"CD177,S100A12,FCAR,S100A8,NFIL3,CLEC4D,ANXA3,BMX,HP,S100A9,SRPK1,IL1R2,JMJD6,EDNRB,CR1,ARG1,ITGA7,PELI1,SLC18A2,C1R,VNN1,JAG1,NFKBIA,VSIG4,GPR15,IL18R1,BCL6,TLR2,CLEC4E,TRIM25,LILRA5,CST7,SEMA4A,IRAK3,F12,MAP2K6,RAB32,CLEC5A,TLR5,NAIP",12.08,3.91,3.78798060249502e-33,2.9244589044818e-33
"7397","I (D26, severe)","BNT-I (D3)",54,38,359,331,1585,"CD177,S100A12,FCAR,S100A8,NFIL3,FCGR1A,CLEC4D,ANXA3,BMX,HP,CD55,S100A9,SRPK1,IL1R2,JMJD6,NLRP9,CR1,PRR7,RAB43,ARG1,JAK3,RABGEF1,ACKR3,ITGA7,PELI1,SLC18A2,ICAM1,CLEC10A,NFKBIZ,VNN1,JAG1,NFKBIA,BCL3,VSIG4,GPR15,IL18R1,BCL6,TLR2,CLEC4E,TRIM25,TNFAIP3,CST7,IFNL1,TENM1,KIR2DL3,IRAK3,F12,RAB20,MAP2K6,CXCL16,RAB32,CLEC5A,TLR5,NAIP",16.31,3.41,3.70921823234501e-30,2.65141523364008e-30
"7398","I (D51, moderate)","BNT-I (D3)",0,92,10,331,26,"",0,0,4.69464591841562e-14,1.79762091545793e-14
"7399","I (D51, severe)","BNT-I (D3)",61,31,231,331,1214,"CD177,S100A12,FCAR,S100A8,NFIL3,FCGR1A,CLEC4D,ANXA3,BMX,ADGRG3,DYSF,CD55,S100A9,SRPK1,IL1R2,JMJD6,CR1,IRF1,FOSL1,RAP1GAP,ARG1,RABGEF1,ITGA7,PELI1,TREM1,ICAM1,CLEC10A,C1R,NFKBIZ,VNN1,FPR1,JAG1,NFKBIA,GBP2,BCL3,ZDHHC18,SLC15A3,GPR15,IL18R1,BCL6,TREML2,TLR2,CLEC4E,TRIM25,TNFAIP3,CHGA,GBP6,CST7,KIR2DL3,IRAK3,F12,NR4A3,RAB20,SH2B2,MAP2K6,ADM,TNFSF9,RAB32,NFKBID,TLR5,SECTM1",18.43,5.02,1.77774405190984e-19,8.88865850045167e-20
"7400","I-I (D1)","BNT-I (D3)",1,91,13,331,50,"FCER2",0.3,2,1.0027399049043e-15,4.22888954455369e-16
"7401","ZF2001 (V3, D07)","BNT-I (D3)",17,75,144,331,651,"CD177,NFIL3,RGS1,PRR7,FOSL1,PELI1,ICAM1,NFKBIZ,NFKBIA,BCL3,BCL6,TNFAIP3,NR4A3,RAB20,AIRE,ADM,IL13",5.14,2.61,2.11127279361983e-45,2.72810248565608e-45
"7402","ZF2001 (V3, D14)","BNT-I (D3)",2,90,24,331,98,"NFKBIA,ADM",0.6,2.04,7.39190318479914e-23,4.10624156089998e-23
"7403","ZF2001 (V3, D28)","BNT-I (D3)",2,90,15,331,93,"NFKBIA,TNFAIP3",0.6,2.15,1.80355264151366e-16,7.91203654221988e-17
"7404","BNT-I-BNT (D51, mild)","BNT-I (D4)",0,12,57,34,234,"",0,0,1.13441918406699e-13,4.25324350163188e-14
"7405","BNT-I-BNT (D51, severe)","BNT-I (D4)",0,12,9,34,22,"",0,0,3.40217058483311e-06,8.70149420776985e-07
"7406","BNT-MO (V3, D1)","BNT-I (D4)",2,10,169,34,624,"PELI1,PDE4B",5.88,0.32,8.17400829269403e-15,3.26516489968502e-15
"7407","ChAd (V1, D3)","BNT-I (D4)",1,11,122,34,511,"CYP26B1",2.94,0.2,2.91935091316494e-15,1.20372647700326e-15
"7408","ChAd (V1, D6)","BNT-I (D4)",1,11,82,34,176,"EPB42",2.94,0.57,1.73806429670879e-13,6.45105272057778e-14
"7409","ChAd (V1, D7)","BNT-I (D4)",1,11,30,34,151,"EPB42",2.94,0.66,2.80337062033053e-09,8.5305449715815e-10
"7410","ChAd (V2, D1)","BNT-I (D4)",0,12,127,34,427,"",0,0,1.50073888312041e-17,6.92603874777303e-18
"7411","ChAd (V2, D3)","BNT-I (D4)",0,12,10,34,28,"",0,0,1.54644117492415e-06,4.02798219687195e-07
"7412","ChAd (V2, D7)","BNT-I (D4)",0,12,1,34,15,"",0,0,0.0769230769230769,0.0139070774264068
"7413","ChAd-BNT (V2, D3)","BNT-I (D4)",0,12,156,34,606,"",0,0,1.41668400186002e-18,6.7924830879873e-19
"7414","ChAd-BNT (V2, D7)","BNT-I (D4)",3,9,89,34,406,"SNCA,EPB42,RAP1GAP",8.82,0.74,1.05347854409247e-10,3.39673013517047e-11
"7415","ChAd-BNT (V3, D1)","BNT-I (D4)",1,11,207,34,785,"PDE4B",2.94,0.13,1.11251823178036e-17,5.1594128157563e-18
"7416","I (D10, moderate)","BNT-I (D4)",4,8,387,34,1572,"CYP26B1,PELI1,JMJD6,CD248",11.76,0.25,3.33435723365655e-14,1.29011588442839e-14
"7417","I (D10, severe)","BNT-I (D4)",6,6,423,34,1793,"RAP1GAP,PELI1,DNAJB9,JMJD6,CD248,TMIGD2",17.65,0.33,1.01650170698847e-10,3.28386983390387e-11
"7418","I (D26, moderate)","BNT-I (D4)",5,7,241,34,1024,"SNCA,PELI1,JMJD6,CD248,TMIGD2",14.71,0.49,6.54143371109652e-11,2.13187751601704e-11
"7419","I (D26, severe)","BNT-I (D4)",7,5,406,34,1585,"CYP26B1,PELI1,EPHB3,DNAJB9,JMJD6,CD248,TMIGD2",20.59,0.44,7.62873137080964e-09,2.26343533333698e-09
"7420","I (D51, moderate)","BNT-I (D4)",3,9,7,34,26,"CYP26B1,SNCA,EPB42",8.82,11.54,0.00309597523219814,0.000632011411504346
"7421","I (D51, severe)","BNT-I (D4)",5,7,287,34,1214,"CYP26B1,RAP1GAP,PELI1,JMJD6,CD248",14.71,0.41,2.00531747545364e-11,6.72645921118216e-12
"7422","I-I (D1)","BNT-I (D4)",0,12,14,34,50,"",0,0,1.03544322147095e-07,2.89408935778392e-08
"7423","ZF2001 (V3, D07)","BNT-I (D4)",4,8,157,34,651,"CYP26B1,PELI1,EPHB3,PDE4B",11.76,0.61,3.54874477120406e-11,1.17730470396068e-11
"7424","ZF2001 (V3, D14)","BNT-I (D4)",0,12,26,34,98,"",0,0,3.69347803889797e-10,1.16382223322027e-10
"7425","ZF2001 (V3, D28)","BNT-I (D4)",0,12,17,34,93,"",0,0,1.9269331981397e-08,5.59252129693975e-09
"7426","BNT-I-BNT (D51, severe)","BNT-I-BNT (D51, mild)",3,54,6,234,22,"ANKHD1,RORC,TRIM68",1.28,13.64,1.23628458158412e-06,3.24041619759928e-07
"7427","BNT-MO (V3, D1)","BNT-I-BNT (D51, mild)",0,57,171,234,624,"",0,0,3.41430540774334e-55,7.37728721233147e-55
"7428","ChAd (V1, D3)","BNT-I-BNT (D51, mild)",0,57,123,234,511,"",0,0,2.45028346121165e-48,3.61563705883808e-48
"7429","ChAd (V1, D6)","BNT-I-BNT (D51, mild)",1,56,82,234,176,"POU2AF1",0.43,0.57,1.66290074132225e-38,1.53276004742339e-38
"7430","ChAd (V1, D7)","BNT-I-BNT (D51, mild)",2,55,29,234,151,"DEFA4,AZU1",0.85,1.32,6.8775541384966e-21,3.60392163618076e-21
"7431","ChAd (V2, D1)","BNT-I-BNT (D51, mild)",0,57,127,234,427,"",0,0,5.4790267062449e-49,8.42093981167863e-49
"7432","ChAd (V2, D3)","BNT-I-BNT (D51, mild)",1,56,9,234,28,"RORC",0.43,3.57,2.7016708513639e-10,8.56982583073684e-11
"7433","ChAd (V2, D7)","BNT-I-BNT (D51, mild)",0,57,1,234,15,"",0,0,0.0172413793103448,0.00326060193474756
"7434","ChAd-BNT (V2, D3)","BNT-I-BNT (D51, mild)",0,57,156,234,606,"",0,0,3.00293169319983e-53,5.89509485700922e-53
"7435","ChAd-BNT (V2, D7)","BNT-I-BNT (D51, mild)",0,57,92,234,406,"",0,0,1.32344668852177e-42,1.4654703023417e-42
"7436","ChAd-BNT (V3, D1)","BNT-I-BNT (D51, mild)",3,54,205,234,785,"CD40,VPREB3,NCR1",1.28,0.38,6.21794099125906e-53,1.20641719488558e-52
"7437","I (D10, moderate)","BNT-I-BNT (D51, mild)",23,34,368,234,1572,"GPER1,LTF,LY9,ADD2,ANKHD1,CHIT1,IL21R,LCN2,S1PR1,DEFA4,IL18,RORC,BPI,IL7R,CEACAM8,CAMP,CD24,CD40LG,FUT4,CXCR5,TLR2,CRISP3,CCR7",9.83,1.46,2.62409611930596e-35,2.21333819239915e-35
"7438","I (D10, severe)","BNT-I-BNT (D51, mild)",32,25,397,234,1793,"GPER1,LTF,LY9,ADD2,HMGN2,ANKHD1,CHIT1,DNAJA3,IL21R,LCN2,MEN1,CD40,CASP6,S1PR1,DEFA4,IL18,RORC,TRIM68,BPI,IL7R,AZU1,CEACAM8,CAMP,CD24,CD40LG,GAPDH,TLR2,OLR1,CRISP3,PARP1,MPO,CCR7",13.68,1.78,1.13099428278819e-25,6.93706419884857e-26
"7439","I (D26, moderate)","BNT-I-BNT (D51, mild)",29,28,217,234,1024,"GPER1,CR2,LTF,LY9,HMGN2,ANKHD1,CHIT1,IL21R,LCN2,S1PR1,DEFA4,IL18,RORC,BPI,IL7R,AZU1,ITGA9,CEACAM8,CAMP,CD24,CD40LG,FUT4,CXCR5,GAPDH,TLR2,OLR1,CRISP3,MPO,CCR7",12.39,2.83,1.05788804111411e-22,5.8521994994011e-23
"7440","I (D26, severe)","BNT-I-BNT (D51, mild)",30,27,383,234,1585,"LTF,LY9,ADD2,HMGN2,ANKHD1,CHIT1,DNAJA3,IL21R,LCN2,MEN1,CD40,S1PR1,DEFA4,IL18,RORC,TRIM68,BPI,IL7R,ITGA9,CEACAM8,CAMP,CD24,CD40LG,FUT4,NCR1,TLR2,OLR1,CRISP3,MPO,CCR7",12.82,1.89,1.46043514407587e-27,9.63243642671715e-28
"7441","I (D51, moderate)","BNT-I-BNT (D51, mild)",5,52,5,234,26,"LTF,ANKHD1,DNAJA3,BPI,OLR1",2.14,19.23,3.89429643198996e-05,9.33250366797597e-06
"7442","I (D51, severe)","BNT-I-BNT (D51, mild)",26,31,266,234,1214,"GPER1,LTF,LY9,ADD2,ANKHD1,CHIT1,LCN2,S1PR1,DEFA4,RORC,BPI,IL7R,AZU1,CEACAM8,ROMO1,FAU,CAMP,CD24,CD40LG,FUT4,GAPDH,TLR2,OLR1,CRISP3,MPO,CCR7",11.11,2.14,7.29009983660511e-28,4.83701668241763e-28
"7443","I-I (D1)","BNT-I-BNT (D51, mild)",8,49,6,234,50,"FCRL1,CD22,BANK1,VPREB3,FCER2,POU2AF1,MS4A1,CD79A",3.42,16,4.41971737916323e-05,1.05385219614453e-05
"7444","ZF2001 (V3, D07)","BNT-I-BNT (D51, mild)",3,54,158,234,651,"CHIT1,FUT4,POU2AF1",1.28,0.46,1.10520207662868e-47,1.59545959140316e-47
"7445","ZF2001 (V3, D14)","BNT-I-BNT (D51, mild)",0,57,26,234,98,"",0,0,4.14245628907924e-22,2.25411733934584e-22
"7446","ZF2001 (V3, D28)","BNT-I-BNT (D51, mild)",0,57,17,234,93,"",0,0,4.3577433445586e-17,1.96747492942511e-17
"7447","BNT-MO (V3, D1)","BNT-I-BNT (D51, severe)",1,8,170,22,624,"OSM",4.55,0.16,4.03498772993896e-13,1.46655689614282e-13
"7448","ChAd (V1, D3)","BNT-I-BNT (D51, severe)",0,9,123,22,511,"",0,0,3.94156605866864e-14,1.51448844490814e-14
"7449","ChAd (V1, D6)","BNT-I-BNT (D51, severe)",0,9,83,22,176,"",0,0,1.15107258195669e-12,4.08987443049317e-13
"7450","ChAd (V1, D7)","BNT-I-BNT (D51, severe)",0,9,31,22,151,"",0,0,3.65712440015846e-09,1.1047659455634e-09
"7451","ChAd (V2, D1)","BNT-I-BNT (D51, severe)",0,9,127,22,427,"",0,0,2.98775964854105e-14,1.1607356864915e-14
"7452","ChAd (V2, D3)","BNT-I-BNT (D51, severe)",1,8,9,22,28,"RORC",4.55,3.57,0.000411353352529823,8.94620111261463e-05
"7453","ChAd (V2, D7)","BNT-I-BNT (D51, severe)",0,9,1,22,15,"",0,0,0.1,0.0179185615532
"7454","ChAd-BNT (V2, D3)","BNT-I-BNT (D51, severe)",2,7,154,22,606,"TREML1,PPBP",9.09,0.33,6.7628646535049e-11,2.20188608414967e-11
