"source","target","annotation"
"ChAd-BNT (V3, D1)","EIF2AK2","UP"
"ChAd-BNT (V3, D1)","GBP6","UP"
"ChAd-BNT (V3, D1)","IL15","UP"
"ChAd-BNT (V3, D1)","RSAD2","UP"
"ChAd-BNT (V3, D1)","KLRD1","DOWN"
"ChAd-BNT (V3, D1)","CLNK","UP"
"ChAd-BNT (V3, D1)","NMI","UP"
"ChAd-BNT (V3, D1)","ATP1B1","UP"
"ChAd-BNT (V3, D1)","CXCL2","UP"
"ChAd-BNT (V3, D1)","NBN","UP"
"ChAd-BNT (V3, D1)","CASP4","UP"
"ChAd-BNT (V3, D1)","RGS1","UP"
"ChAd-BNT (V3, D1)","DEFA1B","DOWN"
"ChAd-BNT (V3, D1)","PML","UP"
"ChAd-BNT (V3, D1)","CTSW","DOWN"
"ChAd-BNT (V3, D1)","IL1RN","UP"
"ChAd-BNT (V3, D1)","DTX3L","UP"
"ChAd-BNT (V3, D1)","TMEM106A","UP"
"ChAd-BNT (V3, D1)","CCL3L3","UP"
"ChAd-BNT (V3, D1)","FGL2","UP"
"ChAd-BNT (V3, D1)","NUB1","UP"
"ChAd-BNT (V3, D1)","GCH1","UP"
"ChAd-BNT (V3, D1)","STAT1","UP"
"ChAd-BNT (V3, D1)","GAS6","UP"
"ChAd-BNT (V3, D1)","IFI30","UP"
"ChAd-BNT (V3, D1)","TNFAIP3","UP"
"ChAd-BNT (V3, D1)","SH2D1B","DOWN"
"ChAd-BNT (V3, D1)","NFKBIZ","UP"
"ChAd-BNT (V3, D1)","BCAR1","UP"
"ChAd-BNT (V3, D1)","CXCL3","UP"
"ChAd-BNT (V3, D1)","IFI6","UP"
"ChAd-BNT (V3, D1)","STAT2","UP"
"ChAd-BNT (V3, D1)","CXCR3","DOWN"
"ChAd-BNT (V3, D1)","IDO2","UP"
"ChAd-BNT (V3, D1)","ICAM1","UP"
"ChAd-BNT (V3, D1)","RAB20","UP"
"ChAd-BNT (V3, D1)","DDX60","UP"
"ChAd-BNT (V3, D1)","OAS3","UP"
"ChAd-BNT (V3, D1)","IFITM1","UP"
"ChAd-BNT (V3, D1)","HLA-DQB1","UP"
"ChAd-BNT (V3, D1)","HERC5","UP"
"ChAd-BNT (V3, D1)","BATF2","UP"
"ChAd-BNT (V3, D1)","PDE4B","UP"
"ChAd-BNT (V3, D1)","PTGDR","DOWN"
"ChAd-BNT (V3, D1)","PARP14","UP"
"ChAd-BNT (V3, D1)","CXCL11","UP"
"ChAd-BNT (V3, D1)","ERBB2","DOWN"
"ChAd-BNT (V3, D1)","SPON2","DOWN"
"ChAd-BNT (V3, D1)","NKG7","DOWN"
"ChAd-BNT (V3, D1)","TRIM21","UP"
"ChAd-BNT (V3, D1)","ZBP1","UP"
"ChAd-BNT (V3, D1)","TRIM5","UP"
"ChAd-BNT (V3, D1)","IL27","UP"
"ChAd-BNT (V3, D1)","EPG5","UP"
"ChAd-BNT (V3, D1)","JAK2","UP"
"ChAd-BNT (V3, D1)","HLA-DQA1","UP"
"ChAd-BNT (V3, D1)","SERPING1","UP"
"ChAd-BNT (V3, D1)","NCR1","DOWN"
"ChAd-BNT (V3, D1)","IRF7","UP"
"ChAd-BNT (V3, D1)","EPS8","UP"
"ChAd-BNT (V3, D1)","CD83","UP"
"ChAd-BNT (V3, D1)","TASL","UP"
"ChAd-BNT (V3, D1)","CD274","UP"
"ChAd-BNT (V3, D1)","GBP4","UP"
"ChAd-BNT (V3, D1)","HLA-DRA","UP"
"ChAd-BNT (V3, D1)","CHRNB2","UP"
"ChAd-BNT (V3, D1)","SAMHD1","UP"
"ChAd-BNT (V3, D1)","PARP9","UP"
"ChAd-BNT (V3, D1)","TNFSF13B","UP"
"ChAd-BNT (V3, D1)","OAS1","UP"
"ChAd-BNT (V3, D1)","DCST1","UP"
"ChAd-BNT (V3, D1)","TRIM6","UP"
"ChAd-BNT (V3, D1)","LAMP3","UP"
"ChAd-BNT (V3, D1)","HLA-DRB1","UP"
"ChAd-BNT (V3, D1)","SLAMF7","UP"
"ChAd-BNT (V3, D1)","MARCO","UP"
"ChAd-BNT (V3, D1)","IFIH1","UP"
"ChAd-BNT (V3, D1)","FPR3","UP"
"ChAd-BNT (V3, D1)","IRF9","UP"
"ChAd-BNT (V3, D1)","RIPK2","UP"
"ChAd-BNT (V3, D1)","LIF","UP"
"ChAd-BNT (V3, D1)","PSMB9","UP"
"ChAd-BNT (V3, D1)","ALPK1","UP"
"ChAd-BNT (V3, D1)","C8G","UP"
"ChAd-BNT (V3, D1)","IFI16","UP"
"ChAd-BNT (V3, D1)","BATF3","UP"
"ChAd-BNT (V3, D1)","RNF213","UP"
"ChAd-BNT (V3, D1)","C3AR1","UP"
"ChAd-BNT (V3, D1)","P2RX7","UP"
"ZF2001 (V3, D07)","CYP26B1","UP"
"ZF2001 (V3, D07)","TMEM98","UP"
"ZF2001 (V3, D07)","CX3CL1","UP"
"ZF2001 (V3, D07)","PGLYRP1","UP"
"ZF2001 (V3, D07)","DPEP1","UP"
"ZF2001 (V3, D07)","BCAR1","UP"
"ZF2001 (V3, D07)","ADGRF5","UP"
"ZF2001 (V3, D07)","BCL3","DOWN"
"ZF2001 (V3, D07)","NEDD4","UP"
"ZF2001 (V3, D07)","FGF10","UP"
"ZF2001 (V3, D07)","CDC42","DOWN"
"ZF2001 (V3, D07)","ALPK1","UP"
"ZF2001 (V3, D07)","CXCL2","DOWN"
"ZF2001 (V3, D07)","RGS1","DOWN"
"ZF2001 (V3, D07)","ICAM1","DOWN"
"ZF2001 (V3, D07)","OSM","DOWN"
"ZF2001 (V3, D07)","SIX4","UP"
"ZF2001 (V3, D07)","NFKBIA","DOWN"
"ZF2001 (V3, D07)","RGCC","DOWN"
"ZF2001 (V3, D07)","CD276","UP"
"ZF2001 (V3, D07)","RIPK2","DOWN"
"ZF2001 (V3, D07)","RELB","DOWN"
"ZF2001 (V3, D07)","LILRB5","UP"
"ZF2001 (V3, D07)","ITGB8","UP"
"ZF2001 (V3, D07)","HOXA3","UP"
"ZF2001 (V3, D07)","MAP3K8","DOWN"
"ZF2001 (V3, D07)","CCL8","UP"
"ZF2001 (V3, D07)","EFNB3","UP"
"ZF2001 (V3, D07)","IL2","DOWN"
"ZF2001 (V3, D07)","POU2AF1","UP"
"ZF2001 (V3, D07)","FRK","UP"
"ZF2001 (V3, D07)","ULBP1","UP"
"ZF2001 (V3, D07)","OPRM1","UP"
"ZF2001 (V3, D07)","CD83","DOWN"
"ZF2001 (V3, D07)","PPP2CA","DOWN"
"ZF2001 (V3, D07)","SELENOK","DOWN"
"ZF2001 (V3, D07)","BCL6","DOWN"
"ZF2001 (V3, D07)","WNT5A","UP"
"ZF2001 (V3, D07)","HES1","DOWN"
"ZF2001 (V3, D07)","HHLA2","UP"
"ZF2001 (V3, D07)","CCL20","DOWN"
"ZF2001 (V3, D07)","IFIH1","DOWN"
"ZF2001 (V3, D07)","RNF19B","DOWN"
"ZF2001 (V3, D07)","FASLG","UP"
"ZF2001 (V3, D07)","TNFAIP3","DOWN"
"ZF2001 (V3, D07)","TCF21","UP"
"ZF2001 (V3, D07)","NR4A3","DOWN"
"ZF2001 (V3, D07)","NKX2-3","UP"
"ZF2001 (V3, D07)","TNFSF18","UP"
"ZF2001 (V3, D07)","CCR2","UP"
"ZF2001 (V3, D07)","CXCR4","DOWN"
"ZF2001 (V3, D07)","CHST3","UP"
"ZF2001 (V3, D07)","C4BPB","UP"
"ZF2001 (V3, D07)","SRMS","UP"
"ZF2001 (V3, D07)","IL1B","DOWN"
"ZF2001 (V3, D07)","FFAR2","DOWN"
"ZF2001 (V3, D07)","SBDS","DOWN"
"ZF2001 (V3, D07)","HTN1","UP"
"ZF2001 (V3, D07)","WNK4","UP"
"ZF2001 (V3, D07)","MASP1","UP"
"ZF2001 (V3, D07)","TICAM1","DOWN"
"ZF2001 (V3, D07)","ASS1","UP"
"ZF2001 (V3, D07)","ULBP2","DOWN"
"ZF2001 (V3, D07)","ULBP3","UP"
"ZF2001 (V3, D07)","PRR7","DOWN"
"ZF2001 (V3, D07)","IL1RN","DOWN"
"ZF2001 (V3, D07)","IL33","UP"
"ZF2001 (V3, D07)","TRIM29","UP"
"ZF2001 (V3, D07)","RAB20","DOWN"
"ZF2001 (V3, D07)","PMAIP1","DOWN"
"ZF2001 (V3, D07)","GARIN5A","UP"
"ZF2001 (V3, D07)","NFKBIZ","DOWN"
"ZF2001 (V3, D07)","CXCL14","UP"
"ZF2001 (V3, D07)","CPLX2","UP"
"ZF2001 (V3, D07)","TRIM55","UP"
"ZF2001 (V3, D07)","ADM","DOWN"
"ZF2001 (V3, D07)","RAB3C","UP"
"ZF2001 (V3, D07)","THY1","UP"
"ZF2001 (V3, D07)","WNT3A","UP"
"ZF2001 (V3, D07)","CXADR","UP"
"ZF2001 (V3, D07)","EPHB1","UP"
"ZF2001 (V3, D07)","PLA2G2F","UP"
"ZF2001 (V3, D07)","AIRE","UP"
"ZF2001 (V3, D07)","NLRP3","DOWN"
"ZF2001 (V3, D07)","INAVA","UP"
"ZF2001 (V3, D07)","PTX3","DOWN"
"ZF2001 (V3, D07)","CXCL3","DOWN"
"ZF2001 (V3, D07)","ZC3H12A","DOWN"
"ZF2001 (V3, D07)","PITX2","UP"
"ZF2001 (V3, D07)","RAET1E","UP"
"ZF2001 (V3, D07)","SHH","UP"
"ZF2001 (V3, D07)","SLC30A8","UP"
"ZF2001 (V3, D07)","NFIL3","DOWN"
"ZF2001 (V3, D07)","KRT1","UP"
"ZF2001 (V3, D07)","IRF2BP2","DOWN"
"ZF2001 (V3, D07)","CX3CR1","UP"
"ZF2001 (V3, D07)","SCNN1B","UP"
"ZF2001 (V3, D07)","WFDC12","UP"
"ZF2001 (V3, D07)","IL13","UP"
"ZF2001 (V3, D07)","RAB3B","UP"
"ZF2001 (V3, D07)","GP2","UP"
"ZF2001 (V3, D07)","PTAFR","DOWN"
"ZF2001 (V3, D07)","CXCL8","DOWN"
"ZF2001 (V3, D07)","GPR183","DOWN"
"ZF2001 (V3, D07)","ONECUT1","UP"
"ZF2001 (V3, D07)","CEBPB","DOWN"
"ZF2001 (V3, D07)","CYP7B1","UP"
"ZF2001 (V3, D07)","WFDC5","UP"
"ZF2001 (V3, D07)","FOSL1","DOWN"
"ZF2001 (V3, D07)","FOXE1","UP"
"ZF2001 (V3, D07)","SSC5D","UP"
"ZF2001 (V3, D07)","WFDC11","UP"
"ZF2001 (V3, D07)","F2","UP"
"ZF2001 (V3, D07)","CACNB4","UP"
"ZF2001 (V3, D07)","EPHB3","UP"
"ZF2001 (V3, D07)","SPNS2","UP"
"ZF2001 (V3, D07)","TBX1","UP"
"ZF2001 (V3, D07)","CSF1","DOWN"
"ZF2001 (V3, D07)","COLEC10","UP"
"ZF2001 (V3, D07)","LRRC19","UP"
"ZF2001 (V3, D07)","PDE4B","DOWN"
"ZF2001 (V3, D07)","FYB2","UP"
"ZF2001 (V3, D07)","IDO2","UP"
"ZF2001 (V3, D07)","FUT4","DOWN"
"ZF2001 (V3, D07)","HRH1","UP"
"ZF2001 (V3, D07)","PELI1","DOWN"
"ZF2001 (V3, D07)","CR1L","UP"
"ZF2001 (V3, D07)","NRARP","DOWN"
"ZF2001 (V3, D07)","MAFB","DOWN"
"ZF2001 (V3, D07)","TNF","DOWN"
"ZF2001 (V3, D07)","IL31","UP"
"ZF2001 (V3, D07)","CD177","UP"
"ZF2001 (V3, D07)","CFI","UP"
"ZF2001 (V3, D07)","HTN3","UP"
"ZF2001 (V3, D07)","EMP2","UP"
"ZF2001 (V3, D07)","FOXI3","UP"
"ZF2001 (V3, D07)","GPR33","UP"
"ZF2001 (V3, D07)","TRIM49D1","UP"
"ZF2001 (V3, D07)","C4B","UP"
"ZF2001 (V3, D07)","TARM1","UP"
"ZF2001 (V3, D07)","CCL3","DOWN"
"ZF2001 (V3, D07)","CCL4","DOWN"
"ZF2001 (V3, D07)","CCL14","UP"
"ZF2001 (V3, D07)","RAB7B","UP"
"ZF2001 (V3, D14)","KLF6","DOWN"
"ZF2001 (V3, D14)","CXCL2","DOWN"
"ZF2001 (V3, D14)","NFKBIA","DOWN"
"ZF2001 (V3, D14)","RGCC","DOWN"
"ZF2001 (V3, D14)","LILRB5","UP"
"ZF2001 (V3, D14)","IFNG","DOWN"
"ZF2001 (V3, D14)","IL1B","DOWN"
"ZF2001 (V3, D14)","SBDS","DOWN"
"ZF2001 (V3, D14)","IL6","DOWN"
"ZF2001 (V3, D14)","IL1RN","DOWN"
"ZF2001 (V3, D14)","PMAIP1","DOWN"
"ZF2001 (V3, D14)","ADM","DOWN"
"ZF2001 (V3, D14)","CHRNB2","UP"
"ZF2001 (V3, D14)","WNT4","UP"
"ZF2001 (V3, D14)","PTX3","DOWN"
"ZF2001 (V3, D14)","PITX2","UP"
"ZF2001 (V3, D14)","GEM","DOWN"
"ZF2001 (V3, D14)","CXCL8","DOWN"
"ZF2001 (V3, D14)","A2M","UP"
"ZF2001 (V3, D14)","TBK1","DOWN"
"ZF2001 (V3, D14)","CSF1","DOWN"
"ZF2001 (V3, D14)","FYB2","UP"
"ZF2001 (V3, D14)","IDO2","UP"
"ZF2001 (V3, D14)","EMP2","UP"
"ZF2001 (V3, D28)","KLF6","DOWN"
"ZF2001 (V3, D28)","CXCL2","DOWN"
"ZF2001 (V3, D28)","NFKBIA","DOWN"
"ZF2001 (V3, D28)","RGCC","DOWN"
"ZF2001 (V3, D28)","IFNG","DOWN"
"ZF2001 (V3, D28)","CCL20","DOWN"
"ZF2001 (V3, D28)","TNFAIP3","DOWN"
"ZF2001 (V3, D28)","IL1B","DOWN"
"ZF2001 (V3, D28)","PMAIP1","DOWN"
"ZF2001 (V3, D28)","PTX3","DOWN"
"ZF2001 (V3, D28)","CXCL8","DOWN"
"ZF2001 (V3, D28)","FPR2","UP"
"ZF2001 (V3, D28)","CSF1","DOWN"
"ZF2001 (V3, D28)","CCL3","DOWN"
"INNATE IMMUNE SYSTEM","IL23R","Immune system"
"INNATE IMMUNE SYSTEM","ADAM9","Immune system"
"MONOCYTES","ADAM9","Immune system"
"ANTIMICROBIAL RESPONSE","ADM","Immune system"
"INNATE IMMUNE SYSTEM","AIF1","Immune system"
"ANTIVIRAL AND INTERFERON","AIF1","Immune system"
"INNATE IMMUNE SYSTEM","AIM2","Immune system"
"INNATE IMMUNE SYSTEM","APOBEC3A","Immune system"
"INNATE IMMUNE SYSTEM","APOBEC3B","Immune system"
"INNATE IMMUNE SYSTEM","APOL1","Immune system"
"INNATE IMMUNE SYSTEM","BATF2","Immune system"
"DENDRITIC CELLS","BATF2","Immune system"
"INNATE IMMUNE SYSTEM","BATF3","Immune system"
"ADAPTIVE IMMUNE SYSTEM","BCL3","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BCL3","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","BCL3","Immune system"
"B CELLS","BCL3","Immune system"
"ADAPTIVE IMMUNE SYSTEM","BCL6","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BCL6","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","BCL6","Immune system"
"T CELLS","BCL6","Immune system"
"B CELLS","BCL6","Immune system"
"OTHER","BST1","Immune system"
"INNATE IMMUNE SYSTEM","SCIMP","Immune system"
"ARPP","SCIMP","Immune system"
"INNATE IMMUNE SYSTEM","C1QA","Immune system"
"COMPLEMENT IMMUNE SYSTEM","C1QA","Immune system"
"INNATE IMMUNE SYSTEM","C1QB","Immune system"
"COMPLEMENT IMMUNE SYSTEM","C1QB","Immune system"
"INNATE IMMUNE SYSTEM","C2","Immune system"
"COMPLEMENT IMMUNE SYSTEM","C2","Immune system"
"COMPLEMENT IMMUNE SYSTEM","C3AR1","Immune system"
"INNATE IMMUNE SYSTEM","CASP1","Immune system"
"ANTIVIRAL AND INTERFERON","CASP1","Immune system"
"ARPP","CASP1","Immune system"
"INNATE IMMUNE SYSTEM","CCR1","Immune system"
"DENDRITIC CELLS","CCR1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CCR2","Immune system"
"INNATE IMMUNE SYSTEM","CCR2","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCR2","Immune system"
"NEUTROPHIL","CCR2","Immune system"
"MONOCYTES","CCR2","Immune system"
"MACROPHAGES","CCR2","Immune system"
"DENDRITIC CELLS","CCR2","Immune system"
"INNATE IMMUNE SYSTEM","CD14","Immune system"
"ARPP","CD14","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CD274","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD274","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CD38","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","CD38","Immune system"
"B CELLS","CD38","Immune system"
"INNATE IMMUNE SYSTEM","CDC42EP2","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CLEC4D","Immune system"
"INNATE IMMUNE SYSTEM","CLEC4D","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CLEC4D","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CLEC4E","Immune system"
"INNATE IMMUNE SYSTEM","CLEC4E","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CLEC4E","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CLEC4G","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CLEC4G","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","CLEC4G","Immune system"
"T CELLS","CLEC4G","Immune system"
"B CELLS","CLEC4G","Immune system"
"INNATE IMMUNE SYSTEM","CLEC5A","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CLEC6A","Immune system"
"INNATE IMMUNE SYSTEM","CLEC6A","Immune system"
"ARPP","CLEC6A","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CTSL","Immune system"
"INNATE IMMUNE SYSTEM","CTSL","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CTSL","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CTSS","Immune system"
"INNATE IMMUNE SYSTEM","CTSS","Immune system"
"ARPP","CTSS","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CXCL10","Immune system"
"INNATE IMMUNE SYSTEM","CXCL10","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CXCL10","Immune system"
"NEUTROPHIL","CXCL10","Immune system"
"ADAPTIVE IMMUNE SYSTEM","CXCL16","Immune system"
"INNATE IMMUNE SYSTEM","CXCL16","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CXCL16","Immune system"
"INNATE IMMUNE SYSTEM","DDX60","Immune system"
"INNATE IMMUNE SYSTEM","DTX3L","Immune system"
"INNATE IMMUNE SYSTEM","DYSF","Immune system"
"MACROPHAGES","DYSF","Immune system"
"ADAPTIVE IMMUNE SYSTEM","EXT1","Immune system"
"INNATE IMMUNE SYSTEM","EXT1","Immune system"
"INNATE IMMUNE SYSTEM","FCAR","Immune system"
"NEUTROPHIL","FCAR","Immune system"
"ANTIVIRAL AND INTERFERON","FCAR","Immune system"
"ADAPTIVE IMMUNE SYSTEM","FCER1G","Immune system"
"INNATE IMMUNE SYSTEM","FCER1G","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FCER1G","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","FCER1G","Immune system"
"NEUTROPHIL","FCER1G","Immune system"
"T CELLS","FCER1G","Immune system"
"B CELLS","FCER1G","Immune system"
"ARPP","FCER1G","Immune system"
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","FCER1G","Immune system"
"INNATE IMMUNE SYSTEM","FCGR1A","Immune system"
"ARPP","FCGR1A","Immune system"
"ADAPTIVE IMMUNE SYSTEM","FCGR1BP","Immune system"
"OTHER","FCGR2A","Immune system"
"OTHER","FCGR2C","Immune system"
"INNATE IMMUNE SYSTEM","FCN1","Immune system"
"COMPLEMENT IMMUNE SYSTEM","FCN1","Immune system"
"INNATE IMMUNE SYSTEM","FFAR2","Immune system"
"ADAPTIVE IMMUNE SYSTEM","FGL2","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FGL2","Immune system"
"COMPLEMENT IMMUNE SYSTEM","FPR1","Immune system"
"COMPLEMENT IMMUNE SYSTEM","FPR2","Immune system"
"ADAPTIVE IMMUNE SYSTEM","FZD5","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FZD5","Immune system"
"INNATE IMMUNE SYSTEM","GBP1","Immune system"
"ANTIVIRAL AND INTERFERON","GBP1","Immune system"
"INNATE IMMUNE SYSTEM","GBP2","Immune system"
"ANTIVIRAL AND INTERFERON","GBP2","Immune system"
"INNATE IMMUNE SYSTEM","GBP4","Immune system"
"INNATE IMMUNE SYSTEM","GBP5","Immune system"
"INNATE IMMUNE SYSTEM","GCH1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","HCK","Immune system"
"INNATE IMMUNE SYSTEM","HCK","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","HCK","Immune system"
"B CELLS","HCK","Immune system"
"ANTIVIRAL AND INTERFERON","HCK","Immune system"
"INNATE IMMUNE SYSTEM","HERC5","Immune system"
"ADAPTIVE IMMUNE SYSTEM","HLX","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HLX","Immune system"
"OTHER","HP","Immune system"
"ADAPTIVE IMMUNE SYSTEM","ICAM1","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ICAM1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","IDO1","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IDO1","Immune system"
"T CELLS","IDO1","Immune system"
"INNATE IMMUNE SYSTEM","IFI30","Immune system"
"ARPP","IFI30","Immune system"
"INNATE IMMUNE SYSTEM","IFI35","Immune system"
"MACROPHAGES","IFI35","Immune system"
"INNATE IMMUNE SYSTEM","IFI6","Immune system"
"INNATE IMMUNE SYSTEM","IFIH1","Immune system"
"INNATE IMMUNE SYSTEM","IFIT1","Immune system"
"ANTIVIRAL AND INTERFERON","IFIT1","Immune system"
"INNATE IMMUNE SYSTEM","IFIT2","Immune system"
"ANTIVIRAL AND INTERFERON","IFIT2","Immune system"
"INNATE IMMUNE SYSTEM","IFIT3","Immune system"
"INNATE IMMUNE SYSTEM","IFITM3","Immune system"
"ANTIVIRAL AND INTERFERON","IFITM3","Immune system"
"INNATE IMMUNE SYSTEM","IFNGR2","Immune system"
"ANTIVIRAL AND INTERFERON","IFNGR2","Immune system"
"OTHER","IGSF6","Immune system"
"ADAPTIVE IMMUNE SYSTEM","IL15","Immune system"
"INNATE IMMUNE SYSTEM","IL15","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL15","Immune system"
"NEUTROPHIL","IL15","Immune system"
"NK CELL","IL15","Immune system"
"T CELLS","IL15","Immune system"
"INNATE IMMUNE SYSTEM","IL15RA","Immune system"
"NK CELL","IL15RA","Immune system"
"INNATE IMMUNE SYSTEM","IL1B","Immune system"
"NEUTROPHIL","IL1B","Immune system"
"INNATE IMMUNE SYSTEM","IL1RN","Immune system"
"INFLAMMATION","IL1RN","Immune system"
"INNATE IMMUNE SYSTEM","IL27","Immune system"
"INNATE IMMUNE SYSTEM","IL31RA","Immune system"
"INFLAMMATION","IL31RA","Immune system"
"ADAPTIVE IMMUNE SYSTEM","IL4I1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","IRF1","Immune system"
"INNATE IMMUNE SYSTEM","IRF1","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IRF1","Immune system"
"T CELLS","IRF1","Immune system"
"ANTIVIRAL AND INTERFERON","IRF1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","IRF7","Immune system"
"INNATE IMMUNE SYSTEM","IRF7","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","IRF7","Immune system"
"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IRF7","Immune system"
"INNATE IMMUNE SYSTEM","ISG15","Immune system"
"ADAPTIVE IMMUNE SYSTEM","JAK2","Immune system"
"INNATE IMMUNE SYSTEM","JAK2","Immune system"
"INNATE IMMUNE SYSTEM","KYNU","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LAMP3","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRA1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRA3","Immune system"
"INNATE IMMUNE SYSTEM","LILRA5","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRA6","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRB1","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","LILRB1","Immune system"
"T CELLS","LILRB1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRB2","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRB3","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRB4","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRB5","Immune system"
"INNATE IMMUNE SYSTEM","LTBR","Immune system"
"DENDRITIC CELLS","LTBR","Immune system"
"ADAPTIVE IMMUNE SYSTEM","LYN","Immune system"
"INNATE IMMUNE SYSTEM","LYN","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","LYN","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","LYN","Immune system"
"MAST CELL","LYN","Immune system"
"ANTIMICROBIAL RESPONSE","LYZ","Immune system"
"ADAPTIVE IMMUNE SYSTEM","MAFB","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MAFB","Immune system"
"INNATE IMMUNE SYSTEM","MARCO","Immune system"
"INNATE IMMUNE SYSTEM","MEFV","Immune system"
"ADAPTIVE IMMUNE SYSTEM","MNDA","Immune system"
"INNATE IMMUNE SYSTEM","MNDA","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","MNDA","Immune system"
"B CELLS","MNDA","Immune system"
"INNATE IMMUNE SYSTEM","MPEG1","Immune system"
"INNATE IMMUNE SYSTEM","MX1","Immune system"
"ANTIVIRAL AND INTERFERON","MX1","Immune system"
"INNATE IMMUNE SYSTEM","NCF1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","NFAM1","Immune system"
"HUMORAL ADAPTIVE IMMUNE SYSTEM","NFAM1","Immune system"
"B CELLS","NFAM1","Immune system"
"INNATE IMMUNE SYSTEM","NLRC4","Immune system"
"INNATE IMMUNE SYSTEM","NLRP3","Immune system"
"INNATE IMMUNE SYSTEM","NMI","Immune system"
"MACROPHAGES","NMI","Immune system"
"INNATE IMMUNE SYSTEM","NOD2","Immune system"
"INNATE IMMUNE SYSTEM","OAS1","Immune system"
"INNATE IMMUNE SYSTEM","OAS2","Immune system"
"ANTIVIRAL AND INTERFERON","OAS2","Immune system"
"INNATE IMMUNE SYSTEM","OAS3","Immune system"
"INNATE IMMUNE SYSTEM","OASL","Immune system"
"ADAPTIVE IMMUNE SYSTEM","P2RX7","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","P2RX7","Immune system"
"INNATE IMMUNE SYSTEM","PARP14","Immune system"
"INNATE IMMUNE SYSTEM","PARP9","Immune system"
"OTHER","PKHD1L1","Immune system"
"OTHER","PSMB9","Immune system"
"INNATE IMMUNE SYSTEM","RAB20","Immune system"
"OTHER","RGS1","Immune system"
"ADAPTIVE IMMUNE SYSTEM","RSAD2","Immune system"
"INNATE IMMUNE SYSTEM","RSAD2","Immune system"
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RSAD2","Immune system"
"INNATE IMMUNE SYSTEM","S100A12","Immune system"
