"source","target","annotation"
"FLUMIST (D3)","NCOA1","UP"
"FLUMIST (D3)","NDE1","UP"
"FLUMIST (D3)","NDUFAF5","UP"
"FLUMIST (D3)","NDUFAF7","UP"
"FLUMIST (D3)","NDUFV2","UP"
"FLUMIST (D3)","NEDD1","UP"
"FLUMIST (D3)","NET1","UP"
"FLUMIST (D3)","NFKBIB","UP"
"FLUMIST (D3)","NFRKB","UP"
"FLUMIST (D3)","NMD3","UP"
"FLUMIST (D3)","NOP58","UP"
"FLUMIST (D3)","NR1D2","UP"
"FLUMIST (D3)","NRBF2","UP"
"FLUMIST (D3)","NSMAF","UP"
"FLUMIST (D3)","NUFIP1","UP"
"FLUMIST (D3)","NUP153","UP"
"FLUMIST (D3)","NUP160","UP"
"FLUMIST (D3)","NUP50","UP"
"FLUMIST (D3)","NUP54","UP"
"FLUMIST (D3)","NXT1","UP"
"FLUMIST (D3)","OPA1","UP"
"FLUMIST (D3)","OSBP","UP"
"FLUMIST (D3)","OSGIN2","UP"
"FLUMIST (D3)","OTUD5","UP"
"FLUMIST (D3)","PAFAH1B2","UP"
"FLUMIST (D3)","PAIP1","UP"
"FLUMIST (D3)","TENT4B","UP"
"FLUMIST (D3)","PATL1","UP"
"FLUMIST (D3)","PBXIP1","UP"
"FLUMIST (D3)","PCIF1","UP"
"FLUMIST (D3)","PDCD4","UP"
"FLUMIST (D3)","PDK1","UP"
"FLUMIST (D3)","PDK3","UP"
"FLUMIST (D3)","PDP1","UP"
"FLUMIST (D3)","PDS5A","UP"
"FLUMIST (D3)","PDXDC1","UP"
"FLUMIST (D3)","PDZD8","UP"
"FLUMIST (D3)","PELI2","UP"
"FLUMIST (D3)","PER1","UP"
"FLUMIST (D3)","PGRMC2","UP"
"FLUMIST (D3)","PGS1","UP"
"FLUMIST (D3)","PHACTR1","UP"
"FLUMIST (D3)","PHC1","UP"
"FLUMIST (D3)","PHF1","UP"
"FLUMIST (D3)","PHF10","UP"
"FLUMIST (D3)","PHF20L1","UP"
"FLUMIST (D3)","PHF3","UP"
"FLUMIST (D3)","PHF5A","UP"
"FLUMIST (D3)","PI4K2A","UP"
"FLUMIST (D3)","PIGA","UP"
"FLUMIST (D3)","PIGB","UP"
"FLUMIST (D3)","PIK3C2A","UP"
"FLUMIST (D3)","PKN2","UP"
"FLUMIST (D3)","PLAA","UP"
"FLUMIST (D3)","PLCL1","UP"
"FLUMIST (D3)","PLCXD2","UP"
"FLUMIST (D3)","PLK3","UP"
"FLUMIST (D3)","PNPLA8","UP"
"FLUMIST (D3)","POLR2D","UP"
"FLUMIST (D3)","POM121","UP"
"FLUMIST (D3)","POM121C","UP"
"FLUMIST (D3)","PPIL4","UP"
"FLUMIST (D3)","PPM1A","UP"
"FLUMIST (D3)","PPM1B","UP"
"FLUMIST (D3)","PPM1D","UP"
"FLUMIST (D3)","PPP1CB","UP"
"FLUMIST (D3)","PPP1R16B","UP"
"FLUMIST (D3)","PPP1R3B","UP"
"FLUMIST (D3)","PPP2R5C","UP"
"FLUMIST (D3)","PPP3R1","UP"
"FLUMIST (D3)","PPP4R1","UP"
"FLUMIST (D3)","PPP4R2","UP"
"FLUMIST (D3)","PPP4R3A","UP"
"FLUMIST (D3)","PRDM2","UP"
"FLUMIST (D3)","PRKAA1","UP"
"FLUMIST (D3)","PRKCH","UP"
"FLUMIST (D3)","PRMT9","UP"
"FLUMIST (D3)","PRPF3","UP"
"FLUMIST (D3)","PSIP1","UP"
"FLUMIST (D3)","PSME4","UP"
"FLUMIST (D3)","PTBP2","UP"
"FLUMIST (D3)","PTP4A1","UP"
"FLUMIST (D3)","PTS","UP"
"FLUMIST (D3)","PURB","UP"
"FLUMIST (D3)","QSOX1","UP"
"FLUMIST (D3)","RAB18","UP"
"FLUMIST (D3)","RAB30","UP"
"FLUMIST (D3)","RAE1","UP"
"FLUMIST (D3)","RALGAPA2","UP"
"FLUMIST (D3)","RANBP2","UP"
"FLUMIST (D3)","RAPGEF2","UP"
"FLUMIST (D3)","RARA","UP"
"FLUMIST (D3)","RASA2","UP"
"FLUMIST (D3)","RB1CC1","UP"
"FLUMIST (D3)","RBBP6","UP"
"FLUMIST (D3)","RBM12","UP"
"FLUMIST (D3)","SCAF8","UP"
"FLUMIST (D3)","RBM26","UP"
"FLUMIST (D3)","RBM27","UP"
"FLUMIST (D3)","RBM38","UP"
"FLUMIST (D3)","RBM39","UP"
"FLUMIST (D3)","RCOR3","UP"
"FLUMIST (D3)","RELL1","UP"
"FLUMIST (D3)","RFC1","UP"
"FLUMIST (D3)","RGPD5","UP"
"FLUMIST (D3)","RGPD6","UP"
"FLUMIST (D3)","RGPD8","UP"
"FLUMIST (D3)","RHBDD2","UP"
"FLUMIST (D3)","RICTOR","UP"
"FLUMIST (D3)","RIF1","UP"
"FLUMIST (D3)","RIOK1","UP"
"FLUMIST (D3)","RMND5A","UP"
"FLUMIST (D3)","RNF10","UP"
"FLUMIST (D3)","RNF103","UP"
"FLUMIST (D3)","RNF19A","UP"
"FLUMIST (D3)","RNF38","UP"
"FLUMIST (D3)","RNMT","UP"
"FLUMIST (D3)","RPS27","UP"
"FLUMIST (D3)","RPS6KA5","UP"
"FLUMIST (D3)","RRN3","UP"
"FLUMIST (D3)","RRP12","UP"
"FLUMIST (D3)","RSBN1","UP"
"FLUMIST (D3)","RTN4","UP"
"FLUMIST (D3)","RUNX3","UP"
"FLUMIST (D3)","RYK","UP"
"FLUMIST (D3)","SAMD4B","UP"
"FLUMIST (D3)","SAP130","UP"
"FLUMIST (D3)","SAR1A","UP"
"FLUMIST (D3)","SC5D","UP"
"FLUMIST (D3)","SEC22C","UP"
"FLUMIST (D3)","SECISBP2L","UP"
"FLUMIST (D3)","SENP2","UP"
"FLUMIST (D3)","SENP5","UP"
"FLUMIST (D3)","SEPSECS","UP"
"FLUMIST (D3)","SERINC1","UP"
"FLUMIST (D3)","SESN2","UP"
"FLUMIST (D3)","SF3B1","UP"
"FLUMIST (D3)","SFN","UP"
"FLUMIST (D3)","SREK1","UP"
"FLUMIST (D3)","SFSWAP","UP"
"FLUMIST (D3)","SFXN1","UP"
"FLUMIST (D3)","SIK3","UP"
"FLUMIST (D3)","SIPA1L1","UP"
"FLUMIST (D3)","SIRT1","UP"
"FLUMIST (D3)","SLAIN1","UP"
"FLUMIST (D3)","SLAIN2","UP"
"FLUMIST (D3)","SLC12A6","UP"
"FLUMIST (D3)","SLC25A28","UP"
"FLUMIST (D3)","SLC25A36","UP"
"FLUMIST (D3)","SLC25A37","UP"
"FLUMIST (D3)","SLC35D1","UP"
"FLUMIST (D3)","SLC9A8","UP"
"FLUMIST (D3)","PRELID3B","UP"
"FLUMIST (D3)","SMAD7","UP"
"FLUMIST (D3)","SMC4","UP"
"FLUMIST (D3)","SMN1","UP"
"FLUMIST (D3)","SMN2","UP"
"FLUMIST (D3)","SNW1","UP"
"FLUMIST (D3)","SNX13","UP"
"FLUMIST (D3)","SNX9","UP"
"FLUMIST (D3)","SON","UP"
"FLUMIST (D3)","SORL1","UP"
"FLUMIST (D3)","SPAG9","UP"
"FLUMIST (D3)","SPATA13","UP"
"FLUMIST (D3)","SPOCK2","UP"
"FLUMIST (D3)","SPTAN1","UP"
"FLUMIST (D3)","ST7","UP"
"FLUMIST (D3)","STAG1","UP"
"FLUMIST (D3)","STAM","UP"
"FLUMIST (D3)","STAMBPL1","UP"
"FLUMIST (D3)","STK17A","UP"
"FLUMIST (D3)","STK35","UP"
"FLUMIST (D3)","STT3B","UP"
"FLUMIST (D3)","STXBP5","UP"
"FLUMIST (D3)","SUMO1","UP"
"FLUMIST (D3)","SUPV3L1","UP"
"FLUMIST (D3)","SURF4","UP"
"FLUMIST (D3)","SVIP","UP"
"FLUMIST (D3)","SYAP1","UP"
"FLUMIST (D3)","SYS1","UP"
"FLUMIST (D3)","SYTL3","UP"
"FLUMIST (D3)","TAB3","UP"
"FLUMIST (D3)","TACC1","UP"
"FLUMIST (D3)","TAF1D","UP"
"FLUMIST (D3)","TAF9B","UP"
"FLUMIST (D3)","TBC1D23","UP"
"FLUMIST (D3)","TBC1D25","UP"
"FLUMIST (D3)","TBRG1","UP"
"FLUMIST (D3)","TCP11L2","UP"
"FLUMIST (D3)","TFAM","UP"
"FLUMIST (D3)","TFB2M","UP"
"FLUMIST (D3)","TFDP2","UP"
"FLUMIST (D3)","TFG","UP"
"FLUMIST (D3)","TFIP11","UP"
"FLUMIST (D3)","TGS1","UP"
"FLUMIST (D3)","THUMPD2","UP"
"FLUMIST (D3)","THUMPD3","UP"
"FLUMIST (D3)","TIMM23","UP"
"FLUMIST (D3)","TMEM135","UP"
"FLUMIST (D3)","TMEM170A","UP"
"FLUMIST (D3)","TMEM39A","UP"
"FLUMIST (D3)","TMEM41B","UP"
"FLUMIST (D3)","PIP4P1","UP"
"FLUMIST (D3)","TMF1","UP"
"FLUMIST (D3)","TNIK","UP"
"FLUMIST (D3)","TOP1","UP"
"FLUMIST (D3)","TP53INP2","UP"
"FLUMIST (D3)","TPCN2","UP"
"FLUMIST (D3)","TPP2","UP"
"FLUMIST (D3)","TRAPPC10","UP"
"FLUMIST (D3)","TSC22D2","UP"
"FLUMIST (D3)","TSPYL2","UP"
"FLUMIST (D3)","TTC39B","UP"
"FLUMIST (D3)","TWF1","UP"
"FLUMIST (D3)","POLR1F","UP"
"FLUMIST (D3)","UBAP2L","UP"
"FLUMIST (D3)","UBE2B","UP"
"FLUMIST (D3)","UBN1","UP"
"FLUMIST (D3)","UBXN6","UP"
"FLUMIST (D3)","UFM1","UP"
"FLUMIST (D3)","BLTP3B","UP"
"FLUMIST (D3)","UNK","UP"
"FLUMIST (D3)","USP16","UP"
"FLUMIST (D3)","USP36","UP"
"FLUMIST (D3)","USP38","UP"
"FLUMIST (D3)","USP42","UP"
"FLUMIST (D3)","VCP","UP"
"FLUMIST (D3)","VIRMA","UP"
"FLUMIST (D3)","WAC","UP"
"FLUMIST (D3)","WASL","UP"
"FLUMIST (D3)","WBP11","UP"
"FLUMIST (D3)","WDR26","UP"
"FLUMIST (D3)","WDR33","UP"
"FLUMIST (D3)","WDR48","UP"
"FLUMIST (D3)","WIPF1","UP"
"FLUMIST (D3)","WTAP","UP"
"FLUMIST (D3)","WWP2","UP"
"FLUMIST (D3)","YKT6","UP"
"FLUMIST (D3)","YTHDC1","UP"
"FLUMIST (D3)","ZBTB11","UP"
"FLUMIST (D3)","ZBTB2","UP"
"FLUMIST (D3)","ZC3H15","UP"
"FLUMIST (D3)","ZDBF2","UP"
"FLUMIST (D3)","ZEB1","UP"
"FLUMIST (D3)","ZFC3H1","UP"
"FLUMIST (D3)","ZFP91","UP"
"FLUMIST (D3)","ZFX","UP"
"FLUMIST (D3)","ZFYVE27","UP"
"FLUMIST (D3)","ZHX1","UP"
"FLUMIST (D3)","ZNF12","UP"
"FLUMIST (D3)","ZNF131","UP"
"FLUMIST (D3)","ZNF136","UP"
"FLUMIST (D3)","ZNF24","UP"
"FLUMIST (D3)","ZNF274","UP"
"FLUMIST (D3)","ZNF292","UP"
"FLUMIST (D3)","ZNF395","UP"
"FLUMIST (D3)","ZNF410","UP"
"FLUMIST (D3)","ZNF430","UP"
"FLUMIST (D3)","ZNF451","UP"
"FLUMIST (D3)","ZNF507","UP"
"FLUMIST (D3)","ZNF518B","UP"
"FLUMIST (D3)","ZNF567","UP"
"FLUMIST (D3)","ZNF644","UP"
"FLUMIST (D3)","ZNF708","UP"
"FLUMIST (D3)","ZNF746","UP"
"FLUMIST (D3)","ZNF791","UP"
"FLUMIST (D3)","ZRANB1","UP"
"FLUMIST (D3)","AAK1","UP"
"FLUMIST (D3)","AAMP","UP"
"FLUMIST (D3)","ADAP2","UP"
"FLUMIST (D3)","GRK3","UP"
"FLUMIST (D3)","AFG3L2","UP"
"FLUMIST (D3)","AGPAT3","UP"
"FLUMIST (D3)","AGPS","UP"
"FLUMIST (D3)","AGTRAP","UP"
"FLUMIST (D3)","AIMP2","UP"
"FLUMIST (D3)","AK2","UP"
"FLUMIST (D3)","AKR1A1","UP"
"FLUMIST (D3)","ALDH1A1","UP"
"FLUMIST (D3)","ALDH2","UP"
"FLUMIST (D3)","ALDH3A2","UP"
"FLUMIST (D3)","ALDH9A1","UP"
"FLUMIST (D3)","AMN1","UP"
"FLUMIST (D3)","AOAH","UP"
"FLUMIST (D3)","AP1S2","UP"
"FLUMIST (D3)","AP2A2","UP"
"FLUMIST (D3)","AP2S1","UP"
"FLUMIST (D3)","APLP2","UP"
"FLUMIST (D3)","APOL3","UP"
"FLUMIST (D3)","APPL1","UP"
"FLUMIST (D3)","ARHGAP17","UP"
"FLUMIST (D3)","ARPC1B","UP"
"FLUMIST (D3)","ARPC5","UP"
"FLUMIST (D3)","ARRB1","UP"
"FLUMIST (D3)","ASH2L","UP"
"FLUMIST (D3)","ASRGL1","UP"
"FLUMIST (D3)","ASXL2","UP"
"FLUMIST (D3)","ATIC","UP"
"FLUMIST (D3)","ATP10D","UP"
"FLUMIST (D3)","ATP5PD","UP"
"FLUMIST (D3)","ATP5MF","UP"
"FLUMIST (D3)","ATP6V0D1","UP"
"FLUMIST (D3)","ATP6V1A","UP"
"FLUMIST (D3)","ATP6V1B2","UP"
"FLUMIST (D3)","ATP6V1C1","UP"
"FLUMIST (D3)","AURKAIP1","UP"
"FLUMIST (D3)","B3GALT6","UP"
"FLUMIST (D3)","BANF1","UP"
"FLUMIST (D3)","BCKDHA","UP"
"FLUMIST (D3)","BLVRA","UP"
"FLUMIST (D3)","BZW2","UP"
"FLUMIST (D3)","ARMH3","UP"
"FLUMIST (D3)","AKIP1","UP"
"FLUMIST (D3)","SPTSSA","UP"
"FLUMIST (D3)","HYPK","UP"
"FLUMIST (D3)","CDIP1","UP"
"FLUMIST (D3)","MICOS10","UP"
"FLUMIST (D3)","TCEANC2","UP"
"FLUMIST (D3)","TMEM230","UP"
"FLUMIST (D3)","RTCB","UP"
"FLUMIST (D3)","CAMKK2","UP"
"FLUMIST (D3)","CARD16","UP"
"FLUMIST (D3)","CAST","UP"
"FLUMIST (D3)","CBR1","UP"
"FLUMIST (D3)","COA3","UP"
"FLUMIST (D3)","CD36","UP"
"FLUMIST (D3)","CDK13","UP"
"FLUMIST (D3)","CEBPA","UP"
"FLUMIST (D3)","ADA2","UP"
"FLUMIST (D3)","CES2","UP"
"FLUMIST (D3)","COA4","UP"
"FLUMIST (D3)","CHKB","UP"
"FLUMIST (D3)","CHMP4A","UP"
"FLUMIST (D3)","CHMP5","UP"
"FLUMIST (D3)","CHST15","UP"
"FLUMIST (D3)","CHTF8","UP"
"FLUMIST (D3)","CLCN3","UP"
"FLUMIST (D3)","CLN5","UP"
"FLUMIST (D3)","CLPTM1","UP"
"FLUMIST (D3)","CLTA","UP"
"FLUMIST (D3)","CMTM7","UP"
"FLUMIST (D3)","CNDP2","UP"
"FLUMIST (D3)","CNP","UP"
"FLUMIST (D3)","COMT","UP"
"FLUMIST (D3)","CORO1C","UP"
"FLUMIST (D3)","COX5A","UP"
"FLUMIST (D3)","CPNE8","UP"
"FLUMIST (D3)","CPVL","UP"
"FLUMIST (D3)","CREBL2","UP"
"FLUMIST (D3)","CROCC","UP"
"FLUMIST (D3)","CRTAP","UP"
"FLUMIST (D3)","CSNK2A1","UP"
"FLUMIST (D3)","CST3","UP"
"FLUMIST (D3)","CSTB","UP"
"FLUMIST (D3)","CTBP2","UP"
"FLUMIST (D3)","CTNNA1","UP"
"FLUMIST (D3)","CTNND1","UP"
"FLUMIST (D3)","CUEDC2","UP"
"FLUMIST (D3)","CYB561A3","UP"
"FLUMIST (D3)","CYC1","UP"
"FLUMIST (D3)","CYFIP1","UP"
"FLUMIST (D3)","CYP4V2","UP"
"FLUMIST (D3)","DCAF7","UP"
"FLUMIST (D3)","DCTD","UP"
"FLUMIST (D3)","DCTN2","UP"
"FLUMIST (D3)","DCTPP1","UP"
"FLUMIST (D3)","DDX18","UP"
"FLUMIST (D3)","DDX60L","UP"
"FLUMIST (D3)","DERA","UP"
"FLUMIST (D3)","DMAC1","UP"
"FLUMIST (D3)","DNASE2","UP"
"FLUMIST (D3)","DNLZ","UP"
"FLUMIST (D3)","DPAGT1","UP"
"FLUMIST (D3)","DPH3","UP"
"FLUMIST (D3)","DPYD","UP"
"FLUMIST (D3)","DRG1","UP"
"FLUMIST (D3)","DYNC1I2","UP"
"FLUMIST (D3)","DYNLL1","UP"
"FLUMIST (D3)","EAF2","UP"
"FLUMIST (D3)","EBNA1BP2","UP"
"FLUMIST (D3)","ECHDC1","UP"
"FLUMIST (D3)","ECHS1","UP"
"FLUMIST (D3)","EFTUD2","UP"
"FLUMIST (D3)","EIF2AK1","UP"
"FLUMIST (D3)","EMILIN2","UP"
"FLUMIST (D3)","ENO1","UP"
"FLUMIST (D3)","ENY2","UP"
"FLUMIST (D3)","EPB41L3","UP"
"FLUMIST (D3)","ESRP2","UP"
"FLUMIST (D3)","ETFA","UP"
"FLUMIST (D3)","EXOC4","UP"
"FLUMIST (D3)","EXOSC1","UP"
"FLUMIST (D3)","EXOSC5","UP"
"FLUMIST (D3)","FAM110A","UP"
"FLUMIST (D3)","ANTKMT","UP"
"FLUMIST (D3)","PSME3IP1","UP"
"FLUMIST (D3)","COX20","UP"
"FLUMIST (D3)","PIEZO1","UP"
"FLUMIST (D3)","RMDN1","UP"
"FLUMIST (D3)","CIAO2A","UP"
"FLUMIST (D3)","FASTK","UP"
"FLUMIST (D3)","FBP1","UP"
"FLUMIST (D3)","FGD2","UP"
"FLUMIST (D3)","FGD4","UP"
"FLUMIST (D3)","FKBP5","UP"
"FLUMIST (D3)","FUCA1","UP"
"FLUMIST (D3)","GALNT2","UP"
"FLUMIST (D3)","GAS7","UP"
"FLUMIST (D3)","GATAD1","UP"
"FLUMIST (D3)","GCNT2","UP"
"FLUMIST (D3)","GDI2","UP"
"FLUMIST (D3)","GEMIN7","UP"
"FLUMIST (D3)","GIT2","UP"
"FLUMIST (D3)","SLX1B","UP"
"FLUMIST (D3)","GLRX","UP"
"FLUMIST (D3)","GLYR1","UP"
"FLUMIST (D3)","GNS","UP"
"FLUMIST (D3)","GPAA1","UP"
"FLUMIST (D3)","GPBAR1","UP"
"FLUMIST (D3)","GRSF1","UP"
"FLUMIST (D3)","GSTO1","UP"
"FLUMIST (D3)","GSTP1","UP"
"FLUMIST (D3)","GTF2H2","UP"
"FLUMIST (D3)","GTF2H2C","UP"
"FLUMIST (D3)","GTF2H2C_2","UP"
"FLUMIST (D3)","GTF3C2","UP"
"FLUMIST (D3)","HAUS7","UP"
"FLUMIST (D3)","PUDP","UP"
"FLUMIST (D3)","HIPK2","UP"
"FLUMIST (D3)","HK3","UP"
"FLUMIST (D3)","HM13","UP"
"FLUMIST (D3)","HMGN4","UP"
"FLUMIST (D3)","HNRNPA0","UP"
"FLUMIST (D3)","HOXA7","UP"
"FLUMIST (D3)","HPSE","UP"
"FLUMIST (D3)","HTATIP2","UP"
"FLUMIST (D3)","HVCN1","UP"
"FLUMIST (D3)","ICE2","UP"
"FLUMIST (D3)","IDH2","UP"
"FLUMIST (D3)","IDH3A","UP"
"FLUMIST (D3)","IDH3G","UP"
"FLUMIST (D3)","IFT80","UP"
"FLUMIST (D3)","ILK","UP"
"FLUMIST (D3)","INTS7","UP"
"FLUMIST (D3)","ITPR2","UP"
"FLUMIST (D3)","KCNE3","UP"
"FLUMIST (D3)","KCTD12","UP"
"FLUMIST (D3)","KLHL36","UP"
"FLUMIST (D3)","LARP1","UP"
"FLUMIST (D3)","LARP4B","UP"
"FLUMIST (D3)","LARS1","UP"
"FLUMIST (D3)","LBHD1","UP"
"FLUMIST (D3)","LDAH","UP"
"FLUMIST (D3)","LEPROT","UP"
"FLUMIST (D3)","LIMS1","UP"
"FLUMIST (D3)","LMO2","UP"
"FLUMIST (D3)","LSM10","UP"
"FLUMIST (D3)","LSM6","UP"
"FLUMIST (D3)","LTA4H","UP"
"FLUMIST (D3)","LY6H","UP"
"FLUMIST (D3)","MANF","UP"
"FLUMIST (D3)","MAP4","UP"
"FLUMIST (D3)","MAT2A","UP"
"FLUMIST (D3)","MAT2B","UP"
"FLUMIST (D3)","MED16","UP"
"FLUMIST (D3)","MESD","UP"
"FLUMIST (D3)","METTL8","UP"
"FLUMIST (D3)","MFSD1","UP"
"FLUMIST (D3)","MFSD14B","UP"
"FLUMIST (D3)","MGST3","UP"
"FLUMIST (D3)","MKKS","UP"
"FLUMIST (D3)","MLKL","UP"
"FLUMIST (D3)","MLX","UP"
"FLUMIST (D3)","MRM2","UP"
"FLUMIST (D3)","MRPL16","UP"
"FLUMIST (D3)","MRPL20","UP"
"FLUMIST (D3)","MRPL24","UP"
"FLUMIST (D3)","MRPL51","UP"
"FLUMIST (D3)","MRPS11","UP"
"FLUMIST (D3)","MRPS16","UP"
"FLUMIST (D3)","MRPS18C","UP"
"FLUMIST (D3)","MS4A6A","UP"
"FLUMIST (D3)","MYCBP","UP"
"FLUMIST (D3)","MYOF","UP"
"FLUMIST (D3)","NAAA","UP"
"FLUMIST (D3)","NADK","UP"
"FLUMIST (D3)","NAGA","UP"
"FLUMIST (D3)","NAGK","UP"
"FLUMIST (D3)","NCOA2","UP"
"FLUMIST (D3)","NDUFAF3","UP"
"FLUMIST (D3)","NDUFB10","UP"
"FLUMIST (D3)","NDUFB3","UP"
"FLUMIST (D3)","NDUFB5","UP"
"FLUMIST (D3)","NDUFS2","UP"
"FLUMIST (D3)","NDUFS7","UP"
"FLUMIST (D3)","NECAP2","UP"
"FLUMIST (D3)","NIF3L1","UP"
"FLUMIST (D3)","NIPAL3","UP"
"FLUMIST (D3)","NOLC1","UP"
"FLUMIST (D3)","NSL1","UP"
"FLUMIST (D3)","NUDT5","UP"
"FLUMIST (D3)","NUP214","UP"
"FLUMIST (D3)","OCIAD1","UP"
"FLUMIST (D3)","OGFOD1","UP"
"FLUMIST (D3)","ORAI3","UP"
"FLUMIST (D3)","ORMDL2","UP"
"FLUMIST (D3)","OSCAR","UP"
"FLUMIST (D3)","OCA2","UP"
"FLUMIST (D3)","PAICS","UP"
"FLUMIST (D3)","PANK2","UP"
"FLUMIST (D3)","PARP12","UP"
"FLUMIST (D3)","PCK2","UP"
"FLUMIST (D3)","PCMT1","UP"
"FLUMIST (D3)","PCMTD1","UP"
"FLUMIST (D3)","PDCD6","UP"
"FLUMIST (D3)","PDHB","UP"
"FLUMIST (D3)","PDIA6","UP"
"FLUMIST (D3)","PDLIM5","UP"
"FLUMIST (D3)","PDXK","UP"
"FLUMIST (D3)","PEA15","UP"
"FLUMIST (D3)","PGD","UP"
"FLUMIST (D3)","PGLS","UP"
"FLUMIST (D3)","PGM2","UP"
"FLUMIST (D3)","PHPT1","UP"
"FLUMIST (D3)","PIGP","UP"
"FLUMIST (D3)","PIK3C3","UP"
"FLUMIST (D3)","PLAC8","UP"
"FLUMIST (D3)","PLBD1","UP"
"FLUMIST (D3)","PLOD3","UP"
"FLUMIST (D3)","PLXNB2","UP"
"FLUMIST (D3)","PMVK","UP"
"FLUMIST (D3)","POLK","UP"
"FLUMIST (D3)","PPA2","UP"
"FLUMIST (D3)","PPHLN1","UP"
"FLUMIST (D3)","PPID","UP"
"FLUMIST (D3)","PPP1R11","UP"
"FLUMIST (D3)","PPP1R7","UP"
"FLUMIST (D3)","PPT1","UP"
"FLUMIST (D3)","PRDX4","UP"
"FLUMIST (D3)","PRELID1","UP"
"FLUMIST (D3)","PREPL","UP"
"FLUMIST (D3)","PRPF19","UP"
"FLUMIST (D3)","PRPF6","UP"
"FLUMIST (D3)","PRR5L","UP"
"FLUMIST (D3)","PSMB2","UP"
"FLUMIST (D3)","PTBP1","UP"
"FLUMIST (D3)","PTGER2","UP"
"FLUMIST (D3)","PUSL1","UP"
"FLUMIST (D3)","QKI","UP"
"FLUMIST (D3)","RAB3GAP1","UP"
"FLUMIST (D3)","RAB40C","UP"
"FLUMIST (D3)","RAB4B","UP"
"FLUMIST (D3)","RAB8A","UP"
"FLUMIST (D3)","RAP1GDS1","UP"
"FLUMIST (D3)","RASSF4","UP"
"FLUMIST (D3)","RB1","UP"
"FLUMIST (D3)","RBBP4","UP"
"FLUMIST (D3)","RBM8A","UP"
"FLUMIST (D3)","RDH11","UP"
"FLUMIST (D3)","REEP4","UP"
"FLUMIST (D3)","REEP5","UP"
"FLUMIST (D3)","RGS19","UP"
"FLUMIST (D3)","RHBDD1","UP"
"FLUMIST (D3)","RNF20","UP"
"FLUMIST (D3)","RNF5","UP"
"FLUMIST (D3)","RNFT1","UP"
"FLUMIST (D3)","RNH1","UP"
"FLUMIST (D3)","RPRD2","UP"
"FLUMIST (D3)","RPUSD3","UP"
"FLUMIST (D3)","RRP7A","UP"
"FLUMIST (D3)","RSL1D1","UP"
"FLUMIST (D3)","RTN1","UP"
"FLUMIST (D3)","RUBCN","UP"
"FLUMIST (D3)","RUFY3","UP"
"FLUMIST (D3)","RXRA","UP"
"FLUMIST (D3)","SART3","UP"
"FLUMIST (D3)","SAT2","UP"
"FLUMIST (D3)","SBNO1","UP"
"FLUMIST (D3)","SCAMP2","UP"
"FLUMIST (D3)","SCARB2","UP"
"FLUMIST (D3)","SCPEP1","UP"
"FLUMIST (D3)","SDHC","UP"
"FLUMIST (D3)","SEC22B","UP"
"FLUMIST (D3)","SEC23IP","UP"
"FLUMIST (D3)","SERBP1","UP"
"FLUMIST (D3)","SERPINB1","UP"
"FLUMIST (D3)","SH2D3C","UP"
"FLUMIST (D3)","SHTN1","UP"
"FLUMIST (D3)","SIDT2","UP"
"FLUMIST (D3)","SLC12A7","UP"
"FLUMIST (D3)","SLC22A18","UP"
"FLUMIST (D3)","SLC24A1","UP"
"FLUMIST (D3)","SLC24A4","UP"
"FLUMIST (D3)","SLC25A24","UP"
"FLUMIST (D3)","SLC27A3","UP"
"FLUMIST (D3)","SLC2A6","UP"
"FLUMIST (D3)","SLC31A1","UP"
"FLUMIST (D3)","SLC7A7","UP"
"FLUMIST (D3)","SLX1A","UP"
"FLUMIST (D3)","SMARCA4","UP"
"FLUMIST (D3)","SNX1","UP"
"FLUMIST (D3)","SNX17","UP"
"FLUMIST (D3)","SNX2","UP"
"FLUMIST (D3)","SNX27","UP"
"FLUMIST (D3)","SNX6","UP"
"FLUMIST (D3)","SP110","UP"
"FLUMIST (D3)","SPTLC1","UP"
"FLUMIST (D3)","SPTLC2","UP"
"FLUMIST (D3)","SQOR","UP"
"FLUMIST (D3)","SRD5A3","UP"
"FLUMIST (D3)","SRGAP2C","UP"
"FLUMIST (D3)","SSB","UP"
"FLUMIST (D3)","SSR1","UP"
"FLUMIST (D3)","STX7","UP"
"FLUMIST (D3)","SUCLG1","UP"
"FLUMIST (D3)","SULT1A1","UP"
"FLUMIST (D3)","SUMF1","UP"
"FLUMIST (D3)","SYNE3","UP"
"FLUMIST (D3)","TAF4","UP"
"FLUMIST (D3)","TANGO2","UP"
"FLUMIST (D3)","TBC1D8","UP"
"FLUMIST (D3)","TBXAS1","UP"
"FLUMIST (D3)","TCF4","UP"
"FLUMIST (D3)","TCF7L2","UP"
"FLUMIST (D3)","TIMM8B","UP"
"FLUMIST (D3)","TINF2","UP"
"FLUMIST (D3)","TKT","UP"
"FLUMIST (D3)","TM9SF1","UP"
"FLUMIST (D3)","TM9SF4","UP"
"FLUMIST (D3)","TMBIM4","UP"
"FLUMIST (D3)","TMED9","UP"
"FLUMIST (D3)","TMEM126B","UP"
"FLUMIST (D3)","TMEM63A","UP"
"FLUMIST (D3)","TMEM80","UP"
"FLUMIST (D3)","TMX1","UP"
"FLUMIST (D3)","TNRC6B","UP"
"FLUMIST (D3)","TNS3","UP"
"FLUMIST (D3)","TOR1A","UP"
